Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PK50063"
Duration Time,300.583
Ambient Temperature,"115.4"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"16149135"
Raw Accumulated Counts,"18811741"
Valid Count Last Packet,"50044"
Raw Count Last Packet,"58022"
Live Time,257.484039
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.014
Number of Channels,2048
Vacuum,702
Channel#,Intensity
0,"8720"
1,"6842"
2,"4543"
3,"3042"
4,"1442"
5,"343"
6,"54"
7,"17"
8,"8"
9,"6"
10,"3"
11,"4"
12,"3"
13,"3"
14,"1"
15,"3"
16,"1"
17,"1"
18,"2"
19,"1"
20,"2"
21,"1"
22,"1"
23,"3"
24,"1"
25,"0"
26,"2"
27,"0"
28,"2"
29,"0"
30,"7"
31,"48"
32,"432"
33,"1330"
34,"2131"
35,"2631"
36,"2769"
37,"2906"
38,"2916"
39,"2874"
40,"2873"
41,"2874"
42,"2881"
43,"2852"
44,"3002"
45,"2954"
46,"2959"
47,"3019"
48,"2976"
49,"2902"
50,"2821"
51,"2869"
52,"2882"
53,"2753"
54,"2850"
55,"2781"
56,"2703"
57,"2704"
58,"2655"
59,"2693"
60,"2779"
61,"2777"
62,"2714"
63,"2788"
64,"2683"
65,"2717"
66,"2484"
67,"2544"
68,"2583"
69,"2512"
70,"2579"
71,"2787"
72,"2865"
73,"2886"
74,"2978"
75,"3181"
76,"3221"
77,"3303"
78,"3215"
79,"3206"
80,"3265"
81,"3103"
82,"3280"
83,"3562"
84,"4047"
85,"4407"
86,"4610"
87,"4518"
88,"4286"
89,"3945"
90,"3395"
91,"3135"
92,"3032"
93,"3213"
94,"3143"
95,"3132"
96,"3039"
97,"3302"
98,"3160"
99,"3124"
100,"3142"
101,"3097"
102,"2975"
103,"3000"
104,"2956"
105,"2894"
106,"2915"
107,"2974"
108,"3060"
109,"3035"
110,"3116"
111,"3244"
112,"3453"
113,"3579"
114,"3895"
115,"3974"
116,"4161"
117,"4017"
118,"3921"
119,"3814"
120,"3649"
121,"3605"
122,"3555"
123,"3658"
124,"3858"
125,"3896"
126,"4247"
127,"4711"
128,"5651"
129,"7300"
130,"9462"
131,"12922"
132,"17478"
133,"21668"
134,"25159"
135,"27201"
136,"27084"
137,"25757"
138,"24460"
139,"23809"
140,"23475"
141,"22944"
142,"22260"
143,"21302"
144,"20412"
145,"20434"
146,"20598"
147,"21016"
148,"20822"
149,"19061"
150,"16179"
151,"13688"
152,"11004"
153,"9201"
154,"7997"
155,"7430"
156,"7233"
157,"7733"
158,"8695"
159,"10570"
160,"13685"
161,"19474"
162,"28443"
163,"40309"
164,"51571"
165,"59683"
166,"63270"
167,"61529"
168,"57571"
169,"55719"
170,"57434"
171,"59718"
172,"60578"
173,"56568"
174,"47847"
175,"37333"
176,"28708"
177,"23792"
178,"22626"
179,"25377"
180,"30133"
181,"35584"
182,"40190"
183,"42765"
184,"41926"
185,"38376"
186,"33317"
187,"27260"
188,"22252"
189,"17634"
190,"14682"
191,"13303"
192,"13184"
193,"13965"
194,"14799"
195,"15225"
196,"15150"
197,"14062"
198,"12677"
199,"10735"
200,"9439"
201,"8682"
202,"8622"
203,"9407"
204,"10366"
205,"11342"
206,"11878"
207,"12214"
208,"12063"
209,"11487"
210,"10844"
211,"10814"
212,"10712"
213,"11427"
214,"12880"
215,"15335"
216,"19834"
217,"30152"
218,"51239"
219,"93719"
220,"169918"
221,"287888"
222,"447768"
223,"623895"
224,"777776"
225,"858911"
226,"847118"
227,"740054"
228,"574774"
229,"398695"
230,"246341"
231,"137861"
232,"71190"
233,"36200"
234,"19388"
235,"12627"
236,"11140"
237,"11935"
238,"14675"
239,"19652"
240,"27552"
241,"40702"
242,"59875"
243,"82944"
244,"109683"
245,"131274"
246,"145406"
247,"143994"
248,"129321"
249,"104106"
250,"76809"
251,"51121"
252,"31701"
253,"18762"
254,"11311"
255,"7325"
256,"5961"
257,"5174"
258,"5193"
259,"5530"
260,"5938"
261,"6367"
262,"6633"
263,"6801"
264,"7067"
265,"6828"
266,"6321"
267,"6132"
268,"5922"
269,"5635"
270,"5463"
271,"5357"
272,"5084"
273,"5025"
274,"5013"
275,"4909"
276,"4941"
277,"5154"
278,"5167"
279,"5391"
280,"5459"
281,"5399"
282,"5471"
283,"5337"
284,"5177"
285,"5061"
286,"5042"
287,"4915"
288,"4905"
289,"5103"
290,"5124"
291,"5090"
292,"5322"
293,"5460"
294,"5588"
295,"5479"
296,"5447"
297,"5470"
298,"5515"
299,"5588"
300,"5600"
301,"5670"
302,"5497"
303,"5722"
304,"5804"
305,"5746"
306,"5773"
307,"5794"
308,"5885"
309,"6112"
310,"6627"
311,"7439"
312,"8818"
313,"11417"
314,"15620"
315,"22130"
316,"29879"
317,"38447"
318,"46742"
319,"52943"
320,"54157"
321,"51724"
322,"45304"
323,"36699"
324,"27304"
325,"19418"
326,"13992"
327,"10079"
328,"7777"
329,"6766"
330,"6054"
331,"5929"
332,"5747"
333,"5634"
334,"5731"
335,"5681"
336,"5788"
337,"5847"
338,"5875"
339,"5899"
340,"6109"
341,"6106"
342,"6401"
343,"6459"
344,"6596"
345,"7075"
346,"7518"
347,"8223"
348,"9305"
349,"10470"
350,"11643"
351,"12876"
352,"13561"
353,"13383"
354,"13116"
355,"12346"
356,"11322"
357,"10329"
358,"9483"
359,"8981"
360,"9030"
361,"9412"
362,"9779"
363,"10248"
364,"10725"
365,"11286"
366,"11603"
367,"12351"
368,"13045"
369,"14172"
370,"15110"
371,"16352"
372,"17143"
373,"17659"
374,"17249"
375,"16029"
376,"14033"
377,"12219"
378,"10260"
379,"8644"
380,"7289"
381,"6577"
382,"6056"
383,"5757"
384,"5721"
385,"5641"
386,"5566"
387,"5780"
388,"5742"
389,"5866"
390,"5874"
391,"5924"
392,"5920"
393,"5932"
394,"6263"
395,"6412"
396,"6335"
397,"6563"
398,"6668"
399,"6937"
400,"6998"
401,"7203"
402,"7179"
403,"7172"
404,"7186"
405,"7149"
406,"7170"
407,"7064"
408,"7159"
409,"7288"
410,"7387"
411,"7555"
412,"7570"
413,"7583"
414,"7455"
415,"7130"
416,"7053"
417,"6594"
418,"6361"
419,"6034"
420,"5855"
421,"5662"
422,"5558"
423,"5587"
424,"5558"
425,"5408"
426,"5600"
427,"5623"
428,"5661"
429,"5644"
430,"6003"
431,"5809"
432,"5783"
433,"5790"
434,"5699"
435,"5625"
436,"5329"
437,"5402"
438,"5229"
439,"5418"
440,"5309"
441,"5311"
442,"5389"
443,"5494"
444,"5566"
445,"5733"
446,"5947"
447,"6201"
448,"6397"
449,"6802"
450,"6983"
451,"7148"
452,"7065"
453,"6942"
454,"6676"
455,"6375"
456,"6175"
457,"5980"
458,"5849"
459,"5660"
460,"5670"
461,"5803"
462,"5805"
463,"5793"
464,"5872"
465,"5687"
466,"5590"
467,"5592"
468,"5648"
469,"5861"
470,"5732"
471,"5851"
472,"5897"
473,"5755"
474,"5932"
475,"5823"
476,"5721"
477,"5570"
478,"5754"
479,"5696"
480,"5608"
481,"5442"
482,"5468"
483,"5435"
484,"5411"
485,"5490"
486,"5533"
487,"5475"
488,"5392"
489,"5427"
490,"5484"
491,"5335"
492,"5392"
493,"5358"
494,"5427"
495,"5351"
496,"5397"
497,"5481"
498,"5427"
499,"5249"
500,"5352"
501,"5333"
502,"5270"
503,"5382"
504,"5171"
505,"5319"
506,"5270"
507,"5256"
508,"5219"
509,"5339"
510,"5310"
511,"5196"
512,"5325"
513,"5380"
514,"5276"
515,"5163"
516,"5343"
517,"5100"
518,"5084"
519,"5342"
520,"5167"
521,"5220"
522,"5177"
523,"5277"
524,"5131"
525,"5266"
526,"5234"
527,"5250"
528,"5177"
529,"5236"
530,"5188"
531,"5126"
532,"5179"
533,"5150"
534,"5188"
535,"5135"
536,"5108"
537,"5169"
538,"4978"
539,"5218"
540,"5176"
541,"5260"
542,"5195"
543,"5190"
544,"5219"
545,"5365"
546,"5182"
547,"5224"
548,"5144"
549,"5135"
550,"5084"
551,"5016"
552,"5086"
553,"5124"
554,"5080"
555,"5025"
556,"4979"
557,"5046"
558,"4871"
559,"4873"
560,"4927"
561,"4899"
562,"4814"
563,"4891"
564,"5085"
565,"5021"
566,"4992"
567,"4995"
568,"5063"
569,"4962"
570,"5024"
571,"5012"
572,"5029"
573,"4862"
574,"4817"
575,"4846"
576,"4884"
577,"4860"
578,"4965"
579,"4895"
580,"4938"
581,"4943"
582,"5021"
583,"4978"
584,"4936"
585,"4791"
586,"4775"
587,"4859"
588,"4833"
589,"4933"
590,"4882"
591,"4871"
592,"4831"
593,"4906"
594,"4966"
595,"4807"
596,"4830"
597,"4854"
598,"4950"
599,"4999"
600,"4780"
601,"4883"
602,"4764"
603,"4743"
604,"4864"
605,"4905"
606,"4739"
607,"4761"
608,"4713"
609,"4808"
610,"4700"
611,"4827"
612,"4741"
613,"4771"
614,"4686"
615,"4767"
616,"4828"
617,"4662"
618,"4670"
619,"4725"
620,"4624"
621,"4561"
622,"4753"
623,"4559"
624,"4606"
625,"4664"
626,"4708"
627,"4537"
628,"4687"
629,"4592"
630,"4620"
631,"4667"
632,"4669"
633,"4638"
634,"4703"
635,"4483"
636,"4543"
637,"4480"
638,"4483"
639,"4621"
640,"4438"
641,"4559"
642,"4524"
643,"4411"
644,"4428"
645,"4424"
646,"4422"
647,"4469"
648,"4393"
649,"4428"
650,"4420"
651,"4441"
652,"4436"
653,"4309"
654,"4386"
655,"4342"
656,"4428"
657,"4534"
658,"4720"
659,"4998"
660,"5502"
661,"6068"
662,"6652"
663,"7587"
664,"8574"
665,"9478"
666,"10429"
667,"11209"
668,"11517"
669,"11447"
670,"11147"
