Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WNW0101447"
Duration Time,300.757
Ambient Temperature,"106.4"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"15496248"
Raw Accumulated Counts,"17932017"
Valid Count Last Packet,"47727"
Raw Count Last Packet,"55342"
Live Time,259.428101
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0339
Number of Channels,2048
Vacuum,690
Channel#,Intensity
0,"8890"
1,"6903"
2,"4555"
3,"3209"
4,"1612"
5,"386"
6,"55"
7,"25"
8,"7"
9,"6"
10,"0"
11,"2"
12,"4"
13,"2"
14,"3"
15,"2"
16,"2"
17,"3"
18,"0"
19,"2"
20,"2"
21,"3"
22,"3"
23,"0"
24,"1"
25,"1"
26,"1"
27,"1"
28,"1"
29,"2"
30,"7"
31,"46"
32,"468"
33,"1413"
34,"2308"
35,"2855"
36,"3149"
37,"3155"
38,"3177"
39,"3130"
40,"3009"
41,"3206"
42,"3090"
43,"2914"
44,"2955"
45,"3034"
46,"3002"
47,"3090"
48,"3026"
49,"3091"
50,"2993"
51,"2877"
52,"2970"
53,"3058"
54,"3034"
55,"3230"
56,"3105"
57,"3156"
58,"3240"
59,"3246"
60,"3297"
61,"3322"
62,"3257"
63,"3114"
64,"3129"
65,"3271"
66,"3096"
67,"3040"
68,"3114"
69,"3201"
70,"3173"
71,"3198"
72,"3211"
73,"3346"
74,"3399"
75,"3306"
76,"3304"
77,"3226"
78,"3083"
79,"3213"
80,"3150"
81,"3146"
82,"3292"
83,"3547"
84,"3763"
85,"4155"
86,"4532"
87,"4522"
88,"4499"
89,"4390"
90,"4089"
91,"4092"
92,"4083"
93,"4524"
94,"5060"
95,"5813"
96,"6441"
97,"6821"
98,"6687"
99,"6216"
100,"5797"
101,"5112"
102,"4870"
103,"4763"
104,"4911"
105,"5011"
106,"5507"
107,"5976"
108,"7459"
109,"10755"
110,"17205"
111,"29491"
112,"48729"
113,"72553"
114,"93669"
115,"103228"
116,"98433"
117,"80046"
118,"56352"
119,"36014"
120,"22213"
121,"15609"
122,"12478"
123,"11542"
124,"10367"
125,"8974"
126,"7434"
127,"6470"
128,"6345"
129,"7236"
130,"8912"
131,"11908"
132,"15830"
133,"19840"
134,"22477"
135,"23015"
136,"21828"
137,"19342"
138,"16823"
139,"15445"
140,"15121"
141,"15711"
142,"16075"
143,"16156"
144,"16014"
145,"16935"
146,"17912"
147,"18752"
148,"18927"
149,"16996"
150,"14608"
151,"11798"
152,"9646"
153,"8097"
154,"7351"
155,"7026"
156,"6962"
157,"6887"
158,"6761"
159,"6930"
160,"6939"
161,"7207"
162,"7801"
163,"8597"
164,"9533"
165,"10016"
166,"10141"
167,"9956"
168,"9116"
169,"8281"
170,"7505"
171,"6998"
172,"6776"
173,"6841"
174,"7287"
175,"7988"
176,"10473"
177,"15770"
178,"26486"
179,"48531"
180,"84534"
181,"136500"
182,"198209"
183,"252637"
184,"284258"
185,"281580"
186,"245007"
187,"185833"
188,"125838"
189,"75746"
190,"41806"
191,"22803"
192,"14566"
193,"12694"
194,"14523"
195,"19360"
196,"26589"
197,"34942"
198,"44215"
199,"51579"
200,"55093"
201,"53437"
202,"46410"
203,"36983"
204,"27348"
205,"18769"
206,"12574"
207,"9085"
208,"7317"
209,"6735"
210,"6726"
211,"7233"
212,"7899"
213,"9471"
214,"12267"
215,"16646"
216,"25725"
217,"42346"
218,"70329"
219,"113076"
220,"167803"
221,"225437"
222,"271298"
223,"292398"
224,"282480"
225,"241239"
226,"184815"
227,"126693"
228,"79375"
229,"46155"
230,"26134"
231,"16271"
232,"12224"
233,"12699"
234,"16861"
235,"27041"
236,"44924"
237,"72943"
238,"109182"
239,"150457"
240,"187678"
241,"211256"
242,"217014"
243,"201693"
244,"175249"
245,"143577"
246,"112029"
