Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"DIVCAS004"
Duration Time,300.751
Ambient Temperature,"109.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"10287220"
Raw Accumulated Counts,"11255175"
Valid Count Last Packet,"32174"
Raw Count Last Packet,"35250"
Live Time,274.894012
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0527
Number of Channels,2048
Vacuum,688
Channel#,Intensity
0,"9390"
1,"7462"
2,"4671"
3,"2849"
4,"1175"
5,"272"
6,"49"
7,"17"
8,"5"
9,"8"
10,"1"
11,"1"
12,"2"
13,"3"
14,"3"
15,"0"
16,"1"
17,"2"
18,"2"
19,"2"
20,"2"
21,"2"
22,"2"
23,"0"
24,"1"
25,"1"
26,"0"
27,"0"
28,"0"
29,"0"
30,"1"
31,"19"
32,"224"
33,"789"
34,"1250"
35,"1655"
36,"1721"
37,"1748"
38,"1706"
39,"1762"
40,"1749"
41,"1776"
42,"1803"
43,"1805"
44,"1814"
45,"1888"
46,"1968"
47,"1931"
48,"1937"
49,"1849"
50,"1801"
51,"1737"
52,"1723"
53,"1799"
54,"1799"
55,"1785"
56,"1857"
57,"1672"
58,"1782"
59,"1795"
60,"1750"
61,"1738"
62,"1757"
63,"1718"
64,"1560"
65,"1568"
66,"1537"
67,"1559"
68,"1495"
69,"1523"
70,"1539"
71,"1646"
72,"1698"
73,"1678"
74,"1712"
75,"1755"
76,"1582"
77,"1673"
78,"1612"
79,"1609"
80,"1614"
81,"1546"
82,"1739"
83,"1997"
84,"2408"
85,"2775"
86,"3115"
87,"3033"
88,"2976"
89,"2546"
90,"2240"
91,"1883"
92,"1754"
93,"1659"
94,"1647"
95,"1673"
96,"1668"
97,"1773"
98,"1827"
99,"1882"
100,"1860"
101,"1857"
102,"1772"
103,"1775"
104,"1757"
105,"1704"
106,"1769"
107,"1900"
108,"1961"
109,"2230"
110,"2611"
111,"3450"
112,"4526"
113,"6042"
114,"7274"
115,"7838"
116,"7574"
117,"6629"
118,"5336"
119,"4258"
120,"3428"
121,"3117"
122,"3065"
123,"3047"
124,"3092"
125,"3376"
126,"3695"
127,"4633"
128,"5931"
129,"8181"
130,"11193"
131,"14798"
132,"19203"
133,"22525"
134,"24852"
135,"24527"
136,"22781"
137,"20101"
138,"17676"
139,"16999"
140,"17303"
141,"17978"
142,"18531"
143,"18121"
144,"17827"
145,"18687"
146,"19415"
147,"19974"
148,"19372"
149,"17255"
150,"14282"
151,"11145"
152,"8497"
153,"6754"
154,"5679"
155,"5288"
156,"5296"
157,"5038"
158,"5170"
159,"4922"
160,"4735"
161,"4569"
162,"4389"
163,"4370"
164,"4437"
165,"4522"
166,"4481"
167,"4581"
168,"4255"
169,"4093"
170,"3890"
171,"3700"
172,"3455"
173,"3217"
174,"3165"
175,"3229"
176,"3440"
177,"3775"
178,"4142"
179,"4837"
180,"6428"
181,"8305"
182,"10479"
183,"12499"
184,"13451"
185,"13232"
186,"11775"
187,"9777"
188,"7652"
189,"6160"
190,"5234"
191,"4791"
192,"4973"
193,"5792"
194,"7001"
195,"8371"
196,"9837"
197,"10879"
198,"11482"
199,"11248"
200,"10206"
201,"9102"
202,"7904"
203,"6953"
204,"6220"
205,"5771"
206,"5515"
207,"5490"
208,"5584"
209,"5909"
210,"6193"
211,"6676"
212,"7597"
213,"8843"
214,"11169"
215,"15305"
216,"22954"
217,"37450"
218,"61784"
219,"97745"
220,"142912"
221,"188386"
222,"223717"
223,"236210"
224,"223438"
225,"187335"
226,"140732"
227,"95523"
228,"59010"
229,"34370"
230,"20047"
231,"13130"
232,"10890"
233,"11751"
234,"16289"
235,"25407"
236,"41860"
237,"66380"
238,"98107"
239,"132461"
240,"162010"
241,"179697"
242,"181091"
243,"167263"
244,"143795"
245,"116528"
246,"90826"
247,"69153"
248,"51793"
249,"38898"
250,"29805"
251,"24848"
252,"24184"
253,"27959"
254,"35751"
255,"45114"
256,"54662"
257,"60622"
258,"61052"
259,"55871"
260,"47034"
261,"36222"
262,"26232"
263,"17933"
264,"12688"
265,"9387"
266,"8126"
267,"7384"
268,"7248"
269,"7992"
270,"9165"
271,"11237"
272,"14698"
273,"18723"
274,"22662"
275,"26449"
276,"28170"
277,"27957"
278,"24702"
279,"20940"
280,"16881"
281,"13180"
282,"10489"
283,"9106"
284,"9362"
285,"10275"
286,"11796"
287,"13671"
288,"15315"
289,"16425"
290,"16664"
291,"15836"
292,"14604"
293,"12894"
294,"11425"
295,"10369"
296,"9646"
297,"8966"
298,"8446"
299,"8033"
300,"7472"
301,"7078"
302,"6680"
303,"6422"
304,"5993"
305,"5994"
306,"5934"
307,"6039"
308,"6167"
309,"6299"
310,"6422"
311,"6797"
312,"7345"
313,"8025"
314,"8832"
315,"10155"
316,"11681"
317,"13537"
318,"14753"
319,"15757"
320,"15359"
321,"14737"
322,"12996"
323,"11426"
324,"9661"
325,"8229"
326,"7267"
327,"6612"
328,"6264"
329,"6020"
330,"5887"
331,"5895"
332,"5934"
333,"5950"
334,"5808"
335,"5974"
336,"6183"
337,"5955"
338,"6144"
339,"6223"
340,"6209"
341,"6213"
342,"6475"
343,"6417"
344,"6685"
345,"6663"
346,"6929"
347,"7016"
348,"7173"
349,"7198"
350,"7391"
351,"7709"
352,"7634"
353,"7586"
354,"7852"
355,"7607"
356,"7938"
357,"8231"
358,"8477"
359,"8876"
360,"9392"
361,"10018"
362,"10605"
363,"11233"
364,"11887"
365,"12344"
366,"12701"
367,"13352"
368,"14188"
369,"14865"
370,"16285"
371,"17237"
372,"17770"
373,"17798"
374,"17019"
375,"15497"
376,"13303"
377,"11411"
378,"9630"
379,"8014"
380,"7111"
381,"6409"
382,"6174"
383,"5944"
384,"5724"
385,"5769"
386,"5831"
387,"5824"
388,"5737"
389,"5802"
390,"5797"
391,"6022"
392,"6099"
393,"6032"
394,"6088"
395,"6232"
396,"6317"
397,"6501"
398,"6833"
399,"7178"
400,"7573"
401,"7613"
402,"7580"
403,"7526"
404,"7319"
405,"7278"
406,"7141"
407,"7225"
408,"7370"
409,"7199"
410,"7268"
411,"7440"
412,"7506"
413,"7556"
414,"7309"
415,"7114"
416,"6805"
417,"6475"
418,"6230"
419,"6079"
420,"5968"
421,"5853"
422,"5965"
423,"6211"
424,"6662"
425,"7522"
426,"8560"
427,"10017"
428,"11169"
429,"12337"
430,"13275"
431,"13420"
432,"13303"
433,"12608"
434,"11452"
435,"9977"
436,"8841"
437,"7581"
438,"6754"
439,"6286"
440,"5989"
441,"5879"
442,"5707"
443,"5739"
444,"5836"
445,"5726"
446,"5927"
447,"5758"
448,"5829"
449,"5678"
450,"5618"
451,"5656"
452,"5676"
453,"5632"
454,"5557"
455,"5829"
456,"5644"
457,"5561"
458,"5665"
459,"5584"
460,"5612"
461,"5831"
462,"5836"
463,"5685"
464,"5798"
465,"5787"
466,"5831"
467,"5894"
468,"5921"
469,"5866"
470,"5824"
471,"5916"
472,"5900"
473,"6262"
474,"6356"
475,"6617"
476,"6753"
477,"6859"
478,"6921"
479,"6982"
480,"6717"
481,"6721"
482,"6444"
483,"6280"
484,"6109"
485,"5938"
486,"5769"
487,"5843"
488,"5775"
489,"5621"
490,"5611"
491,"5570"
492,"5589"
493,"5432"
494,"5497"
495,"5627"
496,"5514"
497,"5686"
498,"5621"
499,"5643"
500,"5560"
501,"5636"
502,"5426"
503,"5598"
504,"5419"
505,"5563"
506,"5507"
507,"5366"
508,"5502"
509,"5450"
510,"5484"
511,"5454"
512,"5460"
513,"5593"
514,"5560"
515,"5599"
516,"5461"
517,"5488"
518,"5416"
519,"5492"
520,"5539"
521,"5338"
522,"5589"
523,"5584"
524,"5472"
525,"5442"
526,"5522"
527,"5634"
528,"5515"
529,"5457"
530,"5498"
531,"5404"
532,"5337"
533,"5360"
534,"5462"
535,"5473"
536,"5379"
537,"5407"
538,"5464"
539,"5358"
540,"5342"
541,"5442"
542,"5335"
543,"5245"
544,"5336"
545,"5330"
546,"5231"
547,"5244"
548,"5164"
549,"5115"
550,"5217"
551,"5195"
552,"5219"
553,"5281"
554,"5138"
555,"5237"
556,"5146"
557,"5228"
558,"5163"
559,"5139"
560,"5185"
561,"5193"
562,"5075"
563,"5052"
564,"5144"
565,"5032"
566,"5193"
567,"5046"
568,"4956"
569,"5011"
570,"4948"
571,"5035"
572,"4882"
573,"5123"
574,"5054"
575,"4982"
576,"4901"
577,"5057"
578,"4979"
579,"5128"
580,"5003"
581,"4889"
582,"4988"
583,"4948"
584,"4873"
585,"4955"
586,"4995"
587,"5010"
588,"4954"
589,"4862"
590,"4832"
591,"4839"
592,"4752"
593,"4899"
594,"4853"
595,"4848"
596,"4854"
597,"4734"
598,"4759"
599,"4836"
600,"4946"
601,"4730"
602,"4658"
603,"4795"
604,"4899"
605,"4636"
606,"4714"
607,"4851"
608,"4723"
609,"4586"
610,"4690"
611,"4694"
612,"4648"
613,"4764"
614,"4705"
615,"4710"
616,"4691"
617,"4636"
618,"4597"
619,"4597"
620,"4618"
621,"4695"
622,"4569"
623,"4511"
624,"4667"
625,"4621"
626,"4582"
627,"4740"
628,"4590"
629,"4458"
630,"4578"
631,"4663"
632,"4671"
633,"4598"
634,"4527"
635,"4486"
636,"4573"
637,"4532"
638,"4543"
639,"4358"
640,"4489"
641,"4405"
642,"4478"
643,"4410"
644,"4416"
645,"4369"
646,"4377"
647,"4463"
648,"4389"
649,"4341"
650,"4432"
651,"4371"
652,"4245"
653,"4425"
654,"4265"
655,"4359"
656,"4287"
657,"4304"
658,"4354"
659,"4238"
660,"4327"
661,"4265"
662,"4309"
663,"4190"
664,"4274"
665,"4316"
666,"4245"
667,"4317"
668,"4336"
669,"4217"
670,"4266"
671,"4169"
672,"4094"
673,"4319"
674,"4164"
675,"4294"
676,"4311"
677,"4344"
678,"4185"
679,"4241"
680,"4281"
681,"4229"
682,"4157"
683,"4130"
684,"4371"
685,"4184"
686,"4145"
687,"4280"
688,"4337"
689,"4297"
690,"4317"
691,"4466"
692,"4666"
693,"5113"
694,"5778"
695,"6342"
696,"7908"
697,"9736"
698,"12805"
699,"15998"
700,"20738"
701,"25434"
702,"31149"
703,"35932"
704,"40085"
705,"42867"
706,"44620"
707,"44090"
708,"42312"
709,"38091"
710,"33457"
711,"27970"
712,"22584"
713,"17768"
714,"13648"
715,"10363"
716,"8127"
717,"6280"
718,"5373"
719,"4579"
720,"4105"
721,"3842"
722,"3829"
723,"3721"
724,"3702"
725,"3615"
726,"3762"
727,"3704"
728,"3665"
729,"3589"
730,"3684"
731,"3621"
732,"3529"
733,"3638"
734,"3655"
735,"3597"
736,"3511"
737,"3522"
738,"3545"
739,"3592"
740,"3604"
741,"3629"
742,"3510"
743,"3527"
744,"3495"
745,"3431"
746,"3481"
747,"3475"
748,"3356"
749,"3528"
750,"3421"
751,"3410"
752,"3527"
753,"3376"
754,"3310"
755,"3243"
756,"3421"
757,"3448"
758,"3437"
759,"3407"
760,"3387"
761,"3446"
762,"3339"
763,"3352"
764,"3335"
765,"3358"
766,"3360"
767,"3423"
768,"3353"
769,"3208"
770,"3450"
771,"3325"
772,"3329"
773,"3372"
774,"3311"
775,"3393"
776,"3317"
777,"3495"
778,"3466"
779,"3592"
780,"3772"
781,"4123"
782,"4522"
783,"4969"
784,"5543"
785,"6284"
786,"7337"
787,"7804"
788,"8678"
789,"9328"
790,"9664"
791,"9544"
792,"9577"
793,"8703"
794,"8182"
795,"7267"
796,"6561"
797,"5764"
798,"5223"
799,"4963"
800,"4471"
801,"4324"
802,"4067"
803,"3947"
804,"3851"
805,"3722"
806,"3675"
807,"3568"
808,"3350"
809,"3196"
810,"3138"
811,"3123"
812,"3062"
813,"2936"
814,"2928"
815,"2871"
816,"2880"
817,"2813"
818,"2840"
819,"2805"
820,"2826"
821,"2774"
822,"2800"
823,"2729"
824,"2883"
825,"2664"
826,"2770"
827,"2705"
828,"2701"
829,"2734"
830,"2647"
831,"2705"
832,"2728"
833,"2768"
834,"2702"
835,"2732"
836,"2697"
837,"2702"
838,"2698"
839,"2645"
840,"2612"
841,"2633"
842,"2718"
843,"2689"
844,"2645"
845,"2694"
846,"2615"
847,"2669"
848,"2549"
849,"2601"
850,"2562"
851,"2614"
852,"2540"
853,"2557"
854,"2565"
855,"2575"
856,"2553"
857,"2520"
858,"2534"
859,"2575"
860,"2541"
861,"2541"
862,"2560"
863,"2518"
864,"2576"
865,"2571"
866,"2520"
867,"2460"
868,"2566"
869,"2607"
870,"2493"
871,"2527"
872,"2573"
873,"2470"
874,"2542"
875,"2484"
876,"2505"
877,"2477"
878,"2508"
879,"2471"
880,"2635"
881,"2597"
882,"2569"
883,"2537"
884,"2534"
885,"2596"
886,"2572"
887,"2586"
888,"2443"
889,"2543"
890,"2538"
891,"2572"
892,"2526"
893,"2550"
894,"2479"
895,"2509"
896,"2493"
897,"2664"
898,"2649"
899,"2636"
900,"2502"
901,"2680"
902,"2631"
903,"2631"
904,"2597"
905,"2640"
906,"2685"
907,"2677"
908,"2661"
909,"2703"
910,"2854"
911,"2680"
912,"2803"
913,"2762"
914,"2754"
915,"2818"
916,"2814"
917,"2947"
918,"2958"
919,"3124"
920,"3015"
921,"3091"
922,"3210"
923,"3091"
924,"3362"
925,"3406"
926,"3515"
927,"3842"
928,"3916"
929,"3938"
930,"4116"
931,"4284"
932,"4410"
933,"4734"
934,"4906"
935,"5146"
936,"5254"
937,"5647"
938,"5789"
939,"5973"
940,"6421"
941,"6459"
942,"6532"
943,"6828"
944,"6981"
945,"7217"
946,"7315"
947,"7406"
948,"7589"
949,"7703"
950,"7651"
951,"7482"
952,"7402"
953,"7376"
954,"7404"
955,"6998"
956,"6921"
957,"6682"
958,"6496"
959,"6305"
960,"6040"
961,"5781"
962,"5479"
963,"5152"
964,"5004"
965,"4713"
966,"4450"
967,"4317"
968,"4107"
969,"3996"
970,"3706"
971,"3506"
972,"3363"
973,"3259"
974,"3057"
975,"2988"
976,"2896"
977,"2788"
978,"2707"
979,"2556"
980,"2492"
981,"2552"
982,"2434"
983,"2417"
984,"2350"
985,"2355"
986,"2263"
987,"2290"
988,"2166"
989,"2352"
990,"2262"
991,"2346"
992,"2435"
993,"2631"
994,"2862"
995,"3162"
996,"3571"
997,"3986"
998,"4557"
999,"5135"
1000,"5698"
1001,"6389"
1002,"6964"
1003,"7621"
1004,"8060"
1005,"8514"
1006,"8840"
1007,"8831"
1008,"9084"
1009,"8882"
1010,"8431"
1011,"7879"
1012,"7290"
1013,"6590"
1014,"5782"
1015,"5007"
1016,"4255"
1017,"3572"
1018,"2956"
1019,"2600"
1020,"2285"
1021,"2053"
1022,"1888"
1023,"1804"
1024,"1705"
1025,"1672"
1026,"1671"
1027,"1662"
1028,"1695"
1029,"1672"
1030,"1484"
1031,"1478"
1032,"1582"
1033,"1591"
1034,"1626"
1035,"1678"
1036,"1642"
1037,"1629"
1038,"1647"
1039,"1763"
1040,"1869"
1041,"1859"
1042,"1878"
1043,"1991"
1044,"2071"
1045,"2192"
1046,"2319"
1047,"2516"
1048,"2586"
1049,"2633"
1050,"2839"
1051,"2948"
1052,"3052"
1053,"3110"
1054,"3225"
1055,"3164"
1056,"3272"
1057,"3071"
1058,"3183"
1059,"3171"
1060,"3166"
1061,"2895"
1062,"2845"
1063,"2688"
1064,"2621"
1065,"2476"
1066,"2316"
1067,"2211"
1068,"2191"
1069,"2222"
1070,"2026"
1071,"2005"
1072,"1912"
1073,"1965"
1074,"1865"
1075,"1869"
1076,"1814"
1077,"1723"
1078,"1754"
1079,"1698"
1080,"1659"
1081,"1551"
1082,"1572"
1083,"1634"
1084,"1542"
1085,"1509"
1086,"1553"
1087,"1514"
1088,"1504"
1089,"1408"
1090,"1416"
1091,"1325"
1092,"1362"
1093,"1364"
1094,"1391"
1095,"1300"
1096,"1371"
1097,"1219"
1098,"1299"
1099,"1304"
1100,"1265"
1101,"1255"
1102,"1214"
1103,"1252"
1104,"1178"
1105,"1161"
1106,"1156"
1107,"1220"
1108,"1195"
1109,"1148"
1110,"1173"
1111,"1123"
1112,"1103"
1113,"1092"
1114,"1073"
1115,"1092"
1116,"1102"
1117,"1091"
1118,"1084"
1119,"1179"
1120,"1108"
1121,"1128"
1122,"1103"
1123,"1138"
1124,"1159"
1125,"1309"
1126,"1374"
1127,"1397"
1128,"1463"
1129,"1604"
1130,"1835"
1131,"1831"
1132,"1854"
1133,"1857"
1134,"1947"
1135,"1947"
1136,"1896"
1137,"1840"
1138,"1749"
1139,"1666"
1140,"1516"
1141,"1373"
1142,"1273"
1143,"1229"
1144,"1160"
1145,"1099"
1146,"1055"
1147,"989"
1148,"971"
1149,"998"
1150,"1040"
1151,"1012"
1152,"1055"
1153,"1044"
1154,"1059"
1155,"981"
1156,"1081"
1157,"1080"
1158,"1021"
1159,"1008"
1160,"999"
1161,"1059"
1162,"971"
1163,"889"
1164,"901"
1165,"916"
1166,"918"
1167,"919"
1168,"834"
1169,"890"
1170,"868"
1171,"829"
1172,"812"
1173,"837"
1174,"819"
1175,"805"
1176,"843"
1177,"852"
1178,"851"
1179,"897"
1180,"867"
1181,"831"
1182,"936"
1183,"903"
1184,"969"
1185,"1016"
1186,"1004"
1187,"1029"
1188,"1005"
1189,"1015"
1190,"1038"
1191,"933"
1192,"959"
1193,"923"
1194,"868"
1195,"847"
1196,"820"
1197,"861"
1198,"811"
1199,"756"
1200,"824"
1201,"868"
1202,"830"
1203,"735"
1204,"736"
1205,"760"
1206,"756"
1207,"761"
1208,"821"
1209,"734"
1210,"750"
1211,"764"
1212,"765"
1213,"743"
1214,"790"
1215,"709"
1216,"757"
1217,"683"
1218,"758"
1219,"749"
1220,"744"
1221,"692"
1222,"739"
1223,"701"
1224,"712"
1225,"694"
1226,"659"
1227,"659"
1228,"708"
1229,"620"
1230,"753"
1231,"671"
1232,"682"
1233,"683"
1234,"684"
1235,"675"
