Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"DIVCAS010"
Duration Time,300.238
Ambient Temperature,"107.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"20796588"
Raw Accumulated Counts,"25591176"
Valid Count Last Packet,"63991"
Raw Count Last Packet,"77910"
Live Time,243.173065
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0388
Number of Channels,2048
Vacuum,690
Channel#,Intensity
0,"8224"
1,"6422"
2,"4255"
3,"2818"
4,"1219"
5,"275"
6,"49"
7,"14"
8,"13"
9,"7"
10,"4"
11,"3"
12,"3"
13,"6"
14,"2"
15,"1"
16,"0"
17,"3"
18,"0"
19,"1"
20,"1"
21,"2"
22,"1"
23,"2"
24,"2"
25,"1"
26,"0"
27,"1"
28,"4"
29,"1"
30,"3"
31,"53"
32,"426"
33,"1332"
34,"2031"
35,"2531"
36,"2563"
37,"2718"
38,"2696"
39,"2612"
40,"2630"
41,"2614"
42,"2614"
43,"2649"
44,"2549"
45,"2673"
46,"2663"
47,"2807"
48,"2738"
49,"2680"
50,"2629"
51,"2605"
52,"2458"
53,"2528"
54,"2610"
55,"2539"
56,"2529"
57,"2553"
58,"2423"
59,"2468"
60,"2500"
61,"2493"
62,"2375"
63,"2325"
64,"2291"
65,"2307"
66,"2238"
67,"2300"
68,"2263"
69,"2319"
70,"2295"
71,"2408"
72,"2396"
73,"2441"
74,"2442"
75,"2425"
76,"2367"
77,"2337"
78,"2286"
79,"2253"
80,"2231"
81,"2268"
82,"2459"
83,"2509"
84,"2845"
85,"3093"
86,"3417"
87,"3394"
88,"3292"
89,"2997"
90,"2756"
91,"2596"
92,"2765"
93,"2997"
94,"3406"
95,"3931"
96,"4387"
97,"4488"
98,"4408"
99,"4086"
100,"3607"
101,"2998"
102,"2822"
103,"2547"
104,"2565"
105,"2439"
106,"2569"
107,"2547"
108,"2593"
109,"2715"
110,"2944"
111,"3175"
112,"3542"
113,"3808"
114,"4279"
115,"4388"
116,"4162"
117,"4050"
118,"3607"
119,"3547"
120,"3347"
121,"3184"
122,"3365"
123,"3296"
124,"3412"
125,"3521"
126,"3909"
127,"4391"
128,"5314"
129,"6720"
130,"9038"
131,"12098"
132,"15668"
133,"18797"
134,"20781"
135,"20854"
136,"19309"
137,"16961"
138,"15550"
139,"15291"
140,"16224"
141,"17144"
142,"17492"
143,"17721"
144,"17701"
145,"17777"
146,"18763"
147,"18997"
148,"18279"
149,"16468"
150,"13794"
151,"10945"
152,"8109"
153,"6578"
154,"5619"
155,"5238"
156,"5354"
157,"5514"
158,"5739"
159,"5797"
160,"6081"
161,"6393"
162,"7049"
163,"8083"
164,"8884"
165,"9345"
166,"9279"
167,"8826"
168,"7836"
169,"6831"
170,"5840"
171,"5355"
172,"5238"
173,"5582"
174,"5854"
175,"6838"
176,"9019"
177,"13808"
178,"23958"
179,"42642"
180,"72901"
181,"114997"
182,"160729"
183,"201783"
184,"221515"
185,"213345"
186,"181424"
187,"135034"
188,"88323"
189,"52405"
190,"28712"
191,"15738"
192,"9717"
193,"8077"
194,"8957"
195,"11604"
196,"16365"
197,"22662"
198,"30202"
199,"36019"
200,"39520"
201,"38723"
202,"33755"
203,"27152"
204,"19247"
205,"13264"
206,"9029"
207,"6496"
208,"5184"
209,"4623"
210,"4238"
211,"4200"
212,"4234"
213,"4397"
214,"4266"
215,"4390"
216,"4413"
217,"4752"
218,"4710"
219,"4854"
220,"5166"
221,"5681"
222,"6284"
223,"6717"
224,"7141"
225,"7664"
226,"7697"
227,"7909"
228,"8174"
229,"8751"
230,"9475"
231,"10150"
232,"10550"
233,"10283"
234,"9719"
235,"8456"
236,"7504"
237,"6592"
238,"6223"
239,"5842"
240,"5626"
241,"5761"
242,"5819"
243,"5925"
244,"5953"
245,"6004"
246,"6195"
247,"6204"
248,"6044"
249,"6171"
250,"5985"
251,"5860"
252,"6082"
253,"5996"
254,"5873"
255,"6127"
256,"6320"
257,"6388"
258,"6460"
259,"6537"
260,"6664"
261,"6771"
262,"6919"
263,"7111"
264,"7314"
265,"7445"
266,"7516"
267,"7713"
268,"7853"
269,"7832"
270,"7746"
271,"7758"
272,"7873"
273,"7861"
274,"7725"
275,"7845"
276,"7920"
277,"7759"
278,"7739"
279,"7893"
280,"7774"
281,"7959"
282,"7999"
283,"7939"
284,"8079"
285,"8482"
286,"8450"
287,"8806"
288,"9204"
289,"10049"
290,"10832"
291,"11897"
292,"12993"
293,"13760"
294,"14463"
295,"14427"
296,"13927"
297,"13532"
298,"12918"
299,"12831"
300,"12212"
301,"12126"
302,"12545"
303,"13054"
304,"13805"
305,"14604"
306,"15825"
307,"17701"
308,"20646"
309,"27375"
310,"40325"
311,"67550"
312,"121011"
313,"213727"
314,"360843"
315,"568764"
316,"823162"
317,"1092928"
318,"1315955"
319,"1443499"
320,"1440010"
321,"1306996"
322,"1077349"
323,"810761"
324,"555388"
325,"347763"
326,"201985"
327,"109469"
328,"57782"
329,"30997"
330,"18862"
331,"13403"
332,"11422"
333,"10410"
334,"10017"
335,"10130"
336,"10266"
337,"10523"
338,"11273"
339,"11651"
340,"12879"
341,"14090"
342,"16815"
343,"20512"
344,"27574"
345,"38704"
346,"56878"
347,"81935"
348,"114229"
349,"151691"
350,"189866"
351,"217329"
352,"230848"
353,"224219"
354,"200868"
355,"165952"
356,"126846"
357,"89728"
358,"60644"
359,"38664"
360,"25085"
361,"17263"
362,"13477"
363,"11771"
364,"11322"
365,"11218"
366,"11432"
367,"11664"
368,"12209"
369,"12476"
370,"13126"
371,"13728"
372,"14063"
373,"13678"
374,"13104"
375,"11722"
376,"10316"
377,"8832"
378,"7470"
379,"6567"
380,"5795"
381,"5355"
382,"4912"
383,"4890"
384,"4682"
385,"4787"
386,"4586"
387,"4666"
388,"4667"
389,"4633"
390,"4669"
391,"4645"
392,"4699"
393,"4634"
394,"4978"
395,"4978"
396,"5178"
397,"5256"
398,"5467"
399,"5624"
400,"5804"
401,"5899"
402,"5998"
403,"5835"
404,"5828"
405,"5676"
406,"5621"
407,"5398"
408,"5492"
409,"5510"
410,"5423"
411,"5484"
412,"5461"
413,"5532"
414,"5340"
415,"5252"
416,"4927"
417,"4854"
418,"4596"
419,"4456"
420,"4345"
421,"4276"
422,"4337"
423,"4288"
424,"4322"
425,"4294"
426,"4542"
427,"4441"
428,"4620"
429,"4698"
430,"4639"
431,"4738"
432,"4772"
433,"4659"
434,"4639"
435,"4683"
436,"4521"
437,"4516"
438,"4406"
439,"4371"
440,"4375"
441,"4448"
442,"4380"
443,"4254"
444,"4242"
445,"4434"
446,"4275"
447,"4398"
448,"4358"
449,"4282"
450,"4488"
451,"4334"
452,"4390"
453,"4375"
454,"4342"
455,"4374"
456,"4446"
457,"4408"
458,"4456"
459,"4432"
460,"4406"
461,"4460"
462,"4328"
463,"4506"
464,"4484"
465,"4533"
466,"4443"
467,"4361"
468,"4428"
469,"4377"
470,"4354"
471,"4449"
472,"4350"
473,"4345"
474,"4318"
475,"4355"
476,"4279"
477,"4259"
478,"4361"
479,"4390"
480,"4392"
481,"4415"
482,"4131"
483,"4311"
484,"4365"
485,"4356"
486,"4318"
487,"4289"
488,"4400"
489,"4396"
490,"4390"
491,"4249"
492,"4262"
493,"4332"
494,"4408"
495,"4465"
496,"4346"
497,"4537"
498,"4750"
499,"4911"
500,"5048"
501,"5213"
502,"5486"
503,"5614"
504,"5931"
505,"5812"
506,"5760"
507,"5481"
508,"5300"
509,"4950"
510,"4663"
511,"4539"
512,"4433"
513,"4350"
514,"4391"
515,"4292"
516,"4342"
517,"4397"
518,"4507"
519,"4467"
520,"4478"
521,"4634"
522,"4383"
523,"4399"
524,"4394"
525,"4298"
526,"4229"
527,"4322"
528,"4310"
529,"4281"
530,"4334"
531,"4281"
532,"4280"
533,"4266"
534,"4275"
535,"4389"
536,"4390"
537,"4399"
538,"4327"
539,"4356"
540,"4337"
541,"4193"
542,"4102"
543,"4147"
544,"4152"
545,"4095"
546,"4096"
547,"4121"
548,"4119"
549,"4110"
550,"4042"
551,"4041"
552,"3907"
553,"4125"
554,"4046"
555,"4078"
556,"4021"
557,"4099"
558,"4090"
559,"3969"
560,"4003"
561,"3946"
562,"4016"
563,"3956"
564,"3774"
565,"3857"
566,"3894"
567,"3818"
568,"3873"
569,"3885"
570,"3937"
571,"3844"
572,"3947"
573,"3987"
574,"3888"
575,"3939"
576,"3859"
577,"3895"
578,"3807"
579,"3960"
580,"3782"
581,"3789"
582,"3831"
583,"3773"
584,"3848"
585,"3812"
586,"3842"
587,"3897"
588,"3791"
589,"3750"
590,"3798"
591,"3796"
592,"3898"
593,"3898"
594,"3796"
595,"3854"
596,"3819"
597,"3747"
598,"3804"
599,"3635"
600,"3798"
601,"3773"
602,"3741"
603,"3822"
604,"3796"
605,"3832"
606,"3651"
607,"3662"
608,"3723"
609,"3654"
610,"3759"
611,"3688"
612,"3725"
613,"3673"
614,"3644"
615,"3806"
616,"3603"
617,"3794"
618,"3778"
619,"3569"
620,"3654"
621,"3612"
622,"3716"
623,"3654"
624,"3619"
625,"3744"
626,"3806"
627,"3697"
628,"3688"
629,"3910"
630,"3968"
631,"4223"
632,"4505"
633,"5106"
634,"5356"
635,"6234"
636,"7017"
637,"7342"
638,"7982"
639,"8644"
640,"8594"
641,"8384"
642,"7906"
643,"7212"
644,"6475"
645,"5855"
646,"5249"
647,"4656"
648,"4184"
649,"4008"
650,"3714"
651,"3701"
652,"3461"
653,"3511"
654,"3520"
655,"3433"
656,"3514"
657,"3472"
658,"3378"
659,"3467"
660,"3457"
661,"3516"
662,"3536"
663,"3528"
664,"3545"
665,"3866"
666,"3825"
667,"4080"
668,"4244"
669,"4527"
670,"4750"
671,"5001"
672,"4904"
673,"4880"
674,"4609"
675,"4627"
676,"4242"
677,"4186"
678,"4013"
679,"3696"
680,"3536"
681,"3473"
682,"3349"
683,"3336"
684,"3182"
685,"3232"
686,"3135"
687,"3286"
688,"3148"
689,"3166"
690,"3251"
691,"3176"
692,"3199"
693,"3147"
694,"3253"
695,"3234"
696,"3238"
697,"3350"
698,"3424"
699,"3569"
700,"3558"
701,"3768"
702,"3907"
703,"4093"
704,"4233"
705,"4330"
706,"4523"
707,"4417"
708,"4236"
709,"4157"
710,"3994"
711,"3756"
712,"3625"
713,"3353"
714,"3391"
715,"3208"
716,"3087"
717,"2950"
718,"3015"
719,"2883"
720,"2908"
721,"2899"
722,"2915"
723,"2856"
724,"2965"
725,"2933"
726,"2929"
727,"2822"
728,"2893"
729,"2835"
730,"2829"
731,"2888"
732,"2934"
733,"2885"
734,"2771"
735,"2799"
736,"2780"
737,"2808"
738,"2855"
739,"2847"
740,"2807"
741,"2820"
742,"2899"
743,"2722"
744,"2765"
745,"2849"
746,"2760"
747,"2868"
748,"2731"
749,"2761"
750,"2701"
751,"2845"
752,"2781"
753,"2680"
754,"2779"
755,"2757"
756,"2663"
757,"2705"
758,"2683"
759,"2744"
760,"2676"
761,"2696"
762,"2661"
763,"2749"
764,"2673"
765,"2699"
766,"2675"
767,"2611"
768,"2607"
769,"2591"
770,"2592"
771,"2613"
772,"2629"
773,"2611"
774,"2560"
775,"2590"
776,"2568"
777,"2724"
778,"2551"
779,"2564"
780,"2688"
781,"2715"
782,"2691"
783,"2749"
784,"2764"
785,"2751"
786,"2827"
787,"2852"
788,"2890"
789,"2853"
790,"2830"
791,"2733"
792,"2735"
793,"2669"
794,"2621"
795,"2596"
796,"2582"
797,"2535"
798,"2559"
799,"2519"
800,"2563"
801,"2470"
802,"2461"
803,"2475"
804,"2397"
805,"2332"
806,"2292"
807,"2466"
808,"2405"
809,"2449"
810,"2435"
811,"2300"
812,"2377"
813,"2325"
814,"2361"
815,"2433"
816,"2335"
817,"2349"
818,"2315"
819,"2291"
820,"2268"
821,"2331"
822,"2435"
823,"2339"
824,"2355"
825,"2301"
826,"2254"
827,"2336"
828,"2267"
829,"2319"
830,"2316"
831,"2210"
832,"2295"
833,"2400"
834,"2283"
835,"2296"
836,"2223"
837,"2316"
838,"2192"
839,"2198"
840,"2239"
841,"2200"
842,"2184"
843,"2210"
844,"2249"
845,"2167"
846,"2213"
847,"2179"
848,"2188"
849,"2222"
850,"2174"
851,"2159"
852,"2114"
853,"2158"
854,"2162"
855,"2122"
856,"2180"
857,"2150"
858,"2243"
859,"2284"
860,"2153"
861,"2142"
862,"2052"
863,"2086"
864,"2111"
865,"2147"
866,"2140"
867,"2159"
868,"2209"
869,"2164"
870,"2127"
871,"2252"
872,"2266"
873,"2176"
874,"2231"
875,"2187"
876,"2101"
877,"2120"
878,"2147"
879,"2096"
880,"2113"
881,"2150"
882,"2176"
883,"2164"
884,"2199"
885,"2149"
886,"2248"
887,"2111"
888,"2202"
889,"2125"
890,"2157"
891,"2219"
892,"2224"
893,"2212"
894,"2176"
895,"2219"
896,"2236"
897,"2245"
898,"2217"
899,"2162"
900,"2258"
901,"2214"
902,"2291"
903,"2360"
904,"2384"
905,"2267"
906,"2345"
907,"2298"
908,"2494"
909,"2283"
910,"2413"
911,"2407"
912,"2522"
913,"2511"
914,"2483"
915,"2488"
916,"2609"
917,"2645"
918,"2651"
919,"2697"
920,"2850"
921,"2823"
922,"2954"
923,"3002"
924,"3166"
925,"3119"
926,"3469"
927,"3513"
928,"3657"
929,"3809"
930,"3971"
931,"4065"
932,"4311"
933,"4510"
934,"4796"
935,"5058"
936,"5311"
937,"5386"
938,"5743"
939,"5993"
940,"6269"
941,"6495"
942,"6647"
943,"6876"
944,"7089"
945,"7264"
946,"7306"
947,"7282"
948,"7492"
949,"7572"
950,"7471"
951,"7492"
952,"7498"
953,"7211"
954,"7219"
955,"6895"
956,"6832"
957,"6584"
958,"6312"
959,"6085"
960,"5963"
961,"5790"
962,"5533"
963,"5061"
964,"4880"
965,"4705"
966,"4368"
967,"4154"
968,"3847"
969,"3783"
970,"3448"
971,"3313"
972,"3182"
973,"3023"
974,"2787"
975,"2736"
976,"2698"
977,"2588"
978,"2464"
979,"2415"
980,"2412"
981,"2148"
982,"2202"
983,"2105"
984,"2092"
985,"1942"
986,"1962"
987,"2006"
988,"1932"
989,"1862"
990,"1942"
991,"1964"
992,"1923"
993,"2059"
994,"2072"
995,"2239"
996,"2465"
997,"2693"
998,"2981"
999,"3240"
1000,"3469"
1001,"3902"
1002,"3988"
1003,"4383"
1004,"4587"
1005,"4811"
1006,"4986"
1007,"5161"
1008,"5029"
1009,"4986"
1010,"4751"
1011,"4576"
1012,"4269"
1013,"3777"
1014,"3396"
1015,"3100"
1016,"2765"
1017,"2386"
1018,"2091"
1019,"1865"
1020,"1672"
1021,"1657"
1022,"1507"
1023,"1485"
1024,"1495"
1025,"1457"
1026,"1431"
1027,"1367"
1028,"1456"
1029,"1399"
1030,"1431"
1031,"1431"
1032,"1432"
1033,"1434"
1034,"1475"
1035,"1551"
1036,"1432"
1037,"1506"
1038,"1546"
1039,"1604"
1040,"1606"
1041,"1705"
1042,"1723"
1043,"1794"
1044,"1809"
1045,"1867"
1046,"2040"
1047,"2049"
1048,"2192"
1049,"2221"
1050,"2318"
1051,"2441"
1052,"2446"
1053,"2625"
1054,"2627"
1055,"2639"
1056,"2613"
1057,"2641"
1058,"2714"
1059,"2653"
1060,"2534"
1061,"2544"
1062,"2354"
1063,"2257"
1064,"2287"
1065,"2139"
1066,"2065"
1067,"1968"
1068,"1948"
1069,"1979"
1070,"1908"
1071,"1859"
1072,"1788"
1073,"1762"
1074,"1786"
1075,"1695"
1076,"1686"
1077,"1644"
1078,"1647"
1079,"1547"
1080,"1539"
1081,"1549"
1082,"1435"
1083,"1415"
1084,"1401"
1085,"1384"
1086,"1396"
1087,"1329"
1088,"1317"
1089,"1342"
1090,"1234"
1091,"1272"
1092,"1230"
1093,"1192"
1094,"1144"
1095,"1248"
1096,"1159"
1097,"1161"
1098,"1158"
1099,"1153"
1100,"1240"
1101,"1104"
1102,"1101"
1103,"1083"
1104,"1119"
1105,"1039"
1106,"1070"
1107,"1075"
1108,"1034"
1109,"973"
1110,"1016"
1111,"1045"
1112,"959"
1113,"998"
1114,"971"
1115,"1038"
1116,"928"
1117,"982"
1118,"919"
1119,"966"
1120,"956"
1121,"963"
1122,"952"
1123,"983"
1124,"1032"
1125,"1054"
1126,"1106"
1127,"1179"
1128,"1129"
1129,"1162"
1130,"1207"
1131,"1316"
1132,"1288"
1133,"1398"
1134,"1416"
1135,"1377"
1136,"1282"
1137,"1353"
1138,"1280"
1139,"1174"
1140,"1177"
1141,"1054"
1142,"1051"
1143,"990"
1144,"966"
1145,"927"
1146,"847"
1147,"828"
1148,"851"
1149,"839"
1150,"863"
1151,"855"
1152,"852"
1153,"847"
1154,"867"
1155,"848"
1156,"837"
1157,"882"
1158,"792"
1159,"849"
1160,"846"
1161,"837"
1162,"843"
1163,"811"
1164,"816"
1165,"811"
1166,"839"
1167,"790"
1168,"804"
1169,"731"
1170,"764"
1171,"731"
1172,"743"
1173,"763"
1174,"769"
1175,"746"
1176,"708"
1177,"753"
1178,"787"
1179,"700"
1180,"755"
1181,"756"
1182,"776"
1183,"801"
1184,"809"
1185,"876"
1186,"764"
1187,"812"
1188,"863"
1189,"821"
1190,"818"
1191,"823"
1192,"796"
1193,"785"
1194,"770"
1195,"752"
1196,"737"
1197,"811"
1198,"706"
1199,"690"
1200,"738"
1201,"669"
1202,"692"
1203,"679"
1204,"644"
1205,"702"
1206,"655"
1207,"687"
1208,"623"
1209,"677"
1210,"682"
1211,"706"
1212,"674"
1213,"676"
1214,"610"
1215,"685"
1216,"657"
1217,"673"
1218,"656"
1219,"659"
1220,"628"
1221,"659"
1222,"625"
1223,"627"
1224,"657"
1225,"629"
1226,"679"
1227,"580"
1228,"600"
1229,"612"
1230,"595"
1231,"621"
1232,"630"
1233,"611"
1234,"619"
1235,"630"
1236,"588"
1237,"621"
1238,"630"
1239,"602"
1240,"616"
1241,"611"
1242,"574"
1243,"598"
1244,"609"
1245,"617"
1246,"607"
1247,"637"
1248,"606"
1249,"612"
1250,"623"
1251,"571"
1252,"551"
1253,"631"
1254,"597"
1255,"583"
1256,"616"
1257,"627"
1258,"554"
1259,"573"
1260,"591"
1261,"648"
1262,"626"
1263,"594"
1264,"630"
1265,"606"
1266,"570"
1267,"611"
1268,"586"
1269,"584"
1270,"591"
1271,"567"
1272,"522"
1273,"574"
1274,"552"
1275,"559"
1276,"578"
1277,"533"
1278,"555"
1279,"506"
1280,"561"
1281,"560"
1282,"570"
1283,"520"
1284,"504"
1285,"531"
1286,"545"
1287,"510"
1288,"533"
1289,"504"
1290,"494"
1291,"527"
1292,"507"
1293,"536"
1294,"526"
1295,"529"
1296,"499"
1297,"503"
1298,"470"
1299,"536"
1300,"495"
1301,"501"
1302,"489"
1303,"489"
1304,"477"
1305,"486"
1306,"488"
1307,"492"
1308,"475"
1309,"476"
1310,"510"
1311,"470"
1312,"508"
1313,"446"
1314,"494"
1315,"443"
1316,"465"
1317,"451"
1318,"458"
1319,"447"
1320,"479"
1321,"493"
1322,"449"
1323,"465"
1324,"469"
1325,"473"
1326,"455"
1327,"452"
1328,"464"
1329,"488"
1330,"434"
1331,"439"
1332,"451"
1333,"461"
1334,"431"
1335,"469"
1336,"401"
1337,"456"
1338,"430"
1339,"427"
1340,"458"
1341,"451"
1342,"414"
1343,"428"
1344,"390"
1345,"435"
1346,"423"
1347,"387"
1348,"396"
1349,"402"
1350,"411"
1351,"382"
1352,"370"
1353,"402"
1354,"394"
1355,"424"
1356,"447"
1357,"423"
1358,"414"
1359,"385"
1360,"375"
1361,"394"
1362,"411"
1363,"420"
1364,"360"
1365,"385"
1366,"373"
1367,"371"
1368,"410"
1369,"392"
1370,"381"
1371,"371"
1372,"392"
1373,"358"
1374,"396"
1375,"402"
1376,"335"
1377,"387"
1378,"385"
1379,"392"
1380,"398"
1381,"348"
1382,"369"
1383,"348"
1384,"351"
1385,"385"
1386,"346"
1387,"360"
1388,"380"
1389,"339"
1390,"339"
1391,"349"
1392,"350"
1393,"367"
1394,"354"
1395,"379"
1396,"345"
1397,"338"
1398,"323"
1399,"303"
1400,"308"
1401,"331"
1402,"349"
1403,"393"
1404,"306"
1405,"263"
1406,"348"
1407,"343"
1408,"376"
1409,"359"
1410,"350"
1411,"335"
1412,"329"
1413,"321"
1414,"296"
1415,"336"
1416,"330"
1417,"290"
1418,"314"
1419,"319"
1420,"343"
1421,"321"
1422,"325"
1423,"310"
1424,"305"
1425,"317"
1426,"310"
1427,"318"
1428,"306"
1429,"308"
1430,"307"
1431,"314"
1432,"275"
1433,"309"
1434,"313"
1435,"284"
1436,"290"
1437,"278"
1438,"264"
1439,"322"
1440,"284"
1441,"306"
1442,"300"
1443,"309"
1444,"283"
1445,"313"
1446,"293"
1447,"259"
1448,"267"
1449,"315"
1450,"279"
1451,"277"
1452,"291"
1453,"300"
1454,"263"
1455,"271"
1456,"299"
1457,"262"
1458,"291"
1459,"244"
1460,"263"
1461,"250"
1462,"283"
1463,"255"
1464,"264"
1465,"239"
1466,"225"
1467,"240"
1468,"263"
1469,"261"
1470,"239"
1471,"244"
1472,"253"
1473,"246"
1474,"247"
1475,"250"
1476,"243"
1477,"244"
1478,"263"
1479,"283"
1480,"240"
1481,"249"
1482,"258"
1483,"246"
1484,"255"
1485,"228"
1486,"231"
1487,"236"
1488,"228"
1489,"239"
1490,"250"
1491,"209"
1492,"246"
1493,"243"
1494,"229"
1495,"205"
1496,"220"
