Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MA1202280"
Duration Time,300.919
Ambient Temperature,"101.0"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"14875189"
Raw Accumulated Counts,"17099897"
Valid Count Last Packet,"45491"
Raw Count Last Packet,"52243"
Live Time,261.406860
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.085
Number of Channels,2048
Vacuum,684
Channel#,Intensity
0,"8872"
1,"6934"
2,"4675"
3,"3071"
4,"1491"
5,"338"
6,"52"
7,"15"
8,"8"
9,"4"
10,"1"
11,"4"
12,"5"
13,"3"
14,"6"
15,"4"
16,"0"
17,"2"
18,"1"
19,"0"
20,"5"
21,"1"
22,"2"
23,"2"
24,"2"
25,"2"
26,"1"
27,"1"
28,"1"
29,"1"
30,"6"
31,"73"
32,"557"
33,"1526"
34,"2423"
35,"2947"
36,"3101"
37,"3213"
38,"3141"
39,"3161"
40,"3200"
41,"3381"
42,"3255"
43,"3325"
44,"3367"
45,"3403"
46,"3382"
47,"3411"
48,"3241"
49,"3267"
50,"3172"
51,"3186"
52,"3211"
53,"3180"
54,"3243"
55,"3162"
56,"3142"
57,"3107"
58,"3063"
59,"3143"
60,"3044"
61,"3072"
62,"3000"
63,"3008"
64,"2803"
65,"2807"
66,"2872"
67,"2693"
68,"2803"
69,"2800"
70,"2818"
71,"2835"
72,"2801"
73,"2944"
74,"2948"
75,"2879"
76,"2783"
77,"2783"
78,"2783"
79,"2632"
80,"2701"
81,"2592"
82,"2702"
83,"2764"
84,"3053"
85,"3148"
86,"3304"
87,"3319"
88,"3354"
89,"3330"
90,"3351"
91,"3454"
92,"4104"
93,"4931"
94,"6555"
95,"8220"
96,"9639"
97,"10360"
98,"9720"
99,"8215"
100,"6411"
101,"4929"
102,"3992"
103,"3474"
104,"3282"
105,"3305"
106,"3298"
107,"3439"
108,"3536"
109,"3659"
110,"3970"
111,"4616"
112,"5005"
113,"5368"
114,"5563"
115,"5495"
116,"5343"
117,"5017"
118,"4653"
119,"4346"
120,"4217"
121,"4261"
122,"4276"
123,"4373"
124,"4601"
125,"5369"
126,"6603"
127,"8469"
128,"11425"
129,"15148"
130,"19318"
131,"22871"
132,"25606"
133,"27430"
134,"27357"
135,"25853"
136,"22783"
137,"19919"
138,"18432"
139,"18191"
140,"19295"
141,"20214"
142,"20682"
143,"20187"
144,"20095"
145,"20531"
146,"20863"
147,"21596"
148,"20804"
149,"18647"
150,"15380"
151,"12509"
152,"9872"
153,"8191"
154,"7335"
155,"7079"
156,"7244"
157,"7347"
158,"7563"
159,"7504"
160,"7548"
161,"7330"
162,"7210"
163,"7257"
164,"7255"
165,"7726"
166,"7891"
167,"7906"
168,"8071"
169,"8101"
170,"8376"
171,"8724"
172,"9320"
173,"10123"
174,"11750"
175,"14532"
176,"21434"
177,"37008"
178,"69501"
179,"130352"
180,"232615"
181,"369151"
182,"525543"
183,"655729"
184,"717425"
185,"687137"
186,"579575"
187,"427865"
188,"277940"
189,"161076"
190,"83517"
191,"41879"
192,"23193"
193,"17644"
194,"20233"
195,"29180"
196,"44593"
197,"65856"
198,"89256"
199,"109135"
200,"119940"
201,"116493"
202,"100720"
203,"77131"
204,"52837"
205,"32937"
206,"18855"
207,"10548"
208,"6372"
209,"4414"
210,"3620"
211,"3491"
212,"3404"
213,"3302"
214,"3382"
215,"3457"
216,"3401"
217,"3534"
218,"3420"
219,"3750"
220,"3793"
221,"4008"
222,"4174"
223,"4294"
224,"4426"
225,"4448"
226,"4470"
227,"4274"
228,"4153"
229,"3980"
230,"3925"
231,"3877"
232,"3828"
233,"3805"
234,"3853"
235,"3843"
236,"3845"
237,"3916"
238,"4044"
239,"3897"
240,"4142"
241,"4088"
242,"3998"
243,"4237"
244,"4205"
245,"4262"
246,"4256"
247,"4290"
248,"4354"
249,"4495"
250,"4202"
251,"4381"
252,"4322"
253,"4245"
254,"4371"
255,"4291"
256,"4480"
257,"4394"
258,"4475"
259,"4470"
260,"4470"
261,"4461"
262,"4511"
263,"4643"
264,"4794"
265,"4620"
266,"4860"
267,"4837"
268,"4993"
269,"5060"
270,"5163"
271,"5223"
272,"5200"
273,"5099"
274,"5031"
275,"5096"
276,"5069"
277,"5127"
278,"5401"
279,"5333"
280,"5362"
281,"5386"
282,"5457"
283,"5477"
284,"5532"
285,"5703"
286,"5579"
287,"5670"
288,"5679"
289,"5898"
290,"6018"
291,"5950"
292,"6183"
293,"6220"
294,"6184"
295,"6287"
296,"6323"
297,"6298"
298,"6150"
299,"6247"
300,"6081"
301,"6094"
302,"6105"
303,"6204"
304,"6236"
305,"6266"
306,"6292"
307,"6644"
308,"6543"
309,"6771"
310,"7059"
311,"7302"
312,"7794"
313,"8067"
314,"8699"
315,"9303"
316,"10265"
317,"11022"
318,"11485"
319,"12173"
320,"11826"
321,"11288"
322,"10308"
323,"9285"
324,"8496"
325,"7749"
326,"7255"
327,"7056"
328,"6775"
329,"6791"
330,"6759"
331,"6833"
332,"6909"
333,"6844"
334,"6978"
335,"7091"
336,"7213"
337,"7166"
338,"7265"
339,"7411"
340,"7587"
341,"7625"
342,"7726"
343,"7800"
344,"8020"
345,"8134"
346,"8383"
347,"8258"
348,"8451"
349,"8420"
350,"8572"
351,"8547"
352,"8775"
353,"8730"
354,"8913"
355,"9170"
356,"9489"
357,"9762"
358,"10618"
359,"11103"
360,"12055"
361,"13215"
362,"13990"
363,"14969"
364,"15711"
365,"16237"
366,"17134"
367,"18192"
368,"19279"
369,"20580"
370,"21365"
371,"22037"
372,"22183"
373,"21996"
374,"20520"
375,"18522"
376,"16005"
377,"13419"
378,"11448"
379,"9629"
380,"8415"
381,"7663"
382,"7500"
383,"7258"
384,"7437"
385,"7119"
386,"7389"
387,"7302"
388,"7220"
389,"7274"
390,"7153"
391,"7316"
392,"7030"
393,"7260"
394,"7415"
395,"7389"
396,"7793"
397,"7914"
398,"8238"
399,"8341"
400,"8567"
401,"8786"
402,"8793"
403,"8865"
404,"8653"
405,"8643"
406,"8420"
407,"8438"
408,"8473"
409,"8431"
410,"8491"
411,"8742"
412,"8561"
413,"8594"
414,"8370"
415,"8049"
416,"7698"
417,"7549"
418,"7280"
419,"7119"
420,"7037"
421,"6807"
422,"6959"
423,"6932"
424,"6958"
425,"6960"
426,"6978"
427,"7115"
428,"7185"
429,"7112"
430,"7157"
431,"7112"
432,"7279"
433,"7343"
434,"7525"
435,"7249"
436,"7218"
437,"7290"
438,"7051"
439,"7125"
440,"7271"
441,"7379"
442,"7337"
443,"7323"
444,"7406"
445,"7314"
446,"7322"
447,"7460"
448,"7420"
449,"7328"
450,"7415"
451,"7471"
452,"7372"
453,"7447"
454,"7429"
455,"7702"
456,"7571"
457,"7480"
458,"7353"
459,"7469"
460,"7532"
461,"7649"
462,"7414"
463,"7539"
464,"7544"
465,"7478"
466,"7511"
467,"7631"
468,"7573"
469,"7425"
470,"7575"
471,"7625"
472,"7663"
473,"7765"
474,"7836"
475,"7708"
476,"7709"
477,"7791"
478,"7673"
479,"7612"
480,"7801"
481,"7748"
482,"7797"
483,"7403"
484,"7876"
485,"7630"
486,"7710"
487,"7630"
488,"7744"
489,"7874"
490,"7853"
491,"7736"
492,"7807"
493,"7710"
494,"7939"
495,"7809"
496,"7732"
497,"7625"
498,"7733"
499,"7792"
