Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MA0916116"
Duration Time,300.162
Ambient Temperature,"110.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"9356471"
Raw Accumulated Counts,"10146283"
Valid Count Last Packet,"29275"
Raw Count Last Packet,"31769"
Live Time,276.871063
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0852
Number of Channels,2048
Vacuum,689
Channel#,Intensity
0,"9425"
1,"7711"
2,"4613"
3,"2716"
4,"1236"
5,"298"
6,"38"
7,"6"
8,"5"
9,"1"
10,"4"
11,"1"
12,"3"
13,"2"
14,"3"
15,"2"
16,"3"
17,"1"
18,"0"
19,"2"
20,"1"
21,"0"
22,"0"
23,"4"
24,"1"
25,"0"
26,"1"
27,"0"
28,"1"
29,"1"
30,"1"
31,"18"
32,"206"
33,"739"
34,"1270"
35,"1506"
36,"1642"
37,"1742"
38,"1758"
39,"1749"
40,"1766"
41,"1718"
42,"1872"
43,"1861"
44,"1863"
45,"1897"
46,"1968"
47,"1932"
48,"2000"
49,"1929"
50,"1917"
51,"1878"
52,"1873"
53,"1856"
54,"1833"
55,"1922"
56,"1918"
57,"1815"
58,"1831"
59,"1850"
60,"1924"
61,"1911"
62,"1883"
63,"1785"
64,"1755"
65,"1680"
66,"1665"
67,"1604"
68,"1665"
69,"1602"
70,"1664"
71,"1767"
72,"1791"
73,"1872"
74,"1925"
75,"1802"
76,"1805"
77,"1782"
78,"1742"
79,"1652"
80,"1676"
81,"1712"
82,"1732"
83,"1866"
84,"1951"
85,"2330"
86,"2423"
87,"2485"
88,"2398"
89,"2428"
90,"2314"
91,"2282"
92,"2748"
93,"3532"
94,"4673"
95,"5926"
96,"7226"
97,"7881"
98,"7463"
99,"6434"
100,"4731"
101,"3613"
102,"2891"
103,"2580"
104,"2271"
105,"2267"
106,"2321"
107,"2290"
108,"2491"
109,"2593"
110,"2845"
111,"3108"
112,"3704"
113,"4190"
114,"4424"
115,"4519"
116,"4282"
117,"4067"
118,"3715"
119,"3437"
120,"3214"
121,"3151"
122,"3166"
123,"3306"
124,"3417"
125,"3807"
126,"4393"
127,"5361"
128,"6960"
129,"9515"
130,"12570"
131,"16253"
132,"19832"
133,"23137"
134,"24753"
135,"24244"
136,"22396"
137,"19406"
138,"17490"
139,"17133"
140,"17855"
141,"19275"
142,"19849"
143,"19474"
144,"19481"
145,"19882"
146,"20962"
147,"21892"
148,"20979"
149,"18773"
150,"15647"
151,"12063"
152,"9186"
153,"7296"
154,"6441"
155,"5912"
156,"6004"
157,"6318"
158,"6525"
159,"6648"
160,"6839"
161,"6923"
162,"7315"
163,"7716"
164,"8447"
165,"9187"
166,"9090"
167,"8732"
168,"8244"
169,"7887"
170,"7342"
171,"7201"
172,"7619"
173,"8073"
174,"9189"
175,"11386"
176,"15993"
177,"26353"
178,"49848"
179,"95231"
180,"169351"
181,"274780"
182,"395677"
183,"500286"
184,"557029"
185,"541628"
186,"460023"
187,"343124"
188,"223513"
189,"129820"
190,"67931"
191,"33563"
192,"18056"
193,"13096"
194,"14607"
195,"20939"
196,"32176"
197,"47606"
198,"65948"
199,"81900"
200,"90635"
201,"89069"
202,"77899"
203,"60345"
204,"41956"
205,"25885"
206,"14966"
207,"8823"
208,"5230"
209,"3747"
210,"3126"
211,"2929"
212,"2868"
213,"2881"
214,"2952"
215,"3019"
216,"2967"
217,"3029"
218,"3204"
219,"3291"
220,"3418"
221,"3695"
222,"3980"
223,"4326"
224,"4495"
225,"4630"
226,"4495"
227,"4366"
228,"4092"
229,"3803"
230,"3661"
231,"3539"
232,"3308"
233,"3448"
234,"3367"
235,"3306"
236,"3462"
237,"3430"
238,"3588"
239,"3568"
240,"3603"
241,"3613"
242,"3798"
243,"3745"
244,"3859"
245,"3826"
246,"3828"
247,"3841"
248,"3824"
249,"3967"
250,"3802"
251,"3862"
252,"3741"
253,"3789"
254,"3788"
255,"3807"
256,"3792"
257,"3864"
258,"3963"
259,"3896"
260,"4065"
261,"4019"
262,"4042"
263,"4043"
264,"4124"
265,"4234"
266,"4203"
267,"4274"
268,"4297"
269,"4361"
270,"4374"
271,"4480"
272,"4573"
273,"4633"
274,"4481"
275,"4600"
276,"4528"
277,"4659"
278,"4626"
279,"4720"
280,"4728"
281,"4691"
282,"4725"
283,"4726"
284,"4806"
285,"4790"
286,"4896"
287,"4876"
288,"5004"
289,"5104"
290,"5039"
291,"5106"
292,"5215"
293,"5360"
294,"5422"
295,"5447"
296,"5382"
297,"5553"
298,"5474"
299,"5375"
300,"5225"
301,"5450"
302,"5467"
303,"5592"
304,"5497"
305,"5494"
306,"5584"
307,"5675"
308,"5823"
309,"5890"
310,"6335"
311,"6328"
312,"6547"
313,"6903"
314,"7450"
315,"7958"
316,"8635"
317,"9315"
318,"9878"
319,"9963"
320,"10224"
321,"9682"
322,"8926"
323,"7927"
324,"7215"
325,"6639"
