Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LA8"
Duration Time,300.474
Ambient Temperature,"108.9"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"39945018"
Raw Accumulated Counts,"76043874"
Valid Count Last Packet,"115516"
Raw Count Last Packet,"220287"
Live Time,155.840027
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0419
Number of Channels,2048
Vacuum,687
Channel#,Intensity
0,"4760"
1,"3864"
2,"2992"
3,"1908"
4,"811"
5,"180"
6,"49"
7,"33"
8,"17"
9,"15"
10,"13"
11,"3"
12,"10"
13,"9"
14,"3"
15,"0"
16,"4"
17,"4"
18,"7"
19,"1"
20,"4"
21,"2"
22,"11"
23,"6"
24,"3"
25,"3"
26,"2"
27,"5"
28,"2"
29,"17"
30,"99"
31,"436"
32,"1482"
33,"2815"
34,"3905"
35,"4426"
36,"4477"
37,"4395"
38,"4251"
39,"4262"
40,"4192"
41,"4179"
42,"4170"
43,"4132"
44,"3974"
45,"4040"
46,"3961"
47,"4106"
48,"4064"
49,"3784"
50,"3844"
51,"3839"
52,"3910"
53,"3680"
54,"3804"
55,"3660"
56,"3666"
57,"3660"
58,"3604"
59,"3511"
60,"3483"
61,"3521"
62,"3414"
63,"3465"
64,"3417"
65,"3285"
66,"3367"
67,"3323"
68,"3363"
69,"3286"
70,"3381"
71,"3375"
72,"3500"
73,"3599"
74,"3598"
75,"3511"
76,"3365"
77,"3387"
78,"3157"
79,"3149"
80,"3210"
81,"3189"
82,"3289"
83,"3379"
84,"3406"
85,"3606"
86,"3567"
87,"3556"
88,"3453"
89,"3422"
90,"3316"
91,"3284"
92,"3321"
93,"3395"
94,"3348"
95,"3251"
96,"3337"
97,"3281"
98,"3382"
99,"3311"
100,"3400"
101,"3366"
102,"3431"
103,"3299"
104,"3342"
105,"3427"
106,"3498"
107,"3496"
108,"3468"
109,"3553"
110,"3699"
111,"4018"
112,"4312"
113,"4795"
114,"5093"
115,"5199"
116,"5079"
117,"4883"
118,"4722"
119,"4476"
120,"4403"
121,"4260"
122,"4432"
123,"4358"
124,"4524"
125,"4547"
126,"4811"
127,"5191"
128,"6082"
129,"6975"
130,"8979"
131,"11669"
132,"14695"
133,"17234"
134,"18886"
135,"19031"
136,"17706"
137,"16254"
138,"15596"
139,"15964"
140,"17088"
141,"17962"
142,"18040"
143,"17435"
144,"16602"
145,"16019"
146,"15586"
147,"15516"
148,"14727"
149,"12868"
150,"11297"
151,"9345"
152,"7528"
153,"6408"
154,"5891"
155,"5420"
156,"5146"
157,"5360"
158,"5301"
159,"5083"
160,"5249"
161,"5077"
162,"4950"
163,"4850"
164,"5017"
165,"4980"
166,"5120"
167,"4888"
168,"5022"
169,"4877"
170,"4631"
171,"4632"
172,"4583"
173,"4543"
174,"4686"
175,"4647"
176,"4678"
177,"4797"
178,"5004"
179,"5564"
180,"6168"
181,"7204"
182,"8166"
183,"8857"
184,"9391"
185,"8713"
186,"8260"
187,"7340"
188,"6211"
189,"5680"
190,"5207"
191,"5136"
192,"5050"
193,"5022"
194,"5012"
195,"5153"
196,"5211"
197,"5549"
198,"5695"
199,"5910"
200,"5914"
