Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WNW0101331"
Duration Time,300.899
Ambient Temperature,"103.9"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"15074554"
Raw Accumulated Counts,"17384800"
Valid Count Last Packet,"46251"
Raw Count Last Packet,"54049"
Live Time,260.299103
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0424
Number of Channels,2048
Vacuum,687
Channel#,Intensity
0,"8715"
1,"6883"
2,"4674"
3,"3207"
4,"1609"
5,"357"
6,"49"
7,"16"
8,"8"
9,"8"
10,"8"
11,"5"
12,"1"
13,"1"
14,"2"
15,"5"
16,"3"
17,"1"
18,"2"
19,"2"
20,"3"
21,"1"
22,"1"
23,"1"
24,"0"
25,"2"
26,"1"
27,"1"
28,"3"
29,"2"
30,"6"
31,"86"
32,"540"
33,"1515"
34,"2500"
35,"2982"
36,"3218"
37,"3174"
38,"3382"
39,"3220"
40,"3362"
41,"3345"
42,"3202"
43,"3391"
44,"3317"
45,"3376"
46,"3468"
47,"3570"
48,"3650"
49,"3521"
50,"3361"
51,"3518"
52,"3439"
53,"3497"
54,"3586"
55,"3506"
56,"3529"
57,"3492"
58,"3551"
59,"3393"
60,"3493"
61,"3422"
62,"3433"
63,"3337"
64,"3332"
65,"3260"
66,"3277"
67,"3176"
68,"3321"
69,"3180"
70,"3185"
71,"3301"
72,"3373"
73,"3432"
74,"3473"
75,"3463"
76,"3398"
77,"3340"
78,"3251"
79,"3401"
80,"3238"
81,"3293"
82,"3636"
83,"4204"
84,"5191"
85,"6032"
86,"6773"
87,"6867"
88,"6638"
89,"5917"
90,"5319"
91,"5227"
92,"5702"
93,"6632"
94,"8793"
95,"11845"
96,"16307"
97,"22198"
98,"28217"
99,"32834"
100,"35203"
101,"32659"
102,"26890"
103,"19615"
104,"13665"
105,"9255"
106,"7078"
107,"5975"
108,"5373"
109,"5068"
110,"5183"
111,"5580"
112,"6698"
113,"7685"
114,"8662"
115,"8865"
116,"8386"
117,"7582"
118,"6204"
119,"5554"
120,"4778"
121,"4625"
122,"4452"
123,"4542"
124,"4672"
125,"4668"
126,"4940"
127,"5624"
128,"6512"
129,"8126"
130,"10689"
131,"14155"
132,"17897"
133,"22193"
134,"24079"
135,"24133"
136,"22455"
137,"19645"
138,"16859"
139,"15827"
140,"16341"
141,"16743"
142,"17024"
143,"17255"
144,"17599"
145,"18402"
146,"19375"
147,"20341"
148,"19951"
149,"17983"
150,"15357"
151,"12038"
152,"9610"
153,"7964"
154,"7032"
155,"6865"
156,"7008"
157,"7228"
158,"7716"
159,"7981"
160,"8681"
161,"9824"
162,"11609"
163,"13801"
164,"16055"
165,"17526"
166,"17545"
167,"16278"
168,"14214"
169,"12061"
170,"10375"
171,"9591"
172,"9605"
173,"10029"
174,"11462"
175,"14343"
176,"20693"
177,"34339"
178,"64380"
179,"121509"
180,"216943"
181,"349850"
182,"505100"
183,"641797"
184,"716370"
185,"702038"
186,"602422"
187,"455050"
188,"300333"
189,"176437"
190,"93282"
191,"46691"
192,"24250"
193,"16974"
194,"18323"
195,"25924"
196,"39479"
197,"58651"
198,"81146"
199,"101832"
200,"113617"
201,"112277"
202,"98326"
203,"76755"
204,"53608"
205,"33905"
206,"19451"
207,"10848"
208,"6225"
209,"4233"
210,"3297"
211,"2905"
212,"2747"
213,"2797"
214,"2817"
215,"2695"
216,"2771"
217,"2860"
218,"2834"
219,"2966"
220,"3168"
221,"3393"
222,"3530"
223,"3846"
224,"4045"
225,"4118"
226,"4177"
227,"3869"
228,"3619"
229,"3512"
230,"3371"
231,"3241"
232,"3069"
233,"3099"
234,"3149"
235,"3209"
236,"3107"
237,"3250"
238,"3230"
239,"3316"
240,"3309"
241,"3393"
242,"3451"
243,"3515"
244,"3497"
245,"3528"
246,"3661"
247,"3686"
248,"3682"
249,"3628"
250,"3542"
251,"3486"
252,"3471"
253,"3424"
254,"3442"
255,"3482"
256,"3549"
257,"3519"
258,"3588"
259,"3594"
260,"3495"
261,"3622"
262,"3746"
263,"3691"
264,"3871"
265,"4018"
266,"4133"
267,"4245"
268,"4288"
269,"4497"
270,"4655"
271,"4503"
272,"4431"
273,"4473"
274,"4361"
275,"4277"
276,"4305"
277,"4391"
278,"4470"
279,"4399"
280,"4464"
281,"4518"
282,"4675"
283,"4646"
284,"4625"
285,"4781"
286,"4868"
287,"4885"
288,"4968"
289,"5039"
290,"5169"
291,"5284"
292,"5326"
293,"5462"
294,"5663"
295,"5668"
296,"5532"
297,"5646"
298,"5545"
299,"5430"
300,"5353"
301,"5363"
302,"5210"
303,"5262"
304,"5348"
305,"5453"
306,"5493"
307,"5540"
308,"5615"
309,"5806"
310,"6031"
311,"6754"
312,"7498"
313,"9091"
314,"11310"
315,"14490"
316,"18549"
317,"23024"
