Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PK-55400"
Duration Time,300.362
Ambient Temperature,"110.4"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"16332143"
Raw Accumulated Counts,"19040940"
Valid Count Last Packet,"50781"
Raw Count Last Packet,"58927"
Live Time,256.972046
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0716
Number of Channels,2048
Vacuum,690
Channel#,Intensity
0,"8630"
1,"6897"
2,"4399"
3,"3049"
4,"1535"
5,"374"
6,"55"
7,"14"
8,"19"
9,"8"
10,"5"
11,"6"
12,"1"
13,"3"
14,"2"
15,"1"
16,"1"
17,"1"
18,"0"
19,"1"
20,"1"
21,"1"
22,"2"
23,"0"
24,"1"
25,"1"
26,"1"
27,"1"
28,"0"
29,"2"
30,"9"
31,"35"
32,"329"
33,"1115"
34,"1970"
35,"2505"
36,"2679"
37,"2764"
38,"2871"
39,"2740"
40,"2791"
41,"2847"
42,"2697"
43,"2950"
44,"2981"
45,"3053"
46,"3063"
47,"2978"
48,"2875"
49,"2995"
50,"2963"
51,"2890"
52,"2892"
53,"2985"
54,"2911"
55,"3040"
56,"3004"
57,"3031"
58,"2909"
59,"2891"
60,"2919"
61,"2808"
62,"2920"
63,"2923"
64,"2914"
65,"2811"
66,"2681"
67,"2694"
68,"2790"
69,"2688"
70,"2705"
71,"2814"
72,"2875"
73,"2956"
74,"2982"
75,"2906"
76,"2841"
77,"2740"
78,"2662"
79,"2644"
80,"2495"
81,"2538"
82,"2712"
83,"2696"
84,"2786"
85,"2852"
86,"3054"
87,"3053"
88,"3236"
89,"3271"
90,"3548"
91,"3985"
92,"4833"
93,"6199"
94,"8690"
95,"11454"
96,"14415"
97,"16017"
98,"15303"
99,"13078"
100,"9900"
101,"7305"
102,"5428"
103,"4317"
104,"3868"
105,"3745"
106,"3864"
107,"3845"
108,"4099"
109,"4309"
110,"4628"
111,"5248"
112,"5747"
113,"6339"
114,"6561"
115,"6419"
116,"6167"
117,"5729"
118,"5355"
119,"4837"
120,"4714"
121,"4723"
122,"4711"
123,"4752"
124,"4882"
125,"5273"
126,"5700"
127,"6487"
128,"7882"
129,"9820"
130,"12394"
131,"15623"
132,"18981"
133,"22110"
134,"23969"
135,"24400"
136,"22858"
137,"20410"
138,"18742"
139,"18090"
140,"18778"
141,"19836"
142,"20360"
143,"20689"
144,"20575"
145,"21211"
146,"21690"
147,"22536"
148,"22735"
149,"21061"
150,"18320"
151,"15297"
152,"12399"
153,"10507"
154,"9299"
155,"8798"
156,"8905"
157,"9213"
158,"9380"
159,"9505"
160,"9694"
161,"9502"
162,"9732"
163,"9545"
164,"9704"
165,"9429"
166,"9964"
167,"10261"
168,"10503"
169,"11022"
170,"11372"
171,"12119"
172,"12790"
173,"14060"
174,"15917"
175,"19841"
176,"27314"
177,"44322"
178,"82678"
179,"160838"
180,"298392"
181,"504480"
182,"762570"
183,"1021057"
184,"1194859"
185,"1229830"
186,"1108010"
187,"875724"
188,"605981"
189,"371541"
190,"201794"
191,"101199"
192,"49744"
193,"29522"
194,"27301"
195,"36350"
196,"56428"
197,"86430"
198,"124396"
199,"161748"
200,"189670"
201,"197905"
202,"181666"
203,"148448"
204,"107624"
205,"69385"
206,"40375"
207,"21588"
208,"11451"
209,"6314"
210,"4195"
211,"3341"
212,"3157"
213,"3104"
214,"3042"
215,"3005"
216,"3055"
217,"3219"
218,"3132"
219,"3129"
220,"3324"
221,"3320"
222,"3637"
223,"3666"
224,"3790"
225,"3853"
226,"3927"
227,"3788"
228,"3653"
229,"3532"
230,"3428"
231,"3400"
232,"3451"
233,"3326"
234,"3409"
235,"3390"
236,"3373"
237,"3447"
238,"3378"
239,"3455"
240,"3524"
241,"3604"
242,"3485"
243,"3612"
244,"3665"
245,"3699"
246,"3636"
247,"3695"
248,"3755"
249,"3677"
250,"3633"
251,"3675"
252,"3618"
253,"3625"
254,"3694"
255,"3728"
256,"3715"
257,"3703"
258,"3717"
259,"3809"
260,"3814"
261,"3780"
262,"3860"
263,"3793"
264,"3960"
265,"3931"
266,"3951"
267,"4038"
268,"4127"
269,"4163"
270,"4266"
271,"4104"
272,"4041"
273,"4140"
274,"4326"
275,"4242"
276,"4192"
277,"4222"
278,"4286"
279,"4424"
280,"4387"
281,"4556"
282,"4446"
283,"4557"
284,"4506"
285,"4786"
286,"4755"
287,"4701"
288,"4670"
289,"4613"
290,"4899"
291,"4791"
292,"4912"
293,"4918"
294,"4965"
295,"5012"
296,"5136"
297,"5018"
298,"5018"
299,"5085"
300,"5133"
301,"4897"
302,"4953"
303,"5004"
304,"5161"
305,"5145"
306,"5364"
307,"5285"
308,"5291"
309,"5441"
310,"5639"
311,"5855"
312,"5986"
313,"6164"
314,"6297"
315,"6839"
316,"7286"
317,"7574"
318,"8114"
319,"8240"
320,"8536"
321,"8554"
322,"8053"
323,"7531"
324,"6906"
325,"6494"
326,"5981"
327,"5876"
328,"5772"
329,"5585"
330,"5504"
331,"5573"
332,"5543"
333,"5648"
334,"5736"
335,"5754"
336,"5798"
337,"5747"
338,"5827"
339,"5899"
340,"5997"
341,"6142"
342,"6351"
343,"6227"
344,"6385"
345,"6532"
346,"6515"
347,"6569"
348,"6739"
349,"6743"
350,"6608"
351,"6734"
352,"6867"
353,"6881"
354,"7050"
355,"7003"
356,"7240"
357,"7551"
358,"7863"
359,"8235"
360,"8779"
361,"9752"
362,"10431"
363,"11212"
364,"12141"
365,"13098"
366,"14423"
367,"15256"
368,"16780"
369,"17727"
370,"18922"
371,"19728"
372,"20417"
373,"20526"
374,"19638"
375,"18011"
376,"16025"
377,"13784"
378,"11323"
379,"9443"
380,"7904"
381,"7105"
382,"6684"
383,"6572"
384,"6461"
385,"6465"
386,"6626"
387,"6316"
388,"6262"
389,"6002"
390,"5873"
391,"5760"
392,"5677"
393,"5624"
394,"5617"
395,"5419"
396,"5625"
397,"5715"
398,"5939"
399,"6157"
400,"6165"
401,"6352"
402,"6543"
403,"6439"
404,"6524"
405,"6516"
406,"6237"
407,"6163"
408,"6179"
409,"6206"
410,"6225"
411,"6210"
412,"6487"
413,"6395"
414,"6350"
415,"6346"
416,"6040"
417,"5919"
418,"5690"
419,"5382"
420,"5170"
421,"5134"
422,"5064"
423,"4930"
424,"5116"
425,"5059"
426,"5064"
427,"5087"
428,"5238"
429,"5214"
430,"5157"
431,"5358"
432,"5158"
433,"5246"
434,"5287"
435,"5133"
436,"5483"
437,"5337"
438,"5337"
439,"5210"
440,"5379"
441,"5314"
442,"5408"
443,"5200"
444,"5354"
445,"5410"
446,"5477"
447,"5416"
448,"5356"
449,"5409"
450,"5531"
451,"5444"
452,"5396"
453,"5370"
