Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PM131"
Duration Time,300.383
Ambient Temperature,"105.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"24816462"
Raw Accumulated Counts,"32216673"
Valid Count Last Packet,"75435"
Raw Count Last Packet,"98293"
Live Time,230.356094
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0238
Number of Channels,2048
Vacuum,685
Channel#,Intensity
0,"7721"
1,"6185"
2,"3978"
3,"2638"
4,"1271"
5,"275"
6,"45"
7,"19"
8,"12"
9,"5"
10,"7"
11,"2"
12,"4"
13,"1"
14,"4"
15,"1"
16,"1"
17,"4"
18,"0"
19,"1"
20,"5"
21,"1"
22,"1"
23,"3"
24,"1"
25,"1"
26,"2"
27,"0"
28,"2"
29,"1"
30,"9"
31,"62"
32,"469"
33,"1422"
34,"2303"
35,"2721"
36,"2877"
37,"3019"
38,"2925"
39,"2892"
40,"3002"
41,"2726"
42,"2841"
43,"2850"
44,"2860"
45,"2828"
46,"2765"
47,"2805"
48,"2791"
49,"2829"
50,"2659"
51,"2801"
52,"2677"
53,"2720"
54,"2719"
55,"2649"
56,"2690"
57,"2686"
58,"2628"
59,"2599"
60,"2595"
61,"2530"
62,"2534"
63,"2493"
64,"2387"
65,"2415"
66,"2345"
67,"2275"
68,"2380"
69,"2334"
70,"2397"
71,"2473"
72,"2445"
73,"2646"
74,"2670"
75,"2551"
76,"2541"
77,"2513"
78,"2400"
79,"2299"
80,"2348"
81,"2380"
82,"2443"
83,"2700"
84,"3021"
85,"3387"
86,"3647"
87,"3773"
88,"3456"
89,"3156"
90,"2895"
91,"2672"
92,"2516"
93,"2465"
94,"2451"
95,"2440"
96,"2416"
97,"2438"
98,"2592"
99,"2668"
100,"2662"
101,"2538"
102,"2541"
103,"2456"
104,"2333"
105,"2360"
106,"2398"
107,"2481"
108,"2463"
109,"2478"
110,"2604"
111,"2695"
112,"2864"
113,"3081"
114,"3230"
115,"3322"
116,"3304"
117,"3341"
118,"3220"
119,"3106"
120,"3039"
121,"3052"
122,"3079"
123,"3171"
124,"3233"
125,"3399"
126,"3655"
127,"4010"
128,"4811"
129,"5890"
130,"7915"
131,"10696"
132,"13931"
133,"17129"
134,"19137"
135,"19304"
136,"17944"
137,"16069"
138,"14603"
139,"14367"
140,"15364"
141,"16544"
142,"16706"
143,"16718"
144,"16689"
145,"17058"
146,"17766"
147,"18049"
148,"17552"
149,"15779"
150,"13376"
151,"10064"
152,"7919"
153,"6201"
154,"5057"
155,"4659"
156,"4776"
157,"4914"
158,"5210"
159,"5210"
160,"5329"
161,"5853"
162,"6814"
163,"7991"
164,"8994"
165,"9890"
166,"9826"
167,"9007"
168,"7670"
169,"6170"
170,"5123"
171,"4252"
172,"3823"
173,"3706"
174,"3714"
175,"3807"
176,"4307"
177,"4829"
178,"5951"
179,"7667"
180,"10165"
181,"13817"
182,"18039"
183,"21377"
184,"23447"
185,"23059"
186,"20124"
187,"15875"
188,"11862"
