Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PSC18497"
Duration Time,300.779
Ambient Temperature,"105.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"6852693"
Raw Accumulated Counts,"7272418"
Valid Count Last Packet,"21484"
Raw Count Last Packet,"22822"
Live Time,283.967957
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0335
Number of Channels,2048
Vacuum,1023
Channel#,Intensity
0,"9677"
1,"7770"
2,"4833"
3,"2597"
4,"1205"
5,"253"
6,"47"
7,"8"
8,"4"
9,"2"
10,"1"
11,"1"
12,"2"
13,"0"
14,"0"
15,"3"
16,"0"
17,"1"
18,"0"
19,"1"
20,"0"
21,"1"
22,"0"
23,"0"
24,"1"
25,"0"
26,"0"
27,"0"
28,"0"
29,"0"
30,"1"
31,"12"
32,"147"
33,"571"
34,"1005"
35,"1118"
36,"1340"
37,"1344"
38,"1426"
39,"1353"
40,"1342"
41,"1307"
42,"1301"
43,"1420"
44,"1414"
45,"1458"
46,"1509"
47,"1508"
48,"1413"
49,"1424"
50,"1326"
51,"1345"
52,"1329"
53,"1336"
54,"1393"
55,"1385"
56,"1391"
57,"1373"
58,"1320"
59,"1314"
60,"1358"
61,"1350"
62,"1322"
63,"1222"
64,"1232"
65,"1155"
66,"1207"
67,"1105"
68,"1152"
69,"1177"
70,"1186"
71,"1296"
72,"1392"
73,"1400"
74,"1430"
75,"1500"
76,"1364"
77,"1354"
78,"1324"
79,"1316"
80,"1244"
81,"1212"
82,"1374"
83,"1789"
84,"2286"
85,"2827"
86,"3415"
87,"3462"
88,"3215"
89,"2713"
90,"2194"
91,"1760"
92,"1474"
93,"1317"
94,"1234"
95,"1245"
96,"1319"
97,"1268"
98,"1362"
99,"1451"
100,"1465"
101,"1481"
102,"1428"
103,"1360"
104,"1389"
105,"1481"
106,"1442"
107,"1473"
108,"1631"
109,"2036"
110,"2766"
111,"4049"
112,"6319"
113,"8841"
114,"11430"
115,"12275"
116,"11940"
117,"10039"
118,"7262"
119,"5123"
120,"3764"
121,"3172"
122,"2980"
123,"2930"
124,"2960"
125,"2924"
126,"2892"
127,"3330"
128,"3822"
129,"5276"
130,"7722"
131,"10982"
132,"15241"
133,"19272"
134,"21540"
135,"22067"
136,"20439"
137,"17464"
138,"15445"
139,"15103"
140,"15698"
141,"16628"
142,"17082"
143,"17123"
144,"16983"
145,"17677"
146,"18211"
147,"19034"
148,"18945"
149,"16518"
150,"13493"
151,"9815"
152,"7133"
153,"4974"
154,"3982"
155,"3553"
156,"3641"
157,"3667"
158,"4012"
159,"4016"
160,"4292"
161,"4869"
162,"5551"
163,"6835"
164,"8208"
165,"9047"
166,"9038"
167,"8081"
168,"6723"
169,"5190"
170,"3849"
171,"2889"
172,"2479"
173,"2192"
174,"2207"
175,"2401"
176,"2636"
177,"2960"
178,"3553"
179,"4217"
180,"5097"
181,"6219"
182,"7407"
183,"8561"
184,"9096"
185,"9087"
186,"8095"
187,"6640"
188,"5138"
189,"4015"
190,"3260"
191,"2801"
192,"2546"
193,"2613"
194,"2737"
195,"2851"
196,"3046"
197,"3122"
198,"3430"
199,"3752"
200,"3826"
201,"3971"
202,"3921"
203,"3711"
204,"3514"
205,"3338"
206,"3228"
207,"3236"
208,"3220"
209,"3195"
210,"3176"
211,"3275"
212,"3295"
213,"3439"
214,"3287"
215,"3502"
216,"3684"
217,"3852"
218,"4184"
219,"4912"
220,"5986"
221,"7536"
222,"9617"
223,"12078"
224,"13874"
225,"14559"
226,"14348"
227,"12650"
228,"10705"
229,"8666"
230,"6738"
231,"5619"
232,"4877"
233,"4470"
234,"4348"
235,"4355"
236,"4312"
237,"4280"
238,"4493"
239,"4639"
240,"4921"
241,"5161"
242,"5616"
243,"6086"
244,"6257"
245,"6433"
246,"6652"
247,"6387"
248,"6302"
249,"6098"
250,"5677"
251,"5442"
252,"5021"
253,"4969"
254,"4955"
