Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PK50655"
Duration Time,300.132
Ambient Temperature,"108.9"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"10664247"
Raw Accumulated Counts,"11716335"
Valid Count Last Packet,"33363"
Raw Count Last Packet,"36590"
Live Time,273.141998
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0234
Number of Channels,2048
Vacuum,1023
Channel#,Intensity
0,"9386"
1,"7360"
2,"4614"
3,"2664"
4,"1184"
5,"290"
6,"48"
7,"10"
8,"7"
9,"2"
10,"2"
11,"3"
12,"2"
13,"2"
14,"3"
15,"2"
16,"7"
17,"1"
18,"4"
19,"1"
20,"0"
21,"1"
22,"0"
23,"0"
24,"1"
25,"0"
26,"0"
27,"1"
28,"0"
29,"0"
30,"1"
31,"14"
32,"225"
33,"722"
34,"1173"
35,"1597"
36,"1618"
37,"1808"
38,"1779"
39,"1768"
40,"1755"
41,"1767"
42,"1807"
43,"1739"
44,"1876"
45,"1809"
46,"1908"
47,"1915"
48,"1926"
49,"1867"
50,"1807"
51,"1776"
52,"1799"
53,"1863"
54,"1753"
55,"1725"
56,"1718"
57,"1698"
58,"1748"
59,"1754"
60,"1830"
61,"1816"
62,"1667"
63,"1707"
64,"1623"
65,"1590"
66,"1608"
67,"1574"
68,"1513"
69,"1576"
70,"1638"
71,"1627"
72,"1785"
73,"1772"
74,"1750"
75,"1827"
76,"1853"
77,"1798"
78,"1784"
79,"1792"
80,"1767"
81,"1951"
82,"2390"
83,"3209"
84,"4668"
85,"5885"
86,"6912"
87,"7188"
88,"6348"
89,"5174"
90,"3974"
91,"2951"
92,"2420"
93,"2115"
94,"2004"
95,"1847"
96,"1844"
97,"1897"
98,"1858"
99,"1869"
100,"1825"
101,"1841"
102,"1816"
103,"1883"
104,"1810"
105,"1796"
106,"1850"
107,"1881"
108,"1814"
109,"1921"
110,"2040"
111,"2152"
112,"2324"
113,"2562"
114,"2739"
115,"2982"
116,"3013"
117,"2916"
118,"2878"
119,"2778"
120,"2670"
121,"2679"
122,"2597"
123,"2627"
124,"2745"
125,"2971"
126,"3120"
127,"3556"
128,"4319"
129,"5923"
130,"8289"
131,"11799"
132,"16068"
133,"20227"
134,"23240"
135,"25131"
136,"24525"
137,"22652"
138,"20791"
139,"19830"
140,"19512"
141,"19851"
142,"19299"
143,"19021"
144,"18288"
145,"18526"
146,"19662"
147,"19872"
148,"19518"
149,"17863"
150,"14572"
151,"11546"
152,"8721"
153,"6661"
154,"5584"
155,"5065"
156,"5086"
157,"5481"
158,"5664"
159,"5977"
160,"6494"
161,"7450"
162,"8770"
163,"10719"
164,"13324"
165,"14800"
166,"15772"
167,"16076"
168,"17043"
169,"18610"
170,"20531"
171,"22922"
172,"23748"
173,"22342"
174,"19191"
175,"15106"
176,"11493"
177,"9442"
178,"9047"
179,"10148"
180,"12358"
181,"15440"
182,"17958"
183,"19531"
184,"19836"
185,"18402"
186,"16191"
187,"13557"
188,"11405"
189,"9467"
190,"8240"
191,"7464"
192,"7453"
193,"7723"
194,"8436"
195,"8590"
196,"8597"
197,"7979"
198,"7696"
199,"7072"
200,"6457"
201,"6176"
202,"6255"
203,"6522"
204,"6932"
205,"7342"
206,"7803"
207,"8023"
208,"8176"
209,"7938"
210,"7554"
211,"7646"
212,"7823"
213,"8267"
214,"9165"
215,"10590"
216,"13532"
217,"20073"
218,"34269"
219,"62017"
220,"111345"
221,"189783"
222,"292549"
223,"406478"
224,"503961"
225,"555651"
226,"544162"
227,"471096"
228,"363324"
229,"249559"
230,"153317"
231,"84654"
232,"43839"
233,"22378"
234,"12521"
235,"8761"
236,"7679"
237,"7972"
238,"9067"
239,"11824"
240,"16602"
241,"24984"
242,"37270"
243,"53310"
244,"70903"
245,"86293"
246,"94854"
247,"94348"
248,"84566"
249,"68326"
250,"49927"
251,"34098"
252,"21374"
253,"13254"
254,"8554"
255,"6246"
256,"5374"
257,"4778"
258,"4665"
259,"4622"
260,"4720"
261,"4605"
262,"4636"
263,"4772"
264,"4783"
265,"4915"
266,"5088"
267,"5195"
268,"5287"
269,"5484"
270,"5638"
271,"5533"
272,"5572"
273,"5580"
274,"5409"
275,"5346"
276,"5215"
277,"5160"
278,"5351"
279,"5293"
280,"5392"
281,"5313"
282,"5346"
283,"5486"
284,"5451"
285,"5537"
286,"5679"
287,"5639"
288,"5556"
289,"5760"
290,"5843"
291,"5758"
292,"5896"
293,"6118"
294,"6012"
295,"6037"
296,"6146"
297,"6162"
298,"6016"
299,"6111"
300,"5903"
301,"5916"
302,"6124"
303,"5990"
304,"6102"
305,"6010"
306,"6212"
307,"6239"
308,"6447"
309,"6512"
310,"6752"
311,"6827"
312,"7169"
313,"7514"
314,"7939"
315,"8658"
316,"9341"
317,"10037"
318,"10820"
319,"11379"
320,"11336"
321,"11055"
322,"10149"
323,"9171"
324,"8294"
325,"7431"
326,"7071"
327,"6677"
328,"6361"
329,"6173"
330,"6167"
331,"6170"
332,"6333"
333,"6271"
334,"6319"
335,"6324"
336,"6274"
337,"6500"
338,"6467"
339,"6549"
340,"6626"
341,"6819"
342,"6834"
343,"6956"
344,"6968"
345,"6995"
346,"7186"
347,"7227"
348,"7239"
349,"7270"
350,"7141"
351,"7350"
352,"7494"
353,"7607"
354,"7583"
355,"7749"
356,"7977"
357,"8225"
358,"8640"
359,"8996"
360,"9700"
361,"10628"
362,"11200"
363,"12096"
364,"12521"
365,"13126"
366,"13593"
367,"14244"
368,"15090"
369,"16365"
370,"17660"
371,"18815"
372,"20458"
373,"20366"
374,"19602"
375,"18254"
376,"16040"
377,"13479"
378,"11448"
379,"9822"
380,"8125"
381,"7235"
382,"6738"
383,"6440"
384,"6239"
385,"6286"
386,"6224"
387,"6340"
388,"6349"
389,"6445"
390,"6444"
391,"6282"
392,"6565"
393,"6501"
394,"6778"
395,"6855"
396,"6932"
397,"7125"
398,"7334"
399,"7651"
400,"7756"
401,"7695"
402,"7938"
403,"7854"
404,"7963"
405,"7761"
406,"7658"
407,"7613"
408,"7731"
409,"7830"
410,"8041"
411,"8322"
412,"8453"
413,"8327"
414,"8045"
415,"7976"
416,"7591"
417,"7299"
418,"6776"
419,"6649"
420,"6356"
421,"6381"
422,"6329"
423,"6050"
424,"6171"
425,"6187"
426,"6254"
427,"6278"
428,"6378"
429,"6448"
430,"6341"
431,"6390"
432,"6391"
433,"6394"
434,"6437"
435,"6256"
436,"6206"
437,"6306"
438,"6345"
439,"6208"
440,"6103"
441,"6254"
442,"6336"
443,"6189"
444,"6344"
445,"6350"
446,"6489"
447,"6687"
448,"6731"
449,"6810"
450,"6927"
451,"6851"
452,"6855"
453,"6846"
454,"6871"
455,"6615"
456,"6367"
457,"6463"
458,"6334"
459,"6295"
460,"6379"
461,"6270"
462,"6226"
463,"6272"
464,"6188"
465,"6139"
466,"6367"
467,"6421"
468,"6388"
469,"6311"
470,"6328"
471,"6499"
472,"6466"
473,"6581"
474,"6624"
475,"6427"
476,"6573"
477,"6426"
478,"6375"
479,"6225"
480,"6426"
481,"6246"
482,"6280"
483,"6006"
484,"6312"
485,"6282"
486,"6121"
487,"6212"
488,"6131"
489,"6243"
490,"6242"
491,"6243"
492,"6127"
493,"6174"
494,"6335"
495,"6248"
496,"6229"
497,"6283"
498,"6144"
499,"6111"
