Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PSC18722"
Duration Time,300.39
Ambient Temperature,"103.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"15987632"
Raw Accumulated Counts,"18564730"
Valid Count Last Packet,"48523"
Raw Count Last Packet,"56897"
Live Time,257.992035
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.028
Number of Channels,2048
Vacuum,687
Channel#,Intensity
0,"8766"
1,"6969"
2,"4519"
3,"3022"
4,"1530"
5,"345"
6,"52"
7,"15"
8,"10"
9,"8"
10,"2"
11,"3"
12,"5"
13,"3"
14,"2"
15,"2"
16,"1"
17,"1"
18,"2"
19,"3"
20,"2"
21,"1"
22,"1"
23,"0"
24,"3"
25,"2"
26,"0"
27,"2"
28,"0"
29,"3"
30,"3"
31,"42"
32,"392"
33,"1275"
34,"2181"
35,"2565"
36,"2791"
37,"2935"
38,"2881"
39,"2940"
40,"2904"
41,"2844"
42,"2940"
43,"2879"
44,"2993"
45,"3168"
46,"3142"
47,"3267"
48,"3169"
49,"3049"
50,"3109"
51,"3061"
52,"3063"
53,"3017"
54,"3033"
55,"2990"
56,"3085"
57,"3044"
58,"3032"
59,"3101"
60,"3073"
61,"3022"
62,"3105"
63,"2913"
64,"2903"
65,"2867"
66,"2860"
67,"2902"
68,"2876"
69,"2697"
70,"2808"
71,"2913"
72,"2896"
73,"3060"
74,"2979"
75,"3081"
76,"2906"
77,"2877"
78,"2800"
79,"2766"
80,"2700"
81,"2707"
82,"2687"
83,"2836"
84,"2926"
85,"3203"
86,"3346"
87,"3475"
88,"3452"
89,"3684"
90,"3754"
91,"4161"
92,"4953"
93,"6451"
94,"8670"
95,"11646"
96,"14159"
97,"15332"
98,"14357"
99,"12122"
100,"9201"
101,"6775"
102,"4985"
103,"4197"
104,"3801"
105,"3759"
106,"3713"
107,"3971"
108,"4158"
109,"4361"
110,"4827"
111,"5451"
112,"6113"
113,"6491"
114,"6974"
115,"6744"
116,"6286"
117,"5918"
118,"5393"
119,"4986"
120,"4840"
121,"4730"
122,"4696"
123,"4883"
124,"4927"
125,"5081"
126,"5424"
127,"5850"
128,"6760"
129,"8031"
130,"10266"
131,"13635"
132,"17025"
133,"20132"
134,"22598"
135,"22809"
136,"21411"
137,"19706"
138,"17859"
139,"17486"
140,"18249"
141,"19494"
142,"19782"
143,"20245"
144,"20229"
145,"20856"
146,"21774"
147,"22554"
148,"22364"
149,"20348"
150,"17430"
151,"14557"
152,"11761"
153,"10214"
154,"8903"
155,"8705"
156,"8885"
157,"9231"
158,"9557"
159,"9740"
160,"10106"
161,"10320"
162,"10706"
163,"11373"
164,"11921"
165,"12553"
166,"12947"
167,"12845"
168,"12583"
169,"12296"
170,"12227"
171,"12728"
172,"13223"
173,"14387"
174,"16677"
175,"20732"
176,"29758"
177,"51548"
178,"97804"
179,"187383"
180,"338344"
181,"554395"
182,"807110"
183,"1034902"
184,"1165818"
185,"1149146"
186,"990853"
187,"749172"
188,"498712"
189,"292852"
190,"154598"
191,"75614"
192,"38960"
193,"26123"
194,"27953"
195,"40170"
196,"62084"
197,"93751"
198,"130732"
199,"165235"
200,"186415"
201,"184984"
202,"163208"
203,"128153"
204,"88862"
205,"54977"
206,"30957"
207,"16454"
208,"8633"
209,"5211"
210,"3722"
211,"3180"
212,"3029"
213,"3000"
214,"3022"
215,"3075"
216,"3219"
217,"3173"
218,"3237"
219,"3333"
220,"3443"
221,"3819"
222,"4136"
223,"4435"
224,"4607"
225,"4648"
226,"4864"
227,"4386"
228,"4064"
229,"4034"
230,"3767"
231,"3613"
232,"3490"
233,"3649"
234,"3521"
235,"3497"
236,"3578"
237,"3570"
238,"3532"
239,"3609"
240,"3574"
241,"3619"
242,"3628"
243,"3736"
244,"3944"
245,"3895"
246,"4021"
247,"3888"
248,"4007"
249,"3884"
250,"3829"
251,"3859"
252,"3790"
253,"3782"
254,"3830"
255,"3721"
256,"3887"
257,"3865"
258,"3874"
259,"3869"
260,"3980"
261,"3862"
262,"3967"
263,"3990"
264,"4119"
265,"4056"
266,"4108"
267,"4336"
268,"4193"
269,"4336"
270,"4480"
271,"4342"
272,"4422"
273,"4435"
274,"4401"
275,"4202"
276,"4312"
277,"4354"
278,"4460"
279,"4500"
280,"4616"
281,"4761"
282,"4601"
283,"4675"
284,"4636"
285,"4760"
286,"4834"
287,"4937"
288,"4920"
289,"4961"
290,"5139"
291,"5330"
292,"5750"
293,"5848"
294,"6009"
295,"6052"
296,"6003"
297,"5972"
298,"5734"
299,"5540"
300,"5441"
301,"5380"
302,"5311"
303,"5379"
304,"5324"
305,"5386"
306,"5425"
307,"5422"
308,"5561"
309,"5982"
310,"6187"
311,"6706"
312,"7725"
313,"9450"
314,"12101"
315,"15618"
316,"20436"
317,"25907"
318,"30353"
319,"33774"
320,"34415"
321,"32483"
322,"27929"
323,"22966"
324,"17878"
325,"13354"
326,"10125"
327,"8176"
328,"6914"
329,"6202"
330,"5938"
331,"5880"
332,"5786"
333,"5825"
334,"5917"
335,"5867"
336,"5976"
337,"6082"
338,"6111"
339,"6265"
340,"6225"
341,"6406"
342,"6589"
343,"6693"
344,"6944"
345,"7136"
346,"7470"
347,"7892"
348,"8620"
349,"9358"
350,"9930"
351,"10620"
352,"10766"
353,"11125"
354,"10876"
355,"10440"
356,"9844"
357,"9517"
358,"9307"
359,"9409"
360,"9810"
361,"10290"
362,"10927"
363,"11955"
364,"12647"
365,"13587"
366,"14755"
367,"15969"
368,"17262"
369,"18594"
370,"19789"
371,"20239"
372,"20531"
373,"20309"
374,"18850"
375,"17070"
376,"14498"
377,"12503"
378,"10371"
379,"8698"
380,"7437"
381,"7033"
382,"6412"
383,"6334"
384,"6392"
385,"6413"
386,"6461"
387,"6169"
388,"6302"
389,"5932"
390,"5748"
391,"5829"
392,"5520"
393,"5640"
394,"5526"
395,"5628"
396,"5831"
397,"5907"
398,"6163"
399,"6354"
400,"6441"
401,"6680"
402,"6626"
403,"6708"
404,"6519"
405,"6664"
406,"6382"
407,"6250"
408,"6293"
409,"6327"
410,"6488"
411,"6578"
412,"6664"
413,"6503"
414,"6437"
415,"6200"
416,"5928"
417,"5771"
418,"5582"
419,"5398"
420,"5286"
421,"5158"
422,"5142"
423,"5198"
424,"5215"
425,"5098"
426,"5323"
427,"5381"
428,"5269"
429,"5388"
430,"5409"
431,"5534"
432,"5543"
433,"5598"
434,"5423"
435,"5438"
436,"5453"
437,"5403"
438,"5468"
439,"5358"
440,"5475"
441,"5406"
442,"5411"
443,"5445"
444,"5400"
445,"5604"
446,"5440"
447,"5551"
448,"5440"
449,"5510"
450,"5436"
451,"5545"
452,"5415"
453,"5449"
454,"5472"
455,"5554"
456,"5552"
457,"5638"
458,"5694"
459,"5599"
460,"5479"
461,"5653"
462,"5756"
463,"5513"
464,"5579"
465,"5577"
466,"5716"
467,"5648"
468,"5636"
469,"5612"
470,"5560"
471,"5655"
472,"5687"
473,"5562"
474,"5512"
475,"5624"
476,"5596"
477,"5709"
478,"5759"
479,"5775"
480,"5732"
481,"5556"
482,"5754"
483,"5598"
484,"5534"
485,"5686"
486,"5659"
487,"5534"
488,"5583"
489,"5521"
490,"5557"
491,"5670"
492,"5652"
493,"5514"
494,"5508"
495,"5669"
496,"5682"
497,"5641"
498,"5699"
499,"5526"
500,"5577"
501,"5568"
502,"5681"
503,"5700"
504,"5619"
505,"5711"
506,"5921"
507,"5841"
508,"5789"
509,"5596"
510,"5667"
511,"5562"
512,"5615"
513,"5719"
514,"5543"
515,"5578"
516,"5745"
517,"5585"
518,"5545"
519,"5614"
520,"5587"
521,"5647"
522,"5548"
523,"5564"
524,"5649"
525,"5522"
526,"5583"
527,"5592"
528,"5645"
529,"5559"
530,"5444"
531,"5718"
532,"5705"
533,"5589"
534,"5461"
535,"5535"
536,"5451"
537,"5559"
538,"5458"
539,"5484"
540,"5515"
541,"5573"
542,"5407"
543,"5456"
544,"5587"
545,"5562"
546,"5538"
547,"5374"
548,"5423"
549,"5270"
550,"5567"
551,"5580"
552,"5524"
553,"5390"
554,"5575"
555,"5509"
556,"5355"
557,"5462"
558,"5512"
559,"5565"
560,"5555"
561,"5451"
562,"5437"
563,"5392"
564,"5469"
565,"5475"
566,"5302"
567,"5368"
568,"5326"
569,"5349"
570,"5359"
571,"5404"
572,"5395"
573,"5459"
574,"5423"
575,"5339"
576,"5480"
577,"5333"
578,"5316"
579,"5445"
580,"5381"
581,"5332"
582,"5403"
583,"5342"
584,"5360"
585,"5314"
586,"5238"
587,"5385"
588,"5327"
589,"5331"
590,"5353"
591,"5502"
592,"5173"
593,"5329"
594,"5354"
595,"5431"
596,"5246"
597,"5339"
598,"5379"
599,"5231"
600,"5437"
601,"5261"
602,"5223"
603,"5188"
604,"5314"
605,"5151"
606,"5211"
607,"5311"
608,"5244"
609,"5281"
610,"5230"
611,"5256"
612,"5274"
613,"5188"
614,"5177"
615,"5177"
616,"5287"
617,"5240"
618,"5267"
619,"5323"
620,"5247"
621,"5008"
622,"5184"
623,"5159"
624,"5253"
625,"5139"
626,"5249"
627,"5060"
628,"5252"
629,"5116"
630,"5218"
631,"5311"
632,"5159"
633,"5166"
634,"5172"
635,"5017"
636,"5073"
637,"5031"
638,"5107"
639,"5186"
640,"5057"
641,"5137"
642,"5006"
643,"5106"
644,"5104"
645,"5029"
646,"5074"
647,"4989"
648,"4990"
649,"4999"
650,"4950"
651,"4980"
652,"5008"
653,"4984"
654,"5097"
655,"4897"
656,"4881"
657,"5035"
658,"5037"
659,"5007"
660,"4946"
661,"4943"
662,"5116"
663,"5014"
664,"4941"
665,"4985"
666,"4902"
667,"5011"
668,"4995"
669,"4982"
670,"4981"
671,"4837"
672,"4841"
673,"4987"
674,"4870"
675,"4895"
676,"4856"
677,"4621"
678,"4840"
679,"4737"
680,"4761"
681,"4761"
682,"4692"
683,"4802"
684,"4963"
685,"4704"
686,"4723"
687,"4678"
688,"4685"
689,"4710"
690,"4680"
691,"4704"
692,"4700"
693,"4796"
694,"4831"
695,"4840"
696,"4996"
697,"5169"
