Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PM335"
Duration Time,300.818
Ambient Temperature,"110.0"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"34240488"
Raw Accumulated Counts,"53182132"
Valid Count Last Packet,"102013"
Raw Count Last Packet,"157355"
Live Time,192.145020
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0181
Number of Channels,2048
Vacuum,688
Channel#,Intensity
0,"6261"
1,"4741"
2,"3477"
3,"2340"
4,"944"
5,"230"
6,"47"
7,"28"
8,"18"
9,"9"
10,"11"
11,"3"
12,"4"
13,"4"
14,"3"
15,"3"
16,"4"
17,"4"
18,"3"
19,"1"
20,"0"
21,"1"
22,"0"
23,"3"
24,"2"
25,"1"
26,"4"
27,"2"
28,"2"
29,"4"
30,"21"
31,"174"
32,"867"
33,"2011"
34,"2795"
35,"3255"
36,"3428"
37,"3600"
38,"3406"
39,"3337"
40,"3309"
41,"3271"
42,"3262"
43,"3319"
44,"3273"
45,"3309"
46,"3205"
47,"3320"
48,"3243"
49,"3229"
50,"3166"
51,"3104"
52,"2950"
53,"3004"
54,"2971"
55,"3130"
56,"2941"
57,"2939"
58,"3012"
59,"2951"
60,"2854"
61,"2914"
62,"2872"
63,"2768"
64,"2697"
65,"2758"
66,"2766"
67,"2712"
68,"2730"
69,"2798"
70,"2807"
71,"2844"
72,"2773"
73,"2840"
74,"2901"
75,"2788"
76,"2839"
77,"2663"
78,"2697"
79,"2672"
80,"2590"
81,"2617"
82,"2714"
83,"2766"
84,"2739"
85,"2777"
86,"2858"
87,"2765"
88,"2793"
89,"2724"
90,"2645"
91,"2752"
92,"2753"
93,"2727"
94,"2651"
95,"2644"
96,"2819"
97,"2744"
98,"2837"
99,"2943"
100,"2818"
101,"2899"
102,"2864"
103,"2846"
104,"2811"
105,"2795"
106,"2813"
107,"2928"
108,"2851"
109,"3003"
110,"3030"
111,"3215"
112,"3273"
113,"3520"
114,"3622"
115,"3809"
116,"3748"
117,"3878"
118,"3716"
119,"3648"
120,"3597"
121,"3619"
122,"3697"
123,"3744"
124,"3898"
125,"4004"
126,"4167"
127,"4684"
128,"5406"
129,"6773"
130,"8457"
131,"11087"
132,"14511"
133,"17802"
134,"20369"
135,"21250"
136,"21445"
137,"20247"
138,"19505"
139,"19204"
140,"18699"
141,"18989"
142,"18199"
143,"17395"
144,"16727"
145,"16355"
146,"16736"
147,"16718"
148,"16067"
149,"14547"
150,"12261"
151,"10036"
152,"8027"
153,"6640"
154,"5914"
155,"5620"
156,"5708"
157,"5910"
158,"5864"
159,"5877"
160,"5799"
161,"5252"
162,"5235"
163,"5054"
164,"4915"
165,"4985"
166,"5024"
167,"4938"
168,"4880"
169,"4654"
170,"4527"
171,"4452"
172,"4316"
173,"4290"
174,"4282"
175,"4308"
176,"4519"
177,"4691"
178,"4648"
179,"4901"
180,"5024"
181,"5384"
182,"5602"
183,"5791"
184,"6049"
185,"6008"
