Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PM-452"
Duration Time,300.716
Ambient Temperature,"112.2"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"14018306"
Raw Accumulated Counts,"15899023"
Valid Count Last Packet,"43069"
Raw Count Last Packet,"48956"
Live Time,265.000183
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0151
Number of Channels,2048
Vacuum,684
Channel#,Intensity
0,"9054"
1,"7218"
2,"4432"
3,"2458"
4,"1102"
5,"237"
6,"46"
7,"14"
8,"9"
9,"2"
10,"4"
11,"2"
12,"2"
13,"1"
14,"2"
15,"0"
16,"1"
17,"1"
18,"2"
19,"1"
20,"1"
21,"1"
22,"0"
23,"0"
24,"0"
25,"0"
26,"0"
27,"0"
28,"0"
29,"0"
30,"0"
31,"25"
32,"157"
33,"608"
34,"1060"
35,"1288"
36,"1453"
37,"1466"
38,"1491"
39,"1521"
40,"1441"
41,"1520"
42,"1537"
43,"1511"
44,"1525"
45,"1585"
46,"1592"
47,"1699"
48,"1623"
49,"1530"
50,"1512"
51,"1478"
52,"1508"
53,"1575"
54,"1537"
55,"1552"
56,"1566"
57,"1537"
58,"1551"
59,"1546"
60,"1636"
61,"1530"
62,"1464"
63,"1360"
64,"1387"
65,"1364"
66,"1339"
67,"1298"
68,"1371"
69,"1347"
70,"1350"
71,"1371"
72,"1512"
73,"1485"
74,"1555"
75,"1538"
76,"1421"
77,"1526"
78,"1406"
79,"1382"
80,"1423"
81,"1323"
82,"1399"
83,"1471"
84,"1589"
85,"1654"
86,"1653"
87,"1688"
88,"1711"
89,"1561"
90,"1602"
91,"1598"
92,"1489"
93,"1686"
94,"1805"
95,"2080"
96,"2809"
97,"3863"
98,"5336"
99,"6913"
100,"7696"
101,"7564"
102,"6584"
103,"5203"
104,"3931"
105,"2929"
106,"2370"
107,"2087"
108,"1910"
109,"1941"
110,"1867"
111,"2005"
112,"2057"
113,"2361"
114,"2479"
115,"2673"
116,"2733"
117,"2585"
118,"2327"
119,"2420"
120,"2214"
121,"2086"
122,"2172"
123,"2090"
124,"2231"
125,"2433"
126,"2502"
127,"2828"
128,"3576"
129,"4873"
130,"6493"
131,"9038"
132,"12520"
133,"15729"
134,"18261"
135,"18631"
136,"17213"
137,"15031"
138,"13107"
139,"12520"
140,"12680"
141,"13433"
142,"14182"
143,"14507"
144,"15095"
145,"16103"
146,"17263"
147,"18565"
148,"18528"
149,"16471"
150,"13366"
151,"9940"
152,"7133"
153,"4881"
154,"3875"
155,"3318"
156,"3396"
157,"3499"
158,"3635"
159,"3649"
160,"3574"
161,"3303"
162,"3086"
163,"2783"
164,"2647"
165,"2627"
166,"2587"
167,"2661"
168,"2493"
169,"2502"
170,"2446"
171,"2208"
172,"2107"
173,"2137"
174,"2119"
175,"2173"
176,"2162"
177,"2273"
178,"2480"
179,"2811"
180,"3233"
181,"3741"
182,"4548"
183,"5109"
184,"5514"
185,"5575"
186,"5159"
187,"4664"
188,"3820"
189,"3268"
190,"2896"
191,"2754"
192,"2643"
193,"2651"
194,"2658"
195,"2758"
196,"2735"
197,"2863"
198,"2933"
199,"3133"
200,"3309"
201,"3247"
202,"3181"
203,"3109"
204,"2996"
205,"3078"
206,"3075"
207,"3003"
208,"2832"
209,"2944"
210,"3005"
211,"3006"
212,"3070"
213,"3069"
214,"3132"
215,"3031"
216,"3121"
217,"3183"
218,"3309"
219,"3323"
220,"3499"
221,"3525"
222,"3641"
223,"3920"
224,"4206"
225,"4094"
226,"4174"
227,"4109"
228,"3858"
229,"3769"
230,"3745"
231,"3623"
232,"3587"
233,"3584"
234,"3663"
235,"3550"
236,"3495"
237,"3588"
238,"3707"
239,"3783"
240,"3644"
241,"3759"
242,"3796"
243,"3891"
244,"3835"
245,"3962"
246,"3949"
247,"3817"
248,"4081"
249,"4126"
250,"4116"
251,"4132"
