Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LP011"
Duration Time,300.308
Ambient Temperature,"107.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"9673731"
Raw Accumulated Counts,"10552384"
Valid Count Last Packet,"30136"
Raw Count Last Packet,"32786"
Live Time,275.525024
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0564
Number of Channels,2048
Vacuum,706
Channel#,Intensity
0,"9305"
1,"7376"
2,"4717"
3,"2941"
4,"1291"
5,"288"
6,"48"
7,"10"
8,"9"
9,"4"
10,"4"
11,"4"
12,"3"
13,"3"
14,"3"
15,"1"
16,"1"
17,"0"
18,"0"
19,"0"
20,"0"
21,"1"
22,"2"
23,"0"
24,"0"
25,"0"
26,"0"
27,"0"
28,"0"
29,"0"
30,"1"
31,"47"
32,"317"
33,"988"
34,"1616"
35,"1814"
36,"2011"
37,"1998"
38,"2058"
39,"1992"
40,"2028"
41,"2001"
42,"2024"
43,"2122"
44,"2082"
45,"2111"
46,"2164"
47,"2074"
48,"2109"
49,"2023"
50,"2057"
51,"2037"
52,"1908"
53,"1980"
54,"1965"
55,"1971"
56,"1942"
57,"1969"
58,"1962"
59,"1972"
60,"1934"
61,"1833"
62,"1840"
63,"1889"
64,"1699"
65,"1706"
66,"1646"
67,"1701"
68,"1666"
69,"1753"
70,"1674"
71,"1787"
72,"1841"
73,"1907"
74,"1966"
75,"1917"
76,"2079"
77,"2046"
78,"2193"
79,"2086"
80,"1926"
81,"1798"
82,"1739"
83,"1849"
84,"1916"
85,"2182"
86,"2269"
87,"2214"
88,"2237"
89,"2089"
90,"1931"
91,"1812"
92,"1784"
93,"1817"
94,"1852"
95,"1905"
96,"2054"
97,"2250"
98,"2440"
99,"2631"
100,"2567"
101,"2614"
102,"2440"
103,"2294"
104,"1990"
105,"1909"
106,"1943"
107,"2101"
108,"2093"
109,"2643"
110,"3412"
111,"5042"
112,"7583"
113,"10270"
114,"12920"
115,"14163"
116,"13333"
117,"11230"
118,"8137"
119,"5959"
120,"4398"
121,"3619"
122,"3423"
123,"3440"
124,"3330"
125,"3300"
126,"3377"
127,"3818"
128,"4711"
129,"6414"
130,"8947"
131,"12284"
132,"16321"
133,"19786"
134,"22184"
135,"22219"
136,"20036"
137,"17645"
138,"16141"
139,"15430"
140,"16098"
141,"17089"
142,"17778"
143,"17422"
144,"17641"
145,"18091"
146,"18762"
147,"19409"
148,"18781"
149,"16433"
150,"13365"
151,"9807"
152,"7356"
153,"5557"
154,"4610"
155,"4327"
156,"4424"
157,"4715"
158,"5513"
159,"6811"
160,"9477"
161,"14113"
162,"21475"
163,"29678"
164,"37940"
165,"42342"
166,"41618"
167,"36220"
168,"27384"
169,"18866"
170,"11693"
171,"7219"
172,"4717"
173,"3856"
174,"4102"
175,"4960"
176,"6476"
177,"8187"
178,"10641"
179,"13607"
180,"17094"
181,"21425"
182,"25574"
183,"29436"
184,"30970"
185,"29496"
186,"24973"
187,"19036"
188,"13189"
189,"8681"
190,"5781"
191,"4103"
192,"3571"
193,"3341"
194,"3285"
195,"3813"
196,"4396"
197,"5165"
198,"6188"
199,"6946"
200,"7316"
201,"7545"
202,"6852"
203,"6023"
204,"5079"
205,"4412"
206,"3917"
207,"3577"
208,"3458"
209,"3395"
210,"3372"
211,"3465"
212,"3419"
213,"3451"
214,"3592"
215,"3566"
216,"3683"
217,"3814"
218,"3891"
219,"4041"
220,"4224"
221,"4571"
222,"4849"
223,"5154"
224,"5485"
225,"5518"
226,"5581"
227,"5222"
228,"4927"
229,"4617"
230,"4484"
231,"4485"
232,"4235"
233,"4254"
234,"4259"
235,"4478"
236,"4466"
237,"4287"
238,"4567"
239,"4483"
240,"4637"
241,"4736"
242,"4722"
243,"4867"
244,"4970"
245,"5091"
246,"5144"
247,"5234"
248,"5098"
249,"5081"
250,"5135"
251,"5029"
252,"5026"
253,"4965"
254,"5027"
255,"5195"
256,"5338"
257,"5332"
258,"5306"
259,"5403"
260,"5540"
261,"5522"
262,"5641"
263,"5636"
264,"5681"
265,"5672"
266,"5947"
267,"5786"
268,"6034"
269,"6097"
270,"6140"
271,"6093"
272,"6127"
273,"6271"
274,"6332"
275,"6312"
276,"6248"
277,"6193"
278,"6353"
279,"6390"
280,"6529"
281,"6468"
282,"6564"
283,"6493"
284,"6568"
285,"6607"
286,"6736"
287,"6895"
288,"6945"
289,"6955"
290,"7216"
291,"7444"
292,"7769"
293,"7684"
294,"7865"
295,"7898"
296,"7811"
297,"7705"
298,"7682"
299,"7464"
300,"7551"
301,"7404"
302,"7419"
303,"7469"
304,"7527"
305,"7752"
306,"7833"
307,"7981"
308,"8296"
309,"8724"
310,"8981"
311,"9506"
312,"10902"
313,"12537"
314,"15517"
315,"19349"
316,"24203"
317,"29043"
318,"33121"
319,"35517"
320,"35312"
321,"32355"
322,"28471"
323,"22941"
324,"18233"
325,"14210"
326,"11464"
327,"9634"
328,"8924"
329,"8133"
330,"8087"
331,"8057"
332,"8063"
333,"8144"
334,"8251"
335,"8105"
336,"8264"
337,"8285"
338,"8609"
339,"8495"
340,"8743"
341,"8950"
342,"8928"
343,"9202"
344,"9535"
345,"9778"
346,"10083"
347,"10751"
348,"11320"
349,"11675"
350,"12557"
351,"12990"
352,"13426"
353,"13441"
354,"13349"
355,"13223"
356,"13082"
357,"12725"
358,"13324"
359,"13814"
360,"14234"
361,"15400"
362,"16355"
363,"17177"
364,"18245"
365,"18514"
366,"19259"
367,"20064"
368,"20923"
369,"22412"
370,"23583"
371,"25329"
372,"25807"
373,"25962"
374,"24537"
375,"22206"
376,"19356"
377,"16473"
378,"13970"
379,"11911"
380,"10289"
381,"9669"
382,"9049"
383,"8855"
384,"8741"
385,"8634"
386,"8699"
387,"8671"
388,"8929"
389,"8952"
390,"8984"
391,"9061"
392,"9336"
393,"9642"
394,"9884"
395,"10518"
396,"11509"
397,"12517"
398,"13616"
399,"14986"
400,"15716"
401,"16340"
402,"16328"
403,"15924"
404,"15195"
405,"14060"
406,"13109"
407,"12540"
408,"11980"
409,"11748"
410,"11813"
411,"11797"
412,"12072"
413,"11653"
414,"11290"
415,"11058"
416,"10618"
417,"10058"
418,"9797"
419,"9341"
420,"9293"
421,"9072"
422,"9222"
423,"9157"
424,"9498"
425,"9441"
426,"9677"
427,"9883"
428,"10178"
429,"10484"
430,"10620"
431,"10721"
432,"10597"
433,"10341"
434,"10378"
435,"9903"
436,"9763"
437,"9536"
438,"9637"
439,"9685"
440,"9734"
441,"9826"
442,"9820"
443,"9942"
444,"9964"
445,"10198"
446,"10158"
447,"10180"
448,"9887"
449,"9752"
450,"9680"
451,"9552"
452,"9362"
453,"9308"
454,"9374"
455,"9386"
456,"9462"
457,"9783"
458,"9836"
459,"9872"
460,"9800"
461,"10238"
462,"10144"
463,"9884"
464,"10055"
465,"9922"
466,"9694"
467,"9533"
468,"9492"
469,"9575"
470,"9564"
471,"9655"
472,"9648"
473,"9795"
474,"9577"
475,"9800"
476,"9741"
477,"9646"
478,"9710"
479,"9750"
480,"9646"
481,"9639"
482,"9731"
483,"9752"
484,"9583"
485,"9591"
486,"9732"
487,"9701"
488,"9539"
489,"9559"
490,"9627"
491,"9594"
492,"9597"
493,"9711"
494,"9619"
495,"9708"
496,"9621"
497,"9720"
498,"9459"
499,"9825"
500,"9645"
501,"9485"
502,"9673"
503,"9843"
504,"9714"
505,"9568"
506,"9878"
507,"9635"
508,"9961"
509,"9714"
510,"9877"
511,"9730"
512,"9825"
513,"9702"
514,"9955"
515,"9902"
516,"10055"
517,"9971"
518,"9853"
519,"10136"
520,"9933"
521,"9946"
522,"9994"
523,"9848"
524,"10077"
525,"9951"
526,"10070"
527,"10017"
528,"10105"
529,"10086"
530,"9873"
531,"10048"
532,"10136"
533,"10000"
534,"9974"
535,"9989"
536,"9924"
537,"9945"
538,"9991"
539,"9948"
540,"9850"
541,"9929"
542,"9914"
543,"9886"
544,"9689"
545,"9802"
546,"9820"
547,"9917"
548,"9992"
549,"9687"
550,"9860"
551,"9782"
552,"9857"
553,"9971"
554,"9989"
555,"9903"
556,"9895"
557,"9728"
558,"9974"
559,"9965"
560,"9805"
561,"9990"
562,"10110"
563,"9878"
564,"9931"
565,"9977"
566,"9946"
567,"9741"
568,"9915"
569,"9816"
570,"9955"
571,"9974"
572,"9964"
573,"9767"
574,"9791"
575,"9871"
576,"9865"
577,"9892"
578,"9960"
579,"9864"
580,"9622"
581,"9794"
582,"9864"
583,"9831"
584,"9817"
585,"9813"
586,"9864"
587,"9719"
588,"9775"
589,"10000"
590,"9976"
591,"9921"
592,"9838"
593,"10026"
594,"10008"
595,"9741"
596,"9835"
597,"9902"
598,"9850"
599,"9723"
600,"9785"
601,"9659"
602,"9557"
603,"9822"
604,"9676"
605,"9551"
606,"9721"
607,"9515"
608,"9539"
609,"9478"
610,"9527"
611,"9548"
612,"9545"
613,"9680"
614,"9486"
615,"9581"
616,"9463"
617,"9534"
618,"9419"
619,"9505"
620,"9413"
621,"9387"
622,"9567"
623,"9315"
624,"9495"
625,"9406"
626,"9368"
627,"9329"
628,"9482"
629,"9360"
630,"9473"
631,"9318"
632,"9238"
633,"9327"
634,"9219"
635,"9505"
636,"9066"
637,"9127"
638,"9233"
639,"9250"
640,"9089"
641,"9190"
642,"9002"
643,"8976"
644,"9084"
645,"9155"
646,"9053"
647,"9019"
648,"9075"
649,"8979"
650,"8997"
651,"8799"
652,"8817"
653,"8695"
654,"8926"
655,"8902"
656,"8908"
657,"8682"
658,"8916"
659,"8877"
660,"8724"
661,"8880"
662,"8852"
663,"9092"
664,"8858"
665,"8871"
666,"8913"
667,"9032"
668,"8977"
669,"8932"
670,"8966"
671,"8785"
672,"8784"
673,"8755"
674,"8598"
675,"8578"
676,"8602"
677,"8566"
678,"8576"
679,"8449"
680,"8512"
681,"8541"
682,"8489"
683,"8374"
684,"8589"
685,"8351"
686,"8405"
687,"8447"
688,"8375"
689,"8358"
690,"8530"
691,"8231"
692,"8206"
693,"8413"
694,"8416"
695,"8241"
696,"8321"
697,"8345"
698,"8419"
699,"8551"
700,"8681"
701,"9032"
702,"9179"
703,"9193"
704,"9378"
705,"9654"
706,"9475"
707,"9224"
708,"9265"
709,"9150"
710,"9085"
711,"8797"
712,"8662"
713,"8348"
714,"8384"
715,"8053"
716,"7941"
717,"7928"
718,"8002"
719,"8023"
720,"7847"
721,"7978"
722,"7955"
723,"7718"
724,"7850"
725,"7735"
726,"7868"
727,"7839"
728,"7738"
729,"7722"
730,"7634"
731,"7769"
732,"7589"
733,"7610"
734,"7541"
735,"7473"
736,"7545"
737,"7797"
738,"7518"
739,"7591"
740,"7570"
741,"7507"
742,"7570"
743,"7523"
744,"7510"
745,"7386"
746,"7558"
747,"7612"
748,"7320"
749,"7249"
750,"7353"
751,"7430"
752,"7418"
753,"7377"
754,"7312"
755,"7267"
756,"7169"
757,"7352"
758,"7154"
759,"7166"
760,"7183"
761,"7237"
762,"7237"
763,"7132"
764,"7111"
765,"6988"
766,"7107"
767,"7191"
768,"6921"
769,"7173"
770,"7093"
771,"6885"
772,"7085"
773,"7033"
774,"6926"
775,"7030"
776,"6849"
777,"7014"
778,"7110"
779,"6965"
780,"6995"
781,"6795"
782,"6970"
783,"6903"
784,"6948"
785,"7057"
786,"7102"
787,"7183"
788,"7072"
789,"7136"
790,"6934"
791,"7053"
792,"6947"
793,"6954"
794,"6712"
795,"6816"
796,"6747"
797,"6783"
798,"6581"
799,"6527"
800,"6648"
801,"6554"
802,"6525"
803,"6325"
804,"6490"
805,"6304"
806,"6518"
807,"6301"
808,"6599"
809,"6320"
810,"6188"
811,"6289"
812,"6331"
813,"6319"
814,"6238"
815,"6265"
816,"6187"
817,"6244"
818,"6373"
819,"6068"
820,"6236"
821,"6203"
822,"6064"
823,"5997"
824,"6064"
825,"5953"
826,"6056"
827,"6064"
828,"5955"
829,"6011"
830,"6013"
831,"5910"
832,"5922"
833,"6004"
834,"5903"
835,"5916"
836,"5966"
837,"5927"
838,"5983"
839,"5823"
840,"5799"
841,"6036"
842,"5882"
843,"5945"
844,"5849"
845,"5805"
846,"5660"
847,"5806"
848,"5792"
849,"5734"
850,"5918"
851,"5805"
852,"5722"
853,"5913"
854,"5596"
855,"5683"
856,"5646"
857,"5624"
858,"5830"
859,"5821"
860,"5735"
861,"5696"
862,"5707"
863,"5727"
864,"5673"
865,"5673"
866,"5777"
867,"5710"
868,"5734"
869,"5657"
870,"5628"
871,"5791"
872,"5726"
873,"5789"
874,"5632"
875,"5666"
876,"5684"
877,"5570"
878,"5843"
879,"5703"
880,"5659"
881,"5768"
882,"5709"
883,"5851"
884,"5767"
885,"5791"
886,"5861"
887,"5739"
888,"5659"
889,"5737"
890,"5716"
891,"5907"
892,"5820"
893,"5844"
894,"5925"
895,"5948"
896,"5829"
897,"5957"
898,"6243"
899,"5938"
900,"5886"
901,"5989"
902,"6138"
903,"6221"
904,"6117"
905,"6184"
906,"6236"
907,"6274"
908,"6409"
909,"6471"
910,"6566"
911,"6623"
912,"6974"
913,"6838"
914,"7099"
915,"7002"
916,"7202"
917,"7456"
918,"7574"
919,"7817"
920,"7979"
921,"8363"
922,"8536"
923,"8723"
924,"9173"
925,"9657"
926,"10121"
927,"10444"
928,"11028"
929,"11599"
930,"12176"
931,"12769"
932,"13353"
933,"14022"
934,"14714"
935,"15403"
936,"16048"
937,"16667"
938,"17428"
939,"17981"
940,"18538"
941,"18904"
942,"19611"
943,"19992"
944,"20205"
945,"20349"
946,"20867"
947,"20725"
948,"20887"
949,"20674"
950,"20579"
951,"20265"
952,"19550"
953,"19064"
954,"18527"
955,"18171"
956,"17690"
957,"16921"
958,"16096"
959,"15591"
960,"14779"
961,"13919"
962,"13470"
963,"12829"
964,"12246"
965,"11266"
966,"10748"
967,"10338"
968,"9646"
969,"8972"
970,"8530"
971,"8183"
972,"7879"
973,"7456"
974,"7200"
975,"6870"
976,"6566"
977,"6311"
978,"6095"
979,"5840"
980,"5700"
981,"5581"
982,"5430"
983,"5304"
984,"5067"
985,"5026"
986,"4824"
987,"4877"
988,"4739"
989,"4634"
990,"4674"
991,"4700"
992,"4660"
993,"4749"
994,"4951"
995,"5123"
996,"5406"
997,"5895"
998,"6207"
999,"6689"
1000,"7230"
1001,"7777"
1002,"8155"
1003,"8386"
1004,"9040"
1005,"9454"
1006,"9460"
1007,"9543"
1008,"9625"
1009,"9528"
1010,"9187"
1011,"8607"
1012,"8028"
1013,"7425"
1014,"6768"
1015,"6183"
1016,"5489"
1017,"4994"
1018,"4490"
1019,"4352"
1020,"4043"
1021,"3982"
1022,"3861"
1023,"3607"
1024,"3534"
1025,"3679"
1026,"3707"
1027,"3612"
1028,"3621"
1029,"3623"
1030,"3724"
1031,"3765"
1032,"3778"
1033,"3812"
1034,"3753"
1035,"3975"
1036,"3849"
1037,"4102"
1038,"3969"
1039,"4239"
1040,"4323"
1041,"4206"
1042,"4463"
1043,"4543"
1044,"4828"
1045,"5072"
1046,"5248"
1047,"5352"
1048,"5417"
1049,"5828"
1050,"5848"
1051,"5876"
1052,"6233"
1053,"6344"
1054,"6428"
1055,"6524"
1056,"6639"
1057,"6519"
1058,"6301"
1059,"6285"
1060,"6226"
1061,"6096"
1062,"6046"
1063,"5694"
1064,"5515"
1065,"5451"
1066,"5197"
1067,"5070"
1068,"4915"
1069,"4787"
1070,"4654"
1071,"4659"
1072,"4356"
1073,"4391"
1074,"4258"
1075,"4138"
1076,"4038"
1077,"4015"
1078,"3927"
1079,"3841"
1080,"3742"
1081,"3746"
1082,"3518"
1083,"3463"
1084,"3388"
1085,"3393"
1086,"3283"
1087,"3293"
1088,"3154"
1089,"3133"
1090,"3022"
1091,"3021"
1092,"2971"
1093,"2896"
1094,"2871"
1095,"2896"
1096,"2684"
1097,"2813"
1098,"2670"
1099,"2663"
1100,"2739"
1101,"2664"
1102,"2614"
1103,"2578"
1104,"2554"
1105,"2425"
1106,"2542"
1107,"2550"
1108,"2476"
1109,"2410"
1110,"2392"
1111,"2431"
1112,"2384"
1113,"2450"
1114,"2307"
1115,"2386"
1116,"2310"
1117,"2237"
1118,"2238"
1119,"2300"
1120,"2178"
1121,"2230"
1122,"2357"
1123,"2295"
1124,"2331"
1125,"2283"
1126,"2351"
1127,"2440"
1128,"2485"
1129,"2682"
1130,"2665"
1131,"2751"
1132,"2789"
1133,"2795"
1134,"2756"
1135,"2795"
1136,"2729"
1137,"2635"
1138,"2668"
1139,"2560"
1140,"2382"
1141,"2304"
1142,"2191"
1143,"2144"
1144,"2086"
1145,"2102"
1146,"2014"
1147,"1975"
1148,"2043"
1149,"2010"
1150,"2011"
1151,"1974"
1152,"2034"
1153,"1997"
1154,"2001"
1155,"2085"
1156,"2064"
1157,"2006"
1158,"1953"
1159,"1936"
1160,"1970"
1161,"1983"
1162,"1982"
1163,"1895"
1164,"1906"
1165,"1894"
1166,"1936"
1167,"1862"
1168,"1850"
1169,"1748"
1170,"1753"
1171,"1748"
1172,"1798"
1173,"1794"
1174,"1782"
1175,"1804"
1176,"1717"
1177,"1775"
1178,"1741"
1179,"1813"
1180,"1915"
1181,"1835"
1182,"1799"
1183,"1882"
1184,"1902"
1185,"1894"
1186,"1949"
1187,"1999"
1188,"1939"
1189,"1923"
1190,"1999"
1191,"1947"
1192,"1948"
1193,"1900"
1194,"1738"
1195,"1767"
1196,"1791"
1197,"1716"
1198,"1731"
1199,"1655"
1200,"1634"
1201,"1680"
1202,"1663"
1203,"1577"
1204,"1606"
1205,"1644"
1206,"1618"
1207,"1561"
1208,"1497"
1209,"1647"
1210,"1589"
1211,"1659"
1212,"1589"
1213,"1601"
1214,"1565"
1215,"1472"
1216,"1550"
1217,"1570"
1218,"1620"
1219,"1588"
1220,"1584"
1221,"1470"
1222,"1482"
1223,"1524"
1224,"1428"
1225,"1466"
1226,"1465"
1227,"1478"
1228,"1453"
1229,"1449"
1230,"1444"
1231,"1381"
1232,"1397"
1233,"1491"
1234,"1490"
1235,"1483"
1236,"1458"
1237,"1401"
1238,"1402"
1239,"1388"
1240,"1453"
1241,"1371"
1242,"1378"
1243,"1433"
1244,"1400"
1245,"1377"
1246,"1342"
1247,"1401"
1248,"1284"
1249,"1369"
1250,"1415"
1251,"1400"
1252,"1407"
1253,"1360"
1254,"1382"
1255,"1299"
1256,"1343"
1257,"1335"
1258,"1369"
1259,"1365"
1260,"1337"
1261,"1374"
1262,"1257"
1263,"1310"
1264,"1407"
1265,"1321"
1266,"1356"
1267,"1282"
1268,"1321"
1269,"1299"
1270,"1273"
1271,"1240"
1272,"1278"
1273,"1310"
1274,"1246"
1275,"1212"
1276,"1312"
1277,"1279"
1278,"1226"
1279,"1223"
1280,"1223"
1281,"1194"
1282,"1205"
1283,"1171"
1284,"1249"
1285,"1205"
1286,"1280"
1287,"1167"
1288,"1210"
1289,"1177"
1290,"1246"
1291,"1137"
1292,"1209"
1293,"1181"
1294,"1153"
1295,"1208"
1296,"1147"
1297,"1182"
1298,"1102"
1299,"1106"
1300,"1132"
1301,"1202"
1302,"1104"
1303,"1150"
1304,"1136"
1305,"1056"
1306,"1121"
1307,"1082"
1308,"1116"
1309,"1175"
1310,"1067"
1311,"1079"
1312,"1061"
1313,"1066"
1314,"1106"
1315,"1119"
1316,"1046"
1317,"1043"
1318,"1067"
1319,"1048"
1320,"1036"
1321,"1031"
1322,"1036"
1323,"1002"
1324,"1045"
1325,"1053"
1326,"1045"
1327,"1062"
1328,"997"
1329,"1018"
1330,"1033"
1331,"1013"
1332,"994"
1333,"1009"
1334,"1002"
1335,"987"
1336,"1011"
1337,"963"
1338,"964"
1339,"968"
1340,"991"
1341,"977"
1342,"937"
1343,"995"
1344,"1026"
1345,"1019"
1346,"1007"
1347,"926"
1348,"953"
1349,"971"
1350,"934"
1351,"916"
1352,"976"
1353,"912"
1354,"952"
1355,"895"
1356,"919"
1357,"961"
1358,"932"
1359,"911"
1360,"932"
1361,"933"
1362,"908"
1363,"892"
1364,"888"
1365,"841"
1366,"864"
1367,"874"
1368,"894"
1369,"834"
1370,"875"
1371,"899"
1372,"902"
1373,"900"
1374,"850"
1375,"859"
1376,"862"
1377,"832"
1378,"832"
1379,"845"
1380,"793"
1381,"893"
1382,"830"
1383,"845"
1384,"881"
1385,"810"
1386,"804"
1387,"744"
1388,"785"
1389,"852"
1390,"830"
1391,"822"
1392,"791"
1393,"776"
1394,"776"
1395,"788"
1396,"774"
1397,"801"
1398,"827"
1399,"744"
1400,"804"
1401,"781"
1402,"736"
1403,"776"
1404,"783"
1405,"741"
1406,"754"
1407,"821"
1408,"760"
1409,"777"
1410,"796"
1411,"714"
1412,"748"
1413,"730"
1414,"770"
1415,"694"
1416,"768"
1417,"760"
1418,"736"
1419,"708"
1420,"721"
1421,"731"
1422,"714"
1423,"733"
1424,"735"
1425,"705"
1426,"721"
1427,"660"
1428,"699"
1429,"677"
1430,"742"
1431,"706"
1432,"649"
1433,"713"
1434,"628"
1435,"692"
1436,"654"
1437,"664"
1438,"657"
1439,"683"
1440,"649"
1441,"702"
1442,"701"
1443,"697"
1444,"676"
1445,"643"
1446,"683"
1447,"646"
1448,"620"
1449,"601"
1450,"675"
1451,"615"
1452,"658"
1453,"653"
1454,"652"
1455,"640"
1456,"671"
1457,"632"
1458,"630"
1459,"627"
1460,"600"
1461,"592"
1462,"583"
1463,"598"
1464,"593"
1465,"590"
1466,"613"
1467,"565"
1468,"597"
1469,"627"
1470,"555"
1471,"618"
1472,"579"
1473,"589"
1474,"548"
1475,"577"
1476,"596"
1477,"535"
1478,"524"
1479,"569"
1480,"553"
1481,"549"
1482,"581"
1483,"555"
1484,"571"
1485,"572"
1486,"536"
1487,"561"
1488,"528"
1489,"535"
1490,"543"
1491,"535"
1492,"546"
1493,"546"
1494,"510"
1495,"514"
1496,"514"
1497,"515"
1498,"524"
1499,"498"
1500,"502"
1501,"533"
1502,"492"
1503,"472"
1504,"502"
1505,"515"
1506,"511"
1507,"481"
1508,"479"
1509,"511"
1510,"486"
1511,"489"
1512,"535"
1513,"493"
1514,"477"
1515,"477"
1516,"478"
1517,"476"
1518,"509"
1519,"452"
1520,"407"
1521,"443"
1522,"465"
1523,"467"
1524,"457"
1525,"475"
1526,"502"
1527,"433"
1528,"418"
1529,"490"
1530,"407"
1531,"422"
1532,"453"
1533,"440"
1534,"418"
1535,"458"
1536,"399"
1537,"431"
1538,"409"
1539,"416"
1540,"402"
1541,"416"
1542,"412"
1543,"406"
1544,"430"
1545,"422"
1546,"409"
1547,"404"
1548,"384"
1549,"373"
1550,"420"
1551,"439"
1552,"389"
1553,"430"
1554,"403"
1555,"403"
1556,"365"
1557,"409"
1558,"370"
1559,"369"
1560,"403"
1561,"422"
1562,"349"
1563,"346"
1564,"372"
1565,"352"
1566,"372"
1567,"366"
1568,"378"
1569,"367"
1570,"349"
1571,"367"
1572,"347"
1573,"344"
1574,"374"
1575,"364"
1576,"382"
1577,"357"
1578,"324"
1579,"345"
1580,"334"
1581,"346"
1582,"339"
1583,"352"
1584,"325"
1585,"335"
1586,"338"
1587,"318"
1588,"302"
1589,"324"
1590,"319"
1591,"335"
1592,"326"
1593,"309"
1594,"300"
1595,"328"
1596,"305"
1597,"293"
1598,"299"
1599,"351"
1600,"288"
1601,"322"
1602,"295"
1603,"287"
1604,"327"
1605,"245"
1606,"293"
1607,"297"
1608,"286"
1609,"308"
1610,"273"
1611,"291"
1612,"268"
1613,"307"
1614,"288"
1615,"276"
1616,"276"
1617,"255"
1618,"277"
1619,"253"
1620,"267"
1621,"242"
1622,"251"
1623,"247"
1624,"276"
1625,"257"
1626,"264"
1627,"230"
1628,"237"
1629,"273"
1630,"231"
1631,"262"
1632,"247"
1633,"225"
1634,"255"
1635,"237"
1636,"247"
1637,"215"
1638,"224"
1639,"229"
1640,"215"
1641,"230"
1642,"223"
1643,"224"
1644,"230"
1645,"214"
1646,"223"
1647,"178"
1648,"215"
1649,"251"
1650,"224"
1651,"199"
1652,"203"
1653,"230"
1654,"215"
1655,"215"
1656,"209"
1657,"213"
1658,"189"
1659,"195"
1660,"211"
1661,"179"
1662,"164"
1663,"198"
1664,"200"
1665,"198"
1666,"193"
1667,"185"
1668,"184"
1669,"200"
1670,"197"
1671,"171"
1672,"177"
1673,"182"
1674,"185"
1675,"180"
1676,"161"
1677,"163"
1678,"155"
1679,"162"
1680,"162"
1681,"166"
1682,"158"
1683,"155"
1684,"164"
1685,"163"
1686,"173"
1687,"142"
1688,"162"
1689,"155"
1690,"157"
1691,"151"
1692,"122"
1693,"151"
1694,"151"
1695,"141"
1696,"133"
1697,"153"
1698,"153"
1699,"140"
1700,"163"
1701,"144"
1702,"148"
1703,"150"
1704,"126"
1705,"126"
1706,"126"
1707,"114"
1708,"139"
1709,"135"
1710,"139"
1711,"112"
1712,"105"
1713,"124"
1714,"126"
1715,"102"
1716,"120"
1717,"111"
1718,"93"
1719,"117"
1720,"111"
1721,"89"
1722,"120"
1723,"91"
1724,"96"
1725,"91"
1726,"108"
1727,"84"
1728,"91"
1729,"90"
1730,"78"
1731,"84"
1732,"93"
1733,"114"
1734,"88"
1735,"98"
1736,"99"
1737,"91"
1738,"83"
1739,"74"
1740,"69"
1741,"86"
1742,"82"
1743,"67"
1744,"86"
1745,"68"
1746,"59"
1747,"53"
1748,"70"
1749,"67"
1750,"59"
1751,"61"
1752,"58"
1753,"40"
1754,"66"
1755,"61"
1756,"54"
1757,"70"
1758,"51"
1759,"58"
1760,"68"
1761,"55"
1762,"59"
1763,"45"
1764,"57"
1765,"51"
1766,"61"
1767,"40"
1768,"37"
1769,"37"
1770,"34"
1771,"48"
1772,"46"
1773,"42"
1774,"42"
1775,"40"
1776,"44"
1777,"36"
1778,"31"
1779,"35"
1780,"42"
1781,"43"
1782,"30"
1783,"27"
1784,"32"
1785,"39"
1786,"33"
1787,"44"
1788,"33"
1789,"23"
1790,"33"
1791,"24"
1792,"31"
1793,"24"
1794,"36"
1795,"29"
1796,"23"
1797,"28"
1798,"27"
1799,"15"
