Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PM-296"
Duration Time,300.589
Ambient Temperature,"116.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"4813811"
Raw Accumulated Counts,"5021136"
Valid Count Last Packet,"14926"
Raw Count Last Packet,"15554"
Live Time,289.263000
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0107
Number of Channels,2048
Vacuum,686
Channel#,Intensity
0,"10030"
1,"8096"
2,"4859"
3,"2466"
4,"1011"
5,"235"
6,"48"
7,"9"
8,"3"
9,"0"
10,"3"
11,"1"
12,"1"
13,"1"
14,"0"
15,"1"
16,"1"
17,"1"
18,"2"
19,"1"
20,"0"
21,"0"
22,"1"
23,"0"
24,"0"
25,"1"
26,"0"
27,"0"
28,"0"
29,"0"
30,"0"
31,"6"
32,"84"
33,"310"
34,"544"
35,"672"
36,"780"
37,"801"
38,"866"
39,"843"
40,"819"
41,"816"
42,"833"
43,"868"
44,"938"
45,"981"
46,"1024"
47,"1138"
48,"1085"
49,"944"
50,"932"
51,"932"
52,"930"
53,"963"
54,"961"
55,"911"
56,"997"
57,"989"
58,"988"
59,"1037"
60,"990"
61,"975"
62,"951"
63,"926"
64,"868"
65,"844"
66,"786"
67,"762"
68,"791"
69,"831"
70,"904"
71,"938"
72,"930"
73,"1041"
74,"1095"
75,"1080"
76,"1025"
77,"903"
78,"921"
79,"891"
80,"862"
81,"958"
82,"1057"
83,"1254"
84,"1708"
85,"2193"
86,"2453"
87,"2655"
88,"2479"
89,"2064"
90,"1657"
91,"1363"
92,"1266"
93,"1208"
94,"1377"
95,"1526"
96,"1716"
97,"1821"
98,"1888"
99,"1965"
100,"1788"
101,"1724"
102,"1587"
103,"1400"
104,"1324"
105,"1261"
106,"1221"
107,"1304"
108,"1351"
109,"1545"
110,"1923"
111,"2496"
112,"3583"
113,"4788"
114,"6182"
115,"6969"
116,"6707"
117,"5762"
118,"4616"
119,"3502"
120,"2817"
121,"2371"
122,"2235"
123,"2155"
124,"2230"
125,"2282"
126,"2463"
127,"2599"
128,"3387"
129,"4855"
130,"6776"
131,"9803"
132,"13732"
133,"17335"
134,"20031"
135,"20524"
136,"19111"
137,"16592"
138,"14097"
139,"12870"
140,"13025"
141,"13948"
142,"14369"
143,"14929"
144,"15242"
145,"16683"
146,"18183"
147,"19635"
148,"19292"
149,"17566"
150,"14075"
151,"10423"
152,"7185"
153,"4965"
154,"3782"
155,"3165"
156,"3176"
157,"3523"
158,"3652"
159,"3719"
160,"3776"
161,"3654"
162,"3589"
163,"3583"
164,"3787"
165,"3945"
166,"4098"
167,"3973"
168,"3718"
169,"3125"
170,"2687"
171,"2489"
172,"2375"
173,"2381"
174,"2428"
175,"2640"
176,"3168"
177,"4445"
178,"6988"
179,"12119"
180,"20752"
181,"33603"
182,"49529"
183,"64157"
184,"73484"
185,"74587"
186,"65396"
187,"50492"
188,"34763"
189,"21095"
190,"12150"
191,"6871"
192,"4353"
193,"3430"
194,"3471"
195,"4160"
196,"5451"
197,"7557"
198,"9584"
199,"11887"
200,"13496"
201,"13791"
202,"12590"
203,"10600"
204,"8172"
205,"5852"
206,"4360"
207,"3223"
208,"2732"
209,"2459"
210,"2327"
211,"2356"
212,"2448"
213,"2398"
214,"2359"
215,"2418"
216,"2429"
217,"2517"
218,"2789"
219,"2992"
220,"3334"
221,"3996"
222,"4777"
223,"5634"
224,"6359"
225,"6781"
226,"6869"
227,"6307"
228,"5455"
229,"4712"
230,"4019"
231,"3487"
232,"3116"
233,"2932"
234,"3032"
