Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PK-62200"
Duration Time,300.904
Ambient Temperature,"108.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"13022999"
Raw Accumulated Counts,"14652877"
Valid Count Last Packet,"39981"
Raw Count Last Packet,"44953"
Live Time,267.398102
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0853
Number of Channels,2048
Vacuum,680
Channel#,Intensity
0,"8943"
1,"7009"
2,"4648"
3,"2887"
4,"1277"
5,"346"
6,"58"
7,"17"
8,"4"
9,"14"
10,"4"
11,"4"
12,"4"
13,"1"
14,"0"
15,"2"
16,"3"
17,"2"
18,"1"
19,"0"
20,"2"
21,"0"
22,"2"
23,"0"
24,"0"
25,"1"
26,"0"
27,"0"
28,"2"
29,"1"
30,"3"
31,"32"
32,"294"
33,"1043"
34,"1587"
35,"1932"
36,"2143"
37,"2201"
38,"2228"
39,"2124"
40,"2176"
41,"2219"
42,"2214"
43,"2139"
44,"2160"
45,"2187"
46,"2223"
47,"2361"
48,"2267"
49,"2223"
50,"2140"
51,"2071"
52,"2074"
53,"2061"
54,"2055"
55,"2084"
56,"2085"
57,"2037"
58,"1936"
59,"1996"
60,"2028"
61,"1938"
62,"1985"
63,"1772"
64,"1726"
65,"1697"
66,"1661"
67,"1658"
68,"1632"
69,"1718"
70,"1640"
71,"1693"
72,"1720"
73,"1734"
74,"1771"
75,"1724"
76,"1719"
77,"1652"
78,"1525"
79,"1584"
80,"1522"
81,"1539"
82,"1586"
83,"1572"
84,"1551"
85,"1723"
86,"1837"
87,"1784"
88,"1783"
89,"1679"
90,"1636"
91,"1521"
92,"1465"
93,"1545"
94,"1400"
95,"1491"
96,"1474"
97,"1556"
98,"1585"
99,"1578"
100,"1572"
101,"1627"
102,"1541"
103,"1527"
104,"1575"
105,"1574"
106,"1488"
107,"1544"
108,"1620"
109,"1644"
110,"1726"
111,"1735"
112,"2010"
113,"2210"
114,"2445"
115,"2588"
116,"2690"
117,"2681"
118,"2453"
119,"2408"
120,"2350"
121,"2252"
122,"2160"
123,"2286"
124,"2250"
125,"2407"
126,"2758"
127,"3127"
128,"3841"
129,"5447"
130,"7461"
131,"10352"
132,"14397"
133,"18107"
134,"21140"
135,"21763"
136,"20275"
137,"17822"
138,"16136"
139,"15270"
140,"15923"
141,"16582"
142,"17319"
143,"17521"
