Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LUK0608"
Duration Time,300.279
Ambient Temperature,"113.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"17334157"
Raw Accumulated Counts,"20402543"
Valid Count Last Packet,"53764"
Raw Count Last Packet,"63119"
Live Time,254.500031
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0425
Number of Channels,2048
Vacuum,682
Channel#,Intensity
0,"8810"
1,"6852"
2,"4442"
3,"2669"
4,"1245"
5,"294"
6,"43"
7,"10"
8,"8"
9,"7"
10,"5"
11,"4"
12,"3"
13,"4"
14,"0"
15,"0"
16,"1"
17,"0"
18,"2"
19,"1"
20,"1"
21,"0"
22,"1"
23,"2"
24,"1"
25,"0"
26,"4"
27,"0"
28,"1"
29,"2"
30,"2"
31,"32"
32,"385"
33,"1044"
34,"1727"
35,"2037"
36,"2296"
37,"2379"
38,"2335"
39,"2316"
40,"2279"
41,"2187"
42,"2272"
43,"2280"
44,"2304"
45,"2354"
46,"2567"
47,"2526"
48,"2528"
49,"2428"
50,"2341"
51,"2264"
52,"2317"
53,"2320"
54,"2206"
55,"2293"
56,"2292"
57,"2314"
58,"2281"
59,"2316"
60,"2266"
61,"2313"
62,"2208"
63,"2150"
64,"2111"
65,"2124"
66,"2054"
67,"2057"
68,"2056"
69,"2123"
70,"2120"
71,"2176"
72,"2220"
73,"2242"
74,"2298"
75,"2262"
76,"2132"
77,"2176"
78,"2106"
79,"2166"
80,"2134"
81,"2119"
82,"2127"
83,"2293"
84,"2513"
85,"2619"
86,"2826"
87,"2895"
88,"2690"
89,"2596"
90,"2441"
91,"2462"
92,"2433"
93,"2603"
94,"2957"
95,"3401"
96,"3772"
97,"3946"
98,"3791"
99,"3562"
100,"3140"
101,"2849"
102,"2577"
103,"2494"
104,"2403"
105,"2293"
106,"2480"
107,"2437"
108,"2584"
109,"2593"
110,"2706"
111,"2912"
112,"3203"
113,"3579"
114,"3858"
115,"4026"
116,"3806"
117,"3703"
118,"3639"
119,"3374"
120,"3370"
121,"3335"
122,"3248"
123,"3373"
124,"3516"
125,"3584"
126,"4001"
127,"4384"
128,"5323"
129,"6823"
130,"9417"
131,"12595"
132,"16695"
133,"20801"
134,"23934"
135,"24950"
136,"24509"
137,"23443"
138,"21840"
139,"21279"
140,"20676"
141,"20308"
142,"19772"
143,"18687"
144,"18148"
145,"18547"
146,"19394"
147,"20016"
148,"19166"
149,"17601"
150,"14625"
151,"11246"
152,"8676"
153,"6786"
154,"6019"
155,"5884"
156,"6137"
157,"6281"
158,"6632"
159,"6709"
160,"6475"
161,"6168"
