Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LA13"
Duration Time,300.247
Ambient Temperature,"111.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"24838247"
Raw Accumulated Counts,"32327816"
Valid Count Last Packet,"75497"
Raw Count Last Packet,"98606"
Live Time,229.539032
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0309
Number of Channels,2048
Vacuum,686
Channel#,Intensity
0,"7569"
1,"5987"
2,"4208"
3,"3092"
4,"1499"
5,"320"
6,"55"
7,"24"
8,"13"
9,"14"
10,"7"
11,"5"
12,"7"
13,"2"
14,"6"
15,"8"
16,"4"
17,"1"
18,"4"
19,"2"
20,"4"
21,"0"
22,"2"
23,"1"
24,"2"
25,"3"
26,"2"
27,"1"
28,"2"
29,"4"
30,"16"
31,"96"
32,"663"
33,"1954"
34,"3091"
35,"3719"
36,"3972"
37,"3964"
38,"3981"
39,"3940"
40,"3774"
41,"3929"
42,"3879"
43,"3959"
44,"3976"
45,"3948"
46,"3882"
47,"3956"
48,"3835"
49,"3820"
50,"3770"
51,"3700"
52,"3735"
53,"3848"
54,"3694"
55,"3654"
56,"3758"
57,"3768"
58,"3647"
59,"3687"
60,"3658"
61,"3734"
62,"3621"
63,"3607"
64,"3626"
65,"3555"
66,"3508"
67,"3553"
68,"3478"
69,"3542"
70,"3688"
71,"3771"
72,"3869"
73,"4138"
74,"4059"
75,"3947"
76,"3860"
77,"3661"
78,"3601"
79,"3520"
80,"3395"
81,"3543"
82,"3539"
83,"3723"
84,"3869"
85,"4182"
86,"4408"
87,"4444"
88,"4199"
89,"4078"
90,"3841"
91,"3726"
92,"3658"
93,"3446"
94,"3506"
95,"3733"
96,"3583"
97,"3744"
98,"3887"
99,"4298"
100,"4234"
101,"4217"
102,"4194"
103,"4229"
104,"4239"
105,"4028"
106,"4022"
107,"3912"
108,"4138"
109,"4123"
110,"4240"
111,"4481"
112,"4847"
113,"5657"
114,"6245"
115,"6310"
116,"6430"
117,"6035"
118,"5556"
119,"5104"
120,"4918"
121,"4868"
122,"4772"
123,"4958"
124,"5000"
125,"5025"
126,"5306"
127,"5833"
128,"6617"
129,"7960"
130,"10146"
131,"13208"
132,"17337"
133,"21533"
134,"26185"
135,"29383"
136,"31494"
137,"32280"
138,"31385"
139,"29999"
140,"27995"
141,"25331"
142,"23181"
143,"21007"
144,"19341"
145,"19218"
146,"19747"
147,"19959"
148,"19338"
149,"17753"
150,"15240"
151,"12550"
152,"10219"
153,"8705"
154,"8086"
155,"7780"
156,"7930"
157,"8448"
158,"8869"
159,"9449"
160,"8948"
161,"8720"
162,"8149"
163,"7884"
164,"7897"
165,"7811"
166,"7880"
167,"7762"
168,"7585"
169,"7176"
170,"6867"
171,"6757"
172,"6724"
173,"6632"
174,"6423"
175,"6942"
176,"7079"
177,"7485"
178,"8395"
179,"9665"
180,"11591"
181,"14728"
182,"17558"
183,"20669"
184,"22169"
185,"21856"
186,"20285"
187,"17535"
188,"14424"
189,"12032"
190,"10727"
191,"9863"
192,"9738"
193,"9884"
194,"10053"
195,"10428"
196,"11334"
197,"11864"
198,"12708"
199,"13439"
200,"13851"
201,"14000"
202,"14265"
203,"13833"
204,"13987"
205,"13681"
206,"13816"
207,"14478"
208,"15036"
209,"15825"
210,"16691"
211,"18261"
212,"19487"
213,"21617"
214,"24543"
215,"29928"
216,"41367"
217,"66603"
218,"122235"
219,"231749"
220,"424009"
221,"719771"
222,"1102666"
223,"1516325"
224,"1856296"
225,"2022657"
226,"1961622"
227,"1688234"
228,"1295051"
229,"884560"
230,"540604"
231,"297948"
232,"150765"
233,"74034"
234,"37785"
235,"23571"
236,"18804"
237,"18788"
238,"22887"
239,"31610"
240,"48338"
241,"76577"
242,"117073"
243,"169142"
244,"224009"
245,"271829"
246,"296644"
247,"292444"
248,"258536"
249,"205091"
250,"147101"
251,"95340"
252,"56046"
253,"31069"
254,"16866"
255,"9456"
256,"6058"
257,"4584"
258,"3989"
259,"3808"
260,"3776"
261,"3758"
262,"3661"
263,"3624"
264,"3606"
265,"3521"
266,"3489"
267,"3531"
268,"3592"
269,"3684"
270,"3684"
271,"3697"
272,"3707"
273,"3711"
274,"3560"
275,"3520"
276,"3429"
277,"3495"
278,"3614"
279,"3464"
280,"3485"
281,"3440"
282,"3403"
283,"3430"
284,"3505"
285,"3561"
286,"3473"
287,"3512"
288,"3583"
289,"3634"
290,"3701"
291,"3738"
292,"3711"
293,"3829"
294,"3859"
295,"3842"
296,"3873"
297,"3860"
298,"3914"
299,"3739"
300,"3870"
301,"3860"
302,"3857"
303,"3827"
304,"3816"
305,"3915"
306,"3951"
307,"4037"
308,"4162"
309,"4243"
310,"4273"
311,"4501"
312,"4626"
313,"4952"
314,"5182"
315,"5579"
316,"6048"
317,"6740"
318,"7088"
319,"7423"
320,"7414"
321,"7255"
322,"6641"
323,"6109"
324,"5676"
325,"5067"
326,"4763"
327,"4407"
328,"4423"
329,"4317"
330,"4409"
331,"4395"
332,"4336"
333,"4310"
334,"4321"
335,"4318"
336,"4459"
337,"4541"
338,"4419"
339,"4480"
340,"4566"
341,"4608"
342,"4818"
343,"4713"
344,"4869"
345,"4776"
346,"4964"
347,"5028"
348,"4895"
349,"4998"
350,"4979"
351,"4906"
352,"4916"
353,"5178"
354,"5153"
355,"5215"
356,"5459"
357,"5601"
358,"5982"
359,"6177"
360,"6669"
361,"7117"
362,"7558"
363,"7963"
364,"8573"
365,"8690"
366,"8880"
367,"9359"
368,"9876"
369,"10595"
370,"11348"
371,"11921"
372,"12554"
373,"12756"
374,"12297"
375,"11520"
376,"10194"
377,"8571"
378,"7327"
379,"6214"
380,"5416"
381,"4844"
382,"4676"
383,"4434"
384,"4322"
385,"4458"
386,"4305"
387,"4405"
388,"4517"
389,"4549"
390,"4499"
391,"4485"
392,"4600"
393,"4717"
394,"4688"
395,"4883"
396,"5030"
397,"5280"
398,"5295"
399,"5506"
400,"5587"
401,"5693"
402,"5720"
403,"5721"
404,"5834"
405,"5789"
406,"5863"
407,"5926"
408,"5919"
409,"6001"
410,"6295"
411,"6392"
412,"6351"
413,"6387"
414,"6158"
415,"5936"
416,"5780"
417,"5396"
418,"5221"
419,"5099"
420,"4914"
421,"4891"
422,"4975"
423,"5220"
424,"5402"
425,"6095"
426,"6817"
427,"7946"
428,"8868"
429,"9992"
430,"10738"
431,"11069"
432,"10971"
433,"10384"
434,"9663"
435,"8642"
436,"7565"
437,"6866"
438,"5989"
439,"5678"
440,"5397"
441,"5351"
442,"5606"
443,"5900"
444,"6599"
445,"7549"
446,"8946"
447,"10749"
448,"12607"
449,"14303"
450,"15495"
451,"16221"
452,"15792"
453,"14793"
454,"13603"
455,"11435"
456,"9683"
457,"8281"
458,"6953"
459,"6116"
460,"5630"
461,"5355"
462,"5181"
463,"5150"
464,"5327"
465,"5480"
466,"5648"
467,"6261"
468,"6561"
469,"7106"
470,"7734"
471,"8027"
472,"8172"
473,"8364"
474,"8278"
475,"7968"
476,"7588"
477,"7288"
478,"6743"
479,"6467"
480,"6062"
481,"5801"
482,"5585"
483,"5410"
484,"5115"
485,"5052"
486,"5071"
487,"5079"
488,"5072"
489,"4979"
490,"5136"
491,"5122"
492,"5145"
493,"5194"
494,"5221"
495,"5167"
496,"5189"
497,"5168"
498,"5173"
499,"5162"
500,"5252"
501,"5215"
502,"5165"
503,"5226"
504,"5088"
505,"5115"
506,"5120"
507,"5155"
508,"5183"
509,"5165"
510,"5319"
511,"5391"
512,"5329"
513,"5387"
514,"5576"
515,"5882"
516,"6260"
517,"6990"
518,"8391"
519,"10361"
520,"12885"
521,"16280"
522,"20028"
523,"24099"
524,"27972"
525,"30408"
526,"31832"
527,"31556"
528,"29446"
529,"26466"
530,"22411"
531,"18230"
532,"14407"
533,"11477"
534,"9290"
535,"7536"
