Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MA1202390"
Duration Time,300.231
Ambient Temperature,"106.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"12114793"
Raw Accumulated Counts,"13550978"
Valid Count Last Packet,"37695"
Raw Count Last Packet,"42124"
Live Time,268.517151
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.063
Number of Channels,2048
Vacuum,686
Channel#,Intensity
0,"9049"
1,"6974"
2,"4760"
3,"3133"
4,"1348"
5,"314"
6,"40"
7,"10"
8,"11"
9,"6"
10,"5"
11,"3"
12,"6"
13,"2"
14,"2"
15,"4"
16,"3"
17,"1"
18,"2"
19,"1"
20,"3"
21,"1"
22,"4"
23,"2"
24,"1"
25,"1"
26,"0"
27,"0"
28,"0"
29,"1"
30,"7"
31,"69"
32,"475"
33,"1392"
34,"2179"
35,"2524"
36,"2796"
37,"2745"
38,"2805"
39,"2754"
40,"2729"
41,"2725"
42,"2708"
43,"2681"
44,"2744"
45,"2829"
46,"2837"
47,"2922"
48,"2803"
49,"2731"
50,"2690"
51,"2585"
52,"2643"
53,"2657"
54,"2555"
55,"2610"
56,"2582"
57,"2574"
58,"2506"
59,"2433"
60,"2500"
61,"2436"
62,"2339"
63,"2361"
64,"2355"
65,"2234"
66,"2182"
67,"2185"
68,"2166"
69,"2186"
70,"2085"
71,"2183"
72,"2134"
73,"2214"
74,"2263"
75,"2212"
76,"2168"
77,"2179"
78,"1971"
79,"1965"
80,"1973"
81,"1995"
82,"2001"
83,"2242"
84,"2489"
85,"2617"
86,"2783"
87,"2870"
88,"2641"
89,"2435"
90,"2325"
91,"2203"
92,"2099"
93,"2074"
94,"2118"
95,"2246"
96,"2407"
97,"2426"
98,"2537"
99,"2398"
100,"2267"
101,"2168"
102,"2083"
103,"2087"
104,"1975"
105,"1914"
106,"1941"
107,"2087"
108,"2216"
109,"2427"
110,"2842"
111,"3870"
112,"5187"
113,"6659"
114,"8022"
115,"8551"
116,"8056"
117,"6845"
118,"5462"
119,"4325"
120,"3683"
121,"3258"
122,"3141"
123,"3217"
124,"3307"
125,"3233"
126,"3340"
127,"3784"
128,"4788"
129,"6255"
130,"8812"
131,"12445"
132,"16370"
133,"20243"
134,"22299"
135,"22633"
136,"20582"
137,"18033"
138,"16138"
139,"15910"
140,"16815"
141,"17710"
142,"17901"
143,"18180"
144,"18187"
145,"18459"
146,"18990"
147,"19583"
148,"18440"
149,"16675"
150,"13323"
151,"10098"
152,"7412"
153,"5591"
154,"4573"
155,"4155"
156,"4347"
157,"4397"
158,"4497"
159,"4583"
160,"4756"
161,"4949"
162,"5467"
163,"6293"
164,"6887"
165,"7328"
166,"7469"
167,"6769"
168,"5803"
169,"4936"
170,"4063"
