Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"FA16"
263,"4096"
264,"4094"
265,"4266"
266,"4087"
267,"4460"
268,"4348"
269,"4397"
270,"4438"
271,"4518"
272,"4597"
273,"4685"
274,"4603"
275,"4521"
276,"4616"
277,"4731"
278,"4674"
279,"4708"
280,"4709"
281,"4834"
282,"4741"
283,"4856"
284,"4931"
285,"4927"
286,"4943"
287,"4981"
288,"5048"
289,"5125"
290,"5233"
291,"5178"
292,"5292"
293,"5465"
294,"5451"
295,"5551"
296,"5378"
297,"5492"
298,"5478"
299,"5305"
300,"5328"
301,"5407"
302,"5515"
303,"5283"
304,"5463"
305,"5372"
306,"5510"
307,"5693"
308,"5760"
309,"5974"
310,"6167"
311,"6244"
312,"6518"
313,"6862"
314,"7081"
315,"7619"
316,"8060"
317,"8609"
318,"9237"
319,"9422"
320,"9339"
321,"9070"
322,"8653"
323,"7999"
324,"7159"
325,"6705"
326,"6223"
327,"5957"
328,"5887"
329,"5689"
330,"5691"
331,"5835"
332,"5639"
333,"5874"
334,"5870"
335,"5970"
336,"5971"
337,"6324"
338,"6164"
339,"6370"
340,"6682"
341,"6891"
342,"7085"
343,"7270"
344,"7263"
345,"7471"
346,"7699"
347,"7450"
348,"7302"
349,"7036"
350,"6961"
351,"7030"
352,"6969"
353,"6945"
354,"7232"
355,"7181"
356,"7444"
357,"7670"
358,"8217"
359,"8687"
360,"9080"
361,"10129"
362,"10872"
363,"11582"
364,"12044"
365,"12627"
366,"13049"
367,"13048"
368,"13761"
369,"14358"
370,"15001"
371,"15387"
372,"15892"
373,"15748"
374,"15196"
375,"14304"
376,"12735"
377,"10897"
378,"9375"
379,"8227"
380,"7074"
381,"6404"
382,"6160"
383,"6091"
384,"5911"
385,"5847"
386,"5974"
387,"5970"
388,"6030"
389,"6156"
390,"6263"
391,"6276"
392,"6573"
393,"7199"
394,"7833"
395,"9219"
396,"11099"
397,"13746"
398,"16678"
399,"20066"
400,"23649"
401,"25759"
402,"26455"
403,"25623"
404,"23687"
405,"20521"
406,"17294"
407,"14271"
408,"11923"
409,"10250"
410,"9160"
411,"8657"
412,"8498"
413,"8413"
414,"8512"
415,"8509"
416,"8564"
417,"8612"
418,"9190"
419,"10172"
420,"12224"
421,"16414"
422,"24120"
423,"37814"
424,"62119"
425,"98512"
426,"149289"
427,"214739"
428,"288141"
429,"360588"
430,"418017"
431,"451057"
432,"450249"
433,"416921"
434,"357741"
435,"284373"
436,"211760"
437,"145855"
438,"94164"
439,"58394"
440,"35193"
441,"21905"
442,"14855"
443,"11652"
444,"9996"
445,"9366"
446,"8903"
447,"8522"
448,"8126"
449,"7280"
450,"6946"
451,"6480"
452,"6231"
453,"6118"
454,"5901"
455,"5780"
456,"5802"
457,"5688"
458,"5937"
459,"5963"
460,"6043"
461,"5914"
462,"6326"
463,"6308"
464,"6564"
465,"6791"
466,"7087"
467,"7669"
468,"8421"
469,"10027"
470,"12422"
471,"16529"
472,"22506"
473,"30733"
474,"40563"
475,"51221"
476,"62237"
477,"70147"
478,"75121"
479,"74410"
480,"69527"
481,"60766"
482,"50058"
483,"38476"
484,"28093"
485,"20218"
486,"14131"
487,"10085"
488,"7402"
489,"6031"
490,"5009"
491,"4673"
492,"4366"
493,"4301"
494,"4321"
495,"4299"
496,"4263"
497,"4218"
498,"4181"
499,"4193"
500,"4149"
501,"4274"
502,"4188"
503,"4291"
504,"4219"
505,"4163"
506,"4193"
507,"4143"
508,"4161"
509,"4123"
510,"4213"
511,"4030"
512,"4263"
513,"4293"
514,"4138"
515,"4126"
516,"4070"
517,"4119"
518,"4038"
519,"3995"
520,"4037"
521,"4110"
522,"4010"
523,"4034"
524,"4196"
525,"4113"
526,"4064"
527,"4102"
528,"4187"
529,"4100"
530,"4040"
531,"4036"
532,"4058"
533,"4055"
534,"3953"
535,"4043"
536,"3998"
537,"3961"
538,"3972"
539,"4015"
540,"3891"
541,"4025"
542,"3928"
543,"3899"
544,"3945"
545,"3996"
546,"3973"
547,"4003"
548,"4054"
549,"4059"
550,"3864"
551,"3944"
552,"3867"
553,"3851"
554,"3944"
555,"3966"
556,"3834"
557,"3906"
558,"3956"
559,"3920"
560,"3914"
561,"3883"
562,"3933"
563,"3923"
564,"3861"
565,"3972"
566,"4026"
567,"3825"
568,"3932"
569,"3889"
570,"3922"
571,"3956"
572,"3808"
573,"3821"
574,"3878"
575,"3745"
576,"3850"
577,"3760"
578,"3709"
579,"3996"
580,"3711"
581,"3930"
582,"3921"
583,"3925"
584,"3800"
585,"3775"
586,"3984"
587,"3995"
588,"4119"
589,"4176"
590,"4349"
591,"4535"
592,"4873"
593,"4899"
594,"5155"
595,"5137"
596,"5277"
597,"5218"
598,"4928"
599,"4680"
600,"4477"
601,"4246"
602,"4022"
603,"3952"
604,"3680"
605,"3720"
606,"3739"
607,"3631"
608,"3680"
609,"3577"
610,"3807"
611,"3775"
612,"3897"
613,"3938"
614,"3853"
615,"4029"
616,"4086"
617,"4024"
618,"4115"
619,"3988"
620,"3816"
621,"3714"
622,"3734"
623,"3632"
624,"3673"
625,"3584"
626,"3625"
627,"3552"
628,"3552"
629,"3561"
630,"3625"
631,"3662"
632,"3509"
633,"3724"
634,"3532"
635,"3498"
636,"3430"
637,"3552"
638,"3460"
639,"3428"
640,"3455"
641,"3354"
642,"3474"
643,"3387"
644,"3297"
645,"3480"
646,"3444"
647,"3484"
648,"3334"
649,"3331"
650,"3370"
651,"3362"
652,"3337"
653,"3381"
654,"3299"
655,"3328"
656,"3354"
657,"3439"
658,"3331"
659,"3326"
660,"3409"
661,"3430"
662,"3516"
663,"3662"
664,"3458"
665,"3573"
666,"3512"
667,"3561"
668,"3453"
669,"3384"
670,"3260"
671,"3326"
672,"3230"
673,"3270"
674,"3149"
675,"3155"
676,"3248"
677,"3111"
678,"3123"
679,"3120"
680,"3147"
681,"3070"
682,"3073"
683,"3100"
684,"3102"
685,"3020"
686,"3148"
687,"2990"
688,"3127"
689,"2992"
690,"3075"
691,"3102"
692,"3092"
693,"3059"
694,"3005"
695,"2991"
696,"2977"
697,"3167"
698,"3041"
699,"3135"
700,"3189"
701,"3212"
702,"3369"
703,"3321"
704,"3476"
705,"3537"
706,"3548"
707,"3677"
708,"3642"
709,"3507"
710,"3449"
711,"3371"
712,"3346"
713,"3157"
714,"3081"
715,"3030"
716,"2936"
717,"2963"
718,"2842"
719,"2881"
720,"2802"
721,"2955"
722,"2815"
723,"2807"
724,"2826"
725,"2861"
726,"2860"
727,"2819"
728,"2747"
729,"2771"
730,"2757"
731,"2768"
732,"2750"
733,"2743"
734,"2741"
735,"2723"
736,"2779"
737,"2726"
738,"2655"
739,"2759"
740,"2706"
741,"2800"
742,"2712"
743,"2631"
744,"2693"
745,"2713"
746,"2675"
747,"2696"
748,"2666"
749,"2731"
750,"2606"
751,"2702"
752,"2659"
753,"2694"
754,"2684"
755,"2657"
756,"2727"
757,"2687"
758,"2614"
759,"2618"
760,"2738"
761,"2612"
762,"2593"
763,"2596"
764,"2597"
765,"2552"
766,"2642"
767,"2545"
768,"2535"
769,"2568"
770,"2439"
771,"2561"
772,"2598"
773,"2627"
774,"2548"
775,"2617"
776,"2636"
777,"2562"
778,"2639"
779,"2632"
780,"2594"
781,"2573"
782,"2706"
783,"2654"
784,"2686"
785,"2820"
786,"2875"
787,"2817"
788,"2800"
789,"2752"
790,"2723"
791,"2803"
792,"2755"
793,"2709"
794,"2652"
795,"2596"
796,"2556"
797,"2508"
798,"2478"
799,"2371"
800,"2470"
801,"2437"
802,"2419"
803,"2462"
804,"2366"
805,"2385"
806,"2376"
807,"2427"
808,"2370"
809,"2273"
810,"2346"
811,"2376"
812,"2387"
813,"2285"
814,"2255"
815,"2248"
816,"2260"
817,"2354"
818,"2231"
819,"2295"
820,"2333"
821,"2195"
822,"2345"
823,"2234"
824,"2227"
825,"2201"
826,"2242"
827,"2173"
828,"2251"
829,"2213"
830,"2225"
831,"2221"
832,"2275"
833,"2203"
834,"2177"
835,"2233"
836,"2195"
837,"2159"
838,"2243"
839,"2207"
840,"2183"
841,"2087"
842,"2151"
843,"2232"
844,"2132"
845,"2204"
846,"2181"
847,"2147"
848,"2136"
849,"2088"
850,"2145"
851,"2184"
852,"2121"
853,"2120"
854,"2160"
855,"2200"
856,"2207"
857,"2246"
858,"2346"
859,"2252"
860,"2375"
861,"2423"
862,"2462"
863,"2530"
864,"2557"
865,"2490"
866,"2412"
867,"2452"
868,"2382"
869,"2380"
870,"2331"
871,"2181"
872,"2230"
873,"2150"
874,"2098"
875,"2076"
876,"2176"
877,"2180"
878,"2114"
879,"2176"
880,"2098"
881,"2092"
882,"2090"
883,"2111"
884,"2073"
885,"2074"
886,"2167"
887,"2136"
888,"2106"
889,"2141"
890,"2124"
891,"2086"
892,"2056"
893,"2207"
894,"2184"
895,"2139"
896,"2170"
897,"2136"
898,"2241"
899,"2174"
900,"2174"
901,"2268"
902,"2352"
903,"2258"
904,"2338"
905,"2332"
906,"2341"
907,"2395"
908,"2414"
909,"2393"
910,"2443"
911,"2481"
912,"2510"
913,"2386"
914,"2426"
915,"2619"
916,"2616"
917,"2573"
918,"2678"
919,"2741"
920,"2740"
921,"2850"
922,"2896"
923,"2858"
924,"2949"
925,"3235"
926,"3219"
927,"3384"
928,"3596"
929,"3628"
930,"3814"
931,"4105"
932,"4233"
933,"4587"
934,"4863"
935,"4995"
936,"5416"
937,"5617"
938,"6022"
939,"6284"
940,"6542"
941,"6674"
942,"7021"
943,"7163"
944,"7509"
945,"7636"
946,"7905"
947,"7936"
948,"8061"
949,"7988"
950,"8198"
951,"8147"
952,"7856"
953,"8081"
954,"7727"
955,"7699"
956,"7143"
957,"7179"
958,"6885"
959,"6552"
960,"6212"
961,"5887"
962,"5593"
963,"5506"
964,"5192"
965,"4730"
966,"4525"
967,"4384"
968,"3985"
969,"3833"
970,"3549"
971,"3297"
972,"3196"
973,"2979"
974,"2865"
975,"2642"
976,"2663"
977,"2500"
978,"2430"
979,"2373"
980,"2256"
981,"2253"
982,"2149"
983,"2133"
984,"2082"
985,"1989"
986,"1953"
987,"1922"
988,"1963"
989,"1878"
990,"1830"
991,"1784"
992,"1858"
993,"1812"
994,"1885"
995,"1878"
996,"2015"
997,"2128"
998,"2257"
999,"2347"
1000,"2709"
1001,"2927"
1002,"3117"
1003,"3281"
1004,"3545"
1005,"3662"
1006,"3770"
1007,"3953"
1008,"3965"
1009,"4139"
1010,"4023"
1011,"3779"
1012,"3726"
1013,"3442"
1014,"3166"
1015,"2841"
1016,"2600"
1017,"2363"
1018,"2117"
1019,"1988"
1020,"1796"
1021,"1615"
1022,"1594"
1023,"1371"
1024,"1429"
1025,"1415"
1026,"1402"
1027,"1414"
1028,"1385"
1029,"1379"
1030,"1379"
1031,"1326"
1032,"1415"
1033,"1427"
1034,"1419"
1035,"1463"
1036,"1408"
1037,"1424"
1038,"1501"
1039,"1445"
1040,"1578"
1041,"1611"
1042,"1660"
1043,"1721"
1044,"1697"
1045,"1885"
1046,"1912"
1047,"2097"
1048,"2225"
1049,"2229"
1050,"2331"
1051,"2290"
1052,"2468"
1053,"2573"
1054,"2567"
1055,"2606"
1056,"2729"
1057,"2756"
1058,"2888"
1059,"2719"
1060,"2757"
1061,"2674"
1062,"2676"
1063,"2608"
1064,"2366"
1065,"2315"
1066,"2226"
1067,"2308"
1068,"2058"
1069,"2060"
1070,"2089"
1071,"1969"
1072,"1944"
1073,"1920"
1074,"1836"
1075,"1726"
1076,"1696"
1077,"1618"
1078,"1602"
1079,"1616"
1080,"1542"
1081,"1468"
1082,"1564"
1083,"1441"
1084,"1402"
1085,"1351"
1086,"1407"
1087,"1319"
1088,"1288"
1089,"1312"
1090,"1267"
1091,"1259"
1092,"1205"
1093,"1223"
1094,"1167"
1095,"1170"
1096,"1164"
1097,"1168"
1098,"1124"
1099,"1061"
1100,"1079"
1101,"1072"
1102,"1071"
1103,"1075"
1104,"1007"
1105,"1039"
1106,"1030"
1107,"1043"
1108,"908"
1109,"1072"
1110,"1008"
1111,"984"
1112,"1025"
1113,"996"
1114,"959"
1115,"947"
1116,"925"
1117,"923"
1118,"979"
1119,"920"
1120,"907"
1121,"902"
1122,"920"
1123,"903"
1124,"978"
1125,"929"
1126,"965"
1127,"992"
1128,"950"
1129,"999"
1130,"1040"
1131,"1078"
1132,"1159"
1133,"1114"
1134,"1173"
1135,"1150"
1136,"1128"
1137,"1203"
1138,"1175"
1139,"1140"
1140,"1105"
1141,"1025"
1142,"950"
1143,"920"
1144,"989"
1145,"889"
1146,"849"
1147,"818"
1148,"852"
1149,"764"
1150,"866"
1151,"812"
1152,"804"
1153,"757"
1154,"889"
1155,"808"
1156,"805"
1157,"857"
1158,"811"
1159,"813"
1160,"805"
1161,"797"
1162,"805"
1163,"817"
1164,"757"
1165,"812"
1166,"729"
1167,"729"
1168,"745"
1169,"718"
1170,"763"
1171,"751"
1172,"748"
1173,"770"
1174,"745"
1175,"690"
1176,"739"
1177,"704"
1178,"743"
1179,"760"
1180,"766"
1181,"769"
1182,"806"
1183,"791"
1184,"762"
1185,"823"
1186,"727"
1187,"786"
1188,"837"
1189,"826"
1190,"826"
1191,"896"
1192,"813"
1193,"817"
1194,"820"
1195,"724"
1196,"765"
1197,"795"
1198,"724"
1199,"711"
1200,"726"
1201,"718"
1202,"705"
1203,"650"
1204,"678"
1205,"661"
1206,"744"
1207,"644"
1208,"677"
1209,"671"
1210,"669"
1211,"613"
1212,"698"
1213,"699"
1214,"667"
1215,"663"
1216,"640"
1217,"607"
1218,"652"
1219,"656"
1220,"664"
1221,"654"
1222,"609"
1223,"598"
1224,"611"
1225,"589"
1226,"616"
1227,"626"
1228,"599"
1229,"587"
1230,"610"
1231,"612"
1232,"582"
1233,"595"
1234,"619"
1235,"561"
1236,"597"
1237,"593"
1238,"573"
1239,"638"
1240,"572"
1241,"609"
1242,"634"
1243,"592"
1244,"582"
1245,"617"
1246,"563"
1247,"597"
1248,"619"
1249,"550"
1250,"571"
1251,"579"
1252,"570"
1253,"562"
1254,"550"
1255,"536"
1256,"564"
1257,"554"
1258,"569"
1259,"594"
1260,"604"
1261,"573"
1262,"527"
1263,"557"
1264,"564"
1265,"524"
1266,"521"
1267,"555"
1268,"496"
1269,"573"
1270,"544"
1271,"546"
1272,"525"
1273,"511"
1274,"533"
1275,"549"
1276,"488"
1277,"524"
1278,"523"
1279,"533"
1280,"492"
1281,"496"
1282,"473"
1283,"507"
1284,"486"
1285,"491"
1286,"507"
1287,"506"
1288,"571"
1289,"522"
1290,"491"
1291,"503"
1292,"475"
1293,"477"
1294,"501"
1295,"433"
1296,"505"
1297,"504"
1298,"465"
1299,"484"
1300,"496"
1301,"457"
1302,"438"
1303,"473"
1304,"480"
1305,"466"
1306,"431"
1307,"474"
1308,"512"
1309,"502"
1310,"464"
1311,"463"
1312,"488"
1313,"445"
1314,"437"
1315,"421"
1316,"469"
1317,"461"
1318,"476"
1319,"413"
1320,"452"
1321,"481"
1322,"417"
1323,"425"
1324,"457"
1325,"410"
1326,"451"
1327,"456"
1328,"418"
1329,"447"
1330,"450"
1331,"448"
1332,"411"
1333,"446"
1334,"448"
1335,"444"
1336,"435"
1337,"434"
1338,"417"
1339,"417"
1340,"421"
1341,"420"
1342,"396"
1343,"405"
1344,"412"
1345,"398"
1346,"397"
1347,"387"
1348,"417"
1349,"409"
1350,"391"
1351,"439"
1352,"422"
1353,"401"
1354,"391"
1355,"423"
1356,"395"
1357,"367"
1358,"395"
1359,"381"
1360,"396"
1361,"378"
1362,"395"
1363,"403"
1364,"415"
1365,"390"
1366,"410"
1367,"387"
1368,"391"
1369,"373"
1370,"357"
1371,"380"
1372,"395"
1373,"378"
1374,"396"
1375,"395"
1376,"369"
1377,"374"
1378,"379"
1379,"391"
1380,"356"
1381,"345"
1382,"388"
1383,"386"
1384,"357"
1385,"366"
1386,"363"
1387,"371"
1388,"367"
1389,"377"
1390,"347"
1391,"358"
1392,"348"
1393,"326"
1394,"338"
1395,"369"
1396,"345"
1397,"356"
1398,"323"
1399,"338"
1400,"319"
1401,"338"
1402,"361"
1403,"313"
1404,"321"
1405,"352"
1406,"351"
1407,"307"
1408,"343"
1409,"362"
1410,"314"
1411,"321"
1412,"316"
1413,"307"
1414,"302"
1415,"294"
1416,"308"
1417,"335"
1418,"351"
1419,"314"
1420,"311"
1421,"282"
1422,"308"
1423,"315"
1424,"286"
1425,"289"
1426,"322"
1427,"283"
1428,"302"
1429,"311"
1430,"300"
1431,"279"
1432,"270"
1433,"334"
1434,"291"
1435,"287"
1436,"305"
1437,"279"
1438,"314"
1439,"296"
1440,"310"
1441,"285"
1442,"278"
1443,"277"
1444,"288"
1445,"268"
1446,"269"
1447,"284"
1448,"286"
1449,"286"
1450,"264"
1451,"257"
1452,"242"
1453,"286"
1454,"286"
1455,"274"
1456,"267"
1457,"250"
1458,"259"
1459,"234"
1460,"232"
1461,"256"
1462,"262"
1463,"223"
1464,"249"
1465,"254"
1466,"255"
1467,"229"
1468,"255"
1469,"227"
1470,"256"
1471,"213"
1472,"229"
1473,"226"
1474,"254"
1475,"251"
1476,"243"
1477,"241"
1478,"230"
1479,"244"
1480,"230"
1481,"240"
1482,"256"
1483,"242"
1484,"239"
1485,"254"
1486,"227"
1487,"212"
1488,"225"
1489,"251"
1490,"229"
1491,"208"
1492,"228"
1493,"257"
1494,"210"
1495,"232"
1496,"201"
1497,"249"
1498,"229"
1499,"214"
1500,"240"
1501,"233"
1502,"218"
1503,"238"
1504,"213"
1505,"195"
1506,"212"
1507,"198"
1508,"205"
1509,"216"
1510,"220"
1511,"202"
1512,"232"
1513,"210"
1514,"211"
1515,"199"
1516,"236"
1517,"221"
1518,"181"
1519,"211"
1520,"183"
1521,"178"
1522,"203"
1523,"213"
1524,"181"
1525,"207"
1526,"194"
1527,"188"
1528,"207"
1529,"193"
1530,"210"
1531,"183"
1532,"192"
1533,"217"
1534,"186"
1535,"187"
1536,"180"
1537,"171"
1538,"211"
1539,"191"
1540,"168"
1541,"199"
1542,"173"
1543,"171"
1544,"156"
1545,"191"
1546,"171"
1547,"191"
1548,"179"
1549,"176"
1550,"192"
1551,"156"
1552,"189"
1553,"157"
1554,"160"
1555,"178"
1556,"167"
1557,"172"
1558,"153"
1559,"171"
1560,"166"
1561,"148"
1562,"158"
1563,"177"
1564,"156"
1565,"158"
1566,"172"
1567,"176"
1568,"133"
1569,"149"
1570,"165"
1571,"174"
1572,"145"
1573,"131"
1574,"151"
1575,"152"
1576,"159"
1577,"160"
1578,"131"
1579,"141"
1580,"129"
1581,"180"
1582,"178"
1583,"132"
1584,"162"
1585,"147"
1586,"149"
1587,"121"
1588,"152"
1589,"163"
1590,"142"
1591,"157"
1592,"149"
1593,"160"
1594,"146"
1595,"112"
1596,"133"
1597,"132"
1598,"123"
1599,"135"
1600,"136"
1601,"138"
1602,"149"
1603,"153"
1604,"120"
1605,"121"
1606,"141"
1607,"147"
1608,"141"
1609,"132"
1610,"137"
1611,"119"
1612,"120"
1613,"131"
1614,"122"
1615,"123"
1616,"116"
1617,"128"
1618,"130"
1619,"136"
1620,"122"
1621,"138"
1622,"115"
1623,"111"
1624,"110"
1625,"109"
1626,"113"
1627,"106"
1628,"112"
1629,"94"
1630,"128"
1631,"95"
1632,"107"
1633,"85"
1634,"94"
1635,"83"
1636,"130"
1637,"103"
1638,"98"
1639,"95"
1640,"102"
1641,"99"
1642,"98"
1643,"93"
1644,"96"
1645,"88"
1646,"102"
1647,"104"
1648,"100"
1649,"96"
1650,"96"
1651,"91"
1652,"101"
1653,"94"
1654,"91"
1655,"94"
1656,"70"
1657,"79"
1658,"83"
1659,"83"
1660,"89"
1661,"92"
1662,"96"
1663,"84"
1664,"86"
1665,"88"
1666,"93"
1667,"76"
1668,"73"
1669,"72"
1670,"75"
1671,"54"
1672,"89"
1673,"83"
1674,"78"
1675,"76"
1676,"76"
1677,"74"
1678,"82"
1679,"70"
1680,"65"
1681,"72"
1682,"69"
1683,"66"
1684,"74"
1685,"85"
1686,"73"
1687,"68"
1688,"86"
1689,"58"
1690,"73"
1691,"68"
1692,"72"
1693,"62"
1694,"61"
1695,"64"
1696,"51"
1697,"61"
1698,"71"
1699,"71"
1700,"61"
1701,"63"
1702,"64"
1703,"47"
1704,"48"
1705,"50"
1706,"40"
1707,"60"
1708,"66"
1709,"58"
1710,"43"
1711,"35"
1712,"58"
1713,"44"
1714,"56"
1715,"46"
1716,"45"
1717,"41"
1718,"55"
1719,"39"
1720,"39"
1721,"41"
1722,"43"
1723,"42"
1724,"42"
1725,"35"
1726,"42"
1727,"38"
1728,"47"
1729,"52"
1730,"35"
1731,"36"
1732,"33"
1733,"45"
1734,"33"
1735,"50"
1736,"41"
1737,"36"
1738,"37"
1739,"40"
1740,"40"
1741,"30"
1742,"37"
1743,"32"
1744,"40"
1745,"30"
1746,"34"
1747,"37"
1748,"28"
1749,"30"
1750,"29"
1751,"29"
1752,"32"
1753,"22"
1754,"25"
1755,"24"
1756,"30"
1757,"16"
1758,"23"
1759,"28"
1760,"25"
1761,"33"
1762,"15"
1763,"24"
1764,"12"
1765,"24"
1766,"13"
1767,"12"
1768,"17"
1769,"24"
1770,"13"
1771,"13"
1772,"9"
1773,"13"
1774,"16"
1775,"23"
1776,"17"
1777,"10"
1778,"15"
1779,"13"
1780,"19"
1781,"9"
1782,"15"
1783,"16"
1784,"11"
1785,"19"
1786,"19"
1787,"13"
1788,"7"
1789,"10"
1790,"9"
1791,"10"
1792,"13"
1793,"6"
1794,"8"
1795,"19"
1796,"15"
1797,"10"
1798,"10"
1799,"6"
1800,"15"
1801,"12"
1802,"8"
1803,"6"
1804,"11"
1805,"6"
1806,"11"
1807,"10"
1808,"9"
1809,"8"
1810,"15"
1811,"8"
1812,"6"
1813,"9"
1814,"7"
1815,"9"
1816,"11"
1817,"9"
1818,"5"
1819,"5"
1820,"5"
1821,"10"
1822,"12"
1823,"5"
1824,"11"
1825,"11"
1826,"2"
1827,"7"
1828,"4"
1829,"5"
1830,"10"
1831,"6"
1832,"4"
1833,"8"
1834,"4"
1835,"5"
1836,"5"
1837,"9"
1838,"4"
1839,"4"
1840,"5"
1841,"2"
1842,"6"
1843,"11"
1844,"8"
1845,"4"
1846,"2"
1847,"1"
1848,"5"
1849,"9"
1850,"1"
1851,"2"
1852,"4"
1853,"1"
1854,"7"
1855,"7"
1856,"6"
1857,"2"
1858,"3"
1859,"2"
1860,"4"
1861,"6"
1862,"1"
1863,"8"
1864,"6"
1865,"4"
1866,"4"
1867,"4"
1868,"3"
1869,"2"
1870,"5"
1871,"2"
1872,"1"
1873,"3"
1874,"5"
1875,"8"
1876,"5"
1877,"1"
1878,"6"
1879,"6"
1880,"3"
1881,"2"
1882,"2"
1883,"5"
1884,"2"
1885,"4"
1886,"3"
1887,"3"
1888,"4"
1889,"0"
1890,"3"
1891,"1"
1892,"2"
1893,"6"
1894,"2"
1895,"3"
1896,"1"
1897,"4"
1898,"5"
1899,"3"
1900,"0"
1901,"3"
1902,"4"
1903,"3"
1904,"3"
1905,"1"
1906,"5"
1907,"2"
1908,"3"
1909,"4"
1910,"2"
1911,"2"
1912,"3"
1913,"2"
1914,"6"
1915,"3"
1916,"2"
1917,"3"
1918,"2"
1919,"1"
1920,"1"
1921,"4"
1922,"3"
1923,"3"
1924,"1"
1925,"1"
1926,"3"
1927,"3"
1928,"4"
1929,"0"
1930,"2"
1931,"1"
1932,"0"
1933,"1"
1934,"2"
1935,"1"
1936,"1"
1937,"1"
1938,"2"
1939,"1"
1940,"2"
1941,"1"
1942,"1"
1943,"2"
1944,"2"
1945,"4"
1946,"1"
1947,"3"
1948,"2"
1949,"2"
1950,"1"
1951,"3"
1952,"1"
1953,"3"
1954,"0"
1955,"0"
1956,"1"
1957,"4"
1958,"2"
1959,"1"
1960,"2"
1961,"0"
1962,"3"
1963,"2"
1964,"3"
1965,"1"
1966,"1"
1967,"0"
1968,"2"
1969,"3"
1970,"1"
1971,"1"
1972,"1"
1973,"2"
1974,"2"
1975,"3"
1976,"2"
1977,"4"
1978,"0"
1979,"3"
1980,"0"
1981,"0"
1982,"3"
1983,"1"
1984,"4"
