Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LP012"
Duration Time,300.431
Ambient Temperature,"107.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"10828221"
Raw Accumulated Counts,"11933652"
Valid Count Last Packet,"33352"
Raw Count Last Packet,"36943"
Live Time,272.729919
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0514
Number of Channels,2048
Vacuum,680
Channel#,Intensity
0,"9309"
1,"7364"
2,"4840"
3,"2839"
4,"1305"
5,"308"
6,"52"
7,"14"
8,"9"
9,"11"
10,"2"
11,"7"
12,"0"
13,"1"
14,"2"
15,"2"
16,"1"
17,"1"
18,"1"
19,"0"
20,"2"
21,"0"
22,"1"
23,"2"
24,"2"
25,"0"
26,"1"
27,"0"
28,"1"
29,"2"
30,"5"
31,"41"
32,"337"
33,"1062"
34,"1648"
35,"2138"
36,"2202"
37,"2331"
38,"2340"
39,"2328"
40,"2290"
41,"2350"
42,"2214"
43,"2201"
44,"2311"
45,"2386"
46,"2325"
47,"2364"
48,"2351"
49,"2304"
50,"2250"
51,"2226"
52,"2178"
53,"2318"
54,"2215"
55,"2114"
56,"2160"
57,"2222"
58,"2148"
59,"2072"
60,"2104"
61,"2147"
62,"2050"
63,"2040"
64,"1891"
65,"1917"
66,"1916"
67,"1807"
68,"1807"
69,"1845"
70,"1943"
71,"1989"
72,"1994"
73,"2037"
74,"2301"
75,"2197"
76,"2292"
77,"2427"
78,"2394"
79,"2386"
80,"2278"
81,"2039"
82,"1971"
83,"2064"
84,"2207"
85,"2405"
86,"2592"
87,"2578"
88,"2459"
89,"2375"
90,"2134"
91,"2033"
92,"2107"
93,"2066"
94,"2298"
95,"2485"
96,"2808"
97,"3196"
98,"3519"
99,"3768"
100,"3681"
101,"3598"
102,"3236"
103,"2888"
104,"2486"
105,"2233"
106,"2091"
107,"2138"
108,"2145"
109,"2279"
110,"2752"
111,"3542"
112,"4787"
113,"6049"
114,"7288"
115,"7845"
116,"7606"
117,"6406"
118,"5275"
119,"4080"
120,"3337"
121,"3091"
122,"3056"
123,"3047"
124,"2965"
125,"3058"
126,"3393"
127,"3866"
128,"4831"
129,"6417"
130,"9178"
131,"12565"
132,"16554"
133,"19819"
134,"21987"
135,"21854"
136,"20290"
137,"17610"
138,"16102"
139,"15604"
140,"16703"
141,"17581"
142,"18239"
143,"18011"
144,"17813"
145,"18411"
146,"19558"
147,"19713"
148,"18884"
149,"16818"
150,"13861"
151,"10625"
152,"7646"
153,"5959"
154,"4999"
155,"4705"
156,"4892"
157,"5306"
158,"6395"
159,"8073"
160,"11833"
161,"17984"
162,"27751"
163,"39397"
164,"50432"
165,"56528"
166,"55614"
167,"48324"
168,"36585"
169,"24980"
170,"15156"
171,"9225"
172,"6197"
173,"5006"
174,"5286"
175,"6672"
176,"8735"
177,"11974"
178,"16280"
179,"22620"
180,"31783"
181,"43834"
182,"56436"
183,"67596"
184,"72471"
185,"68925"
186,"57912"
187,"43722"
188,"29049"
189,"17635"
190,"10375"
191,"6526"
192,"4592"
193,"4127"
194,"4509"
195,"5352"
196,"6877"
197,"8893"
198,"11173"
199,"13331"
200,"14185"
