Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LUK0620"
Duration Time,300.606
Ambient Temperature,"117.0"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"12438761"
Raw Accumulated Counts,"13909841"
Valid Count Last Packet,"38406"
Raw Count Last Packet,"42905"
Live Time,268.576019
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0418
Number of Channels,2048
Vacuum,690
Channel#,Intensity
0,"9161"
1,"7193"
2,"4563"
3,"2785"
4,"1310"
5,"329"
6,"51"
7,"13"
8,"3"
9,"5"
10,"4"
11,"2"
12,"6"
13,"4"
14,"2"
15,"4"
16,"2"
17,"1"
18,"1"
19,"0"
20,"2"
21,"1"
22,"1"
23,"0"
24,"1"
25,"0"
26,"3"
27,"0"
28,"0"
29,"2"
30,"4"
31,"23"
32,"274"
33,"925"
34,"1535"
35,"1896"
36,"2025"
37,"2172"
38,"2118"
39,"2126"
40,"2018"
41,"2059"
42,"2062"
43,"2005"
44,"2144"
45,"2152"
46,"2324"
47,"2375"
48,"2296"
49,"2271"
50,"2209"
51,"2219"
52,"2222"
53,"2264"
54,"2220"
55,"2237"
56,"2176"
57,"2193"
58,"2252"
59,"2278"
60,"2274"
61,"2162"
62,"2152"
63,"2185"
64,"2059"
65,"1982"
66,"1970"
67,"2064"
68,"2044"
69,"1916"
70,"2051"
71,"2042"
72,"2194"
73,"2212"
74,"2172"
75,"2165"
76,"2167"
77,"2034"
78,"2068"
79,"1929"
80,"1998"
81,"1986"
82,"2045"
83,"2158"
84,"2483"
85,"2658"
86,"2938"
87,"3009"
88,"2965"
89,"2818"
90,"2816"
91,"3002"
92,"3383"
93,"4397"
94,"5801"
95,"7516"
96,"9214"
97,"9781"
98,"9116"
99,"7738"
100,"5962"
101,"4409"
102,"3424"
103,"2826"
104,"2662"
105,"2638"
106,"2704"
107,"2856"
108,"2813"
109,"3137"
110,"3382"
111,"3917"
112,"4146"
113,"4793"
114,"4829"
115,"4822"
116,"4704"
117,"4323"
118,"3928"
119,"3814"
120,"3587"
121,"3515"
122,"3538"
123,"3554"
124,"3695"
125,"3832"
126,"4094"
127,"4720"
128,"5640"
129,"7017"
130,"9352"
131,"12703"
132,"16549"
