Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PK50000"
Duration Time,300.22
Ambient Temperature,"111.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"8934128"
Raw Accumulated Counts,"10095219"
Valid Count Last Packet,"88"
Raw Count Last Packet,"154"
Live Time,277.265472
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0176
Number of Channels,2048
Vacuum,1023
Channel#,Intensity
0,"8109"
1,"6490"
2,"3962"
3,"2247"
4,"1010"
5,"245"
6,"28"
7,"7"
8,"6"
9,"2"
10,"4"
11,"1"
12,"2"
13,"0"
14,"2"
15,"1"
16,"1"
17,"2"
18,"4"
19,"1"
20,"0"
21,"1"
22,"1"
23,"0"
24,"2"
25,"1"
26,"0"
27,"1"
28,"2"
29,"0"
30,"1"
31,"17"
32,"146"
33,"519"
34,"987"
35,"1139"
36,"1287"
37,"1304"
38,"1375"
39,"1246"
40,"1235"
41,"1264"
42,"1350"
43,"1306"
44,"1322"
45,"1429"
46,"1396"
47,"1459"
48,"1508"
49,"1378"
50,"1343"
51,"1300"
52,"1306"
53,"1425"
54,"1414"
55,"1325"
56,"1400"
57,"1362"
58,"1313"
59,"1300"
60,"1292"
61,"1371"
62,"1253"
63,"1320"
64,"1259"
65,"1288"
66,"1187"
67,"1228"
68,"1239"
69,"1210"
70,"1230"
71,"1337"
72,"1409"
73,"1388"
74,"1515"
75,"1638"
76,"1673"
77,"1856"
78,"1895"
79,"1740"
80,"1699"
81,"1579"
82,"1591"
83,"1647"
84,"1790"
85,"2108"
86,"2259"
87,"2380"
88,"2206"
89,"1988"
90,"1767"
91,"1593"
92,"1542"
93,"1349"
94,"1421"
95,"1317"
96,"1366"
97,"1311"
98,"1294"
99,"1399"
100,"1353"
101,"1414"
102,"1472"
103,"1431"
104,"1384"
105,"1386"
106,"1390"
107,"1448"
108,"1464"
109,"1469"
110,"1531"
111,"1576"
112,"1757"
113,"1876"
114,"2011"
115,"2163"
116,"2263"
117,"2218"
118,"2087"
119,"2028"
120,"1946"
121,"1944"
122,"1960"
123,"2077"
124,"2120"
125,"2227"
126,"2399"
127,"2747"
128,"3240"
129,"4184"
130,"5788"
131,"8036"
132,"10764"
133,"13562"
134,"15953"
135,"16995"
136,"16915"
137,"16058"
138,"15271"
139,"14752"
140,"14547"
141,"14497"
142,"14053"
143,"13619"
144,"13047"
145,"13007"
146,"13339"
147,"13753"
148,"13293"
149,"11982"
150,"10166"
151,"8036"
152,"6128"
153,"4761"
154,"4189"
155,"3984"
156,"4127"
157,"4664"
158,"5416"
159,"7095"
160,"10146"
161,"15668"
162,"24222"
163,"35451"
164,"46915"
165,"53699"
166,"54897"
167,"48838"
168,"38732"
169,"27684"
170,"18544"
171,"12444"
172,"9268"
173,"7465"
174,"6867"
175,"7005"
176,"7734"
177,"9021"
178,"10653"
179,"11684"
180,"11903"
181,"11340"
182,"10401"
183,"9077"
184,"7563"
185,"6619"
186,"5665"
187,"4885"
188,"4315"
189,"3953"
190,"3642"
191,"3501"
192,"3667"
193,"3810"
194,"3739"
195,"3908"
196,"3967"
197,"3931"
198,"4041"
199,"3956"
200,"4007"
201,"4087"
202,"4040"
203,"4135"
204,"4447"
205,"4460"
206,"4600"
207,"4790"
208,"5010"
209,"5098"
210,"5225"
211,"5398"
212,"5816"
213,"6250"
214,"6682"
215,"8163"
216,"10460"
217,"15885"
218,"27807"
219,"51736"
220,"94773"
221,"162041"
222,"252727"
223,"355799"
224,"442222"
225,"490467"
226,"483668"
227,"423335"
228,"329652"
229,"226720"
230,"140528"
231,"78060"
232,"40358"
233,"20500"
234,"10942"
235,"7273"
236,"6277"
237,"6297"
238,"7371"
239,"9746"
240,"13950"
241,"21226"
242,"31713"
243,"45493"
244,"61662"
245,"75486"
246,"83566"
247,"83815"
248,"75313"
249,"60986"
250,"44608"
251,"29815"
252,"18473"
253,"11306"
254,"6828"
255,"4694"
256,"3612"
257,"3361"
258,"3223"
259,"3168"
260,"3159"
261,"3147"
262,"3166"
263,"3169"
264,"3250"
265,"3139"
266,"3367"
267,"3268"
268,"3399"
269,"3446"
270,"3462"
271,"3503"
272,"3534"
273,"3566"
274,"3535"
275,"3445"
276,"3448"
277,"3427"
278,"3439"
279,"3342"
280,"3388"
281,"3396"
282,"3499"
283,"3488"
284,"3506"
285,"3472"
286,"3582"
287,"3545"
288,"3515"
289,"3671"
290,"3912"
291,"4116"
292,"4216"
293,"4329"
294,"4449"
295,"4511"
296,"4485"
297,"4302"
298,"4204"
299,"4115"
300,"4033"
301,"3894"
302,"3829"
303,"3860"
304,"3834"
305,"4122"
306,"4019"
307,"4069"
308,"4310"
309,"4559"
310,"5079"
311,"6341"
312,"8330"
313,"11871"
314,"17978"
315,"26184"
316,"37812"
317,"50142"
318,"61757"
319,"70462"
320,"73465"
321,"68669"
322,"59305"
323,"47378"
324,"34630"
325,"23840"
326,"15687"
327,"10108"
328,"7095"
329,"5374"
330,"4579"
331,"4269"
332,"4254"
333,"4068"
334,"4233"
335,"4151"
336,"4247"
337,"4243"
338,"4322"
339,"4313"
340,"4399"
341,"4542"
342,"4599"
343,"4894"
344,"5112"
345,"5603"
346,"6255"
347,"7534"
348,"9017"
349,"10462"
350,"12328"
351,"13950"
352,"15091"
353,"15076"
354,"14468"
355,"13153"
356,"11489"
357,"9912"
358,"8492"
359,"7565"
360,"7309"
361,"7081"
362,"7282"
363,"7440"
364,"7823"
365,"7996"
366,"8309"
367,"8699"
368,"9195"
369,"9672"
370,"10342"
371,"10953"
372,"11645"
373,"11543"
374,"11306"
375,"10517"
376,"9456"
377,"8137"
378,"6903"
379,"5824"
380,"5074"
381,"4386"
382,"4181"
383,"3878"
384,"3779"
385,"3799"
386,"3820"
387,"3930"
388,"3970"
389,"3909"
390,"4062"
391,"4141"
392,"4064"
393,"4297"
394,"4339"
395,"4302"
396,"4269"
397,"4357"
398,"4450"
399,"4704"
400,"4764"
401,"4901"
