Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"DIVCAS009"
Duration Time,300.841
Ambient Temperature,"106.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"17555414"
Raw Accumulated Counts,"20729800"
Valid Count Last Packet,"54266"
Raw Count Last Packet,"64537"
Live Time,254.246948
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0379
Number of Channels,2048
Vacuum,688
Channel#,Intensity
0,"8668"
1,"6879"
2,"4396"
3,"2798"
4,"1325"
5,"282"
6,"46"
7,"12"
8,"13"
9,"13"
10,"4"
11,"5"
12,"2"
13,"0"
14,"2"
15,"2"
16,"2"
17,"4"
18,"2"
19,"2"
20,"2"
21,"2"
22,"2"
23,"0"
24,"1"
25,"2"
26,"2"
27,"2"
28,"1"
29,"0"
30,"2"
31,"40"
32,"369"
33,"1144"
34,"1858"
35,"2197"
36,"2442"
37,"2515"
38,"2493"
39,"2485"
40,"2365"
41,"2412"
42,"2437"
43,"2470"
44,"2454"
45,"2432"
46,"2599"
47,"2612"
48,"2534"
49,"2559"
50,"2500"
51,"2465"
52,"2486"
53,"2432"
54,"2426"
55,"2340"
56,"2345"
57,"2344"
58,"2417"
59,"2367"
60,"2404"
61,"2325"
62,"2270"
63,"2158"
64,"2155"
65,"2118"
66,"2172"
67,"2165"
68,"2148"
69,"2107"
70,"2138"
71,"2129"
72,"2351"
73,"2325"
74,"2372"
75,"2287"
76,"2231"
77,"2221"
78,"2150"
79,"2121"
80,"2077"
81,"2124"
82,"2176"
83,"2316"
84,"2661"
85,"2937"
86,"3193"
87,"3259"
88,"3013"
89,"2826"
90,"2665"
91,"2593"
92,"2765"
93,"2938"
94,"3578"
95,"4277"
96,"4889"
97,"5105"
98,"4871"
99,"4373"
100,"3801"
101,"3107"
102,"2635"
103,"2475"
104,"2307"
105,"2396"
106,"2506"
107,"2460"
108,"2550"
109,"2684"
110,"2817"
111,"3122"
112,"3460"
113,"3858"
114,"4136"
115,"4219"
116,"4113"
117,"3887"
118,"3656"
119,"3500"
120,"3199"
121,"3153"
122,"3098"
123,"3257"
124,"3481"
125,"3478"
126,"3773"
127,"4230"
128,"5219"
129,"6742"
130,"9189"
131,"12268"
132,"15924"
133,"19493"
134,"21520"
135,"21538"
136,"19930"
137,"17554"
138,"16123"
139,"15846"
140,"16423"
141,"17390"
142,"18038"
143,"17802"
144,"18021"
145,"18439"
146,"19145"
147,"19768"
148,"19302"
149,"17166"
150,"14015"
151,"10886"
152,"8543"
153,"6548"
154,"5690"
155,"5379"
156,"5352"
157,"5566"
158,"5761"
159,"5969"
160,"6066"
161,"6288"
162,"6767"
163,"7461"
164,"8229"
165,"8609"
166,"8718"
167,"8368"
168,"7430"
169,"6728"
170,"6050"
171,"5713"
172,"5493"
173,"5861"
174,"6353"
175,"7835"
176,"10238"
177,"16312"
178,"29230"
179,"52353"
180,"92569"
181,"146610"
182,"207863"
183,"260479"
184,"285586"
185,"275788"
186,"232828"
187,"173273"
188,"114138"
189,"66534"
