Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MA1202256"
Duration Time,300.919
Ambient Temperature,"97.4"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"14386710"
Raw Accumulated Counts,"16440337"
Valid Count Last Packet,"44075"
Raw Count Last Packet,"50500"
Live Time,262.950073
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.085
Number of Channels,2048
Vacuum,681
Channel#,Intensity
0,"8933"
1,"6938"
2,"4593"
3,"3193"
4,"1401"
5,"287"
6,"47"
7,"9"
8,"10"
9,"5"
10,"7"
11,"4"
12,"5"
13,"3"
14,"4"
15,"1"
16,"4"
17,"1"
18,"0"
19,"2"
20,"2"
21,"0"
22,"0"
23,"1"
24,"0"
25,"3"
26,"3"
27,"1"
28,"1"
29,"2"
30,"7"
31,"56"
32,"532"
33,"1553"
34,"2343"
35,"2804"
36,"3118"
37,"3155"
38,"3234"
39,"3136"
40,"3018"
41,"3049"
42,"2973"
43,"3049"
44,"3141"
45,"3159"
46,"3165"
47,"3175"
48,"3135"
49,"3101"
50,"3072"
51,"3056"
52,"2995"
53,"3038"
54,"3133"
55,"2995"
56,"3023"
57,"3072"
58,"3022"
59,"2972"
60,"2918"
61,"2986"
62,"2916"
63,"2714"
64,"2650"
65,"2724"
66,"2652"
67,"2687"
68,"2630"
69,"2622"
70,"2621"
71,"2699"
72,"2665"
73,"2720"
74,"2760"
75,"2739"
76,"2649"
77,"2626"
78,"2510"
79,"2453"
80,"2438"
81,"2578"
82,"2525"
83,"2699"
84,"2756"
85,"2940"
86,"3122"
87,"3135"
88,"2976"
89,"3040"
90,"3000"
91,"3228"
92,"3798"
93,"4499"
94,"5796"
95,"7450"
96,"8604"
97,"9282"
98,"8521"
99,"7372"
100,"5815"
101,"4401"
102,"3573"
103,"3161"
104,"3032"
105,"2939"
106,"3013"
107,"2994"
108,"3162"
109,"3297"
110,"3616"
111,"4100"
112,"4581"
113,"4964"
114,"5095"
115,"5150"
116,"4937"
117,"4588"
118,"4186"
119,"4005"
120,"3729"
121,"3876"
122,"3763"
123,"3907"
124,"3905"
125,"4108"
126,"4287"
127,"4784"
128,"5958"
129,"7369"
130,"9602"
131,"13457"
132,"17218"
133,"20992"
134,"23003"
135,"23269"
136,"21351"
137,"18787"
138,"17282"
139,"17294"
140,"17824"
141,"19015"
142,"19371"
143,"19445"
144,"19630"
145,"19774"
146,"21089"
147,"21431"
148,"20344"
149,"18453"
150,"15516"
151,"12209"
152,"9678"
153,"7830"
154,"6826"
155,"6737"
156,"6764"
157,"7087"
158,"7210"
159,"7009"
160,"7114"
161,"6951"
162,"6730"
163,"6845"
164,"6888"
165,"6976"
166,"7151"
167,"7333"
168,"7326"
169,"7394"
170,"7744"
171,"8020"
172,"8308"
173,"9281"
174,"10364"
175,"12938"
176,"19015"
177,"32392"
178,"60785"
179,"115419"
180,"204705"
181,"325229"
182,"461884"
183,"576389"
184,"631806"
185,"608170"
186,"512553"
187,"377783"
188,"246241"
189,"142230"
190,"74824"
191,"37313"
192,"20766"
193,"15877"
194,"18112"
195,"26086"
196,"39953"
197,"58447"
198,"79362"
199,"97562"
200,"107489"
201,"104647"
202,"90094"
203,"68989"
204,"47740"
205,"29379"
206,"17001"
207,"9798"
208,"6117"
209,"4484"
210,"3568"
211,"3514"
212,"3374"
213,"3219"
214,"3423"
215,"3427"
216,"3385"
217,"3438"
218,"3576"
219,"3682"
220,"3933"
221,"4066"
222,"4070"
223,"4353"
224,"4543"
225,"4532"
226,"4412"
227,"4277"
228,"4161"
229,"4043"
230,"3855"
231,"3927"
232,"3901"
233,"3879"
234,"3906"
235,"3802"
236,"3979"
237,"4096"
238,"4086"
239,"4020"
240,"4087"
241,"4245"
242,"4228"
243,"4324"
244,"4300"
245,"4333"
246,"4377"
247,"4400"
248,"4322"
249,"4244"
250,"4364"
251,"4433"
252,"4460"
253,"4482"
254,"4577"
255,"4466"
256,"4476"
257,"4688"
258,"4536"
259,"4593"
260,"4715"
261,"4738"
262,"4689"
263,"4813"
264,"4808"
265,"4903"
266,"5083"
267,"4990"
268,"5014"
269,"5207"
270,"5288"
271,"5190"
272,"5388"
273,"5338"
274,"5188"
275,"5328"
276,"5405"
277,"5406"
278,"5336"
279,"5394"
280,"5431"
281,"5647"
282,"5650"
283,"5805"
284,"5677"
285,"5666"
286,"5895"
287,"5928"
288,"5917"
289,"6005"
290,"6157"
291,"6283"
292,"6325"
293,"6493"
294,"6563"
295,"6528"
296,"6573"
297,"6521"
298,"6424"
299,"6348"
300,"6376"
301,"6431"
302,"6388"
303,"6426"
304,"6581"
305,"6520"
306,"6537"
307,"6741"
308,"6943"
309,"7102"
310,"7182"
311,"7603"
312,"7812"
313,"8207"
314,"8746"
315,"9330"
316,"10144"
317,"10857"
318,"11393"
319,"11681"
320,"11199"
321,"11180"
322,"10284"
323,"9460"
324,"8422"
325,"7962"
326,"7658"
327,"7153"
328,"6994"
329,"7093"
330,"7160"
331,"6905"
332,"7104"
333,"7179"
334,"7199"
335,"7443"
336,"7339"
337,"7577"
338,"7689"
339,"7776"
340,"7747"
341,"8079"
342,"8115"
343,"8263"
344,"8244"
345,"8247"
346,"8522"
347,"8216"
348,"8411"
349,"8629"
350,"8819"
351,"8829"
352,"9018"
353,"9089"
354,"9451"
355,"9574"
356,"9747"
357,"10444"
358,"11151"
359,"12011"
360,"12787"
361,"14068"
362,"14781"
363,"15706"
364,"16476"
365,"17249"
366,"18057"
367,"18821"
368,"19259"
369,"20602"
370,"21985"
371,"22507"
372,"23082"
373,"22300"
374,"20724"
375,"19013"
376,"16483"
377,"13863"
378,"11854"
379,"10130"
380,"8931"
381,"8282"
382,"7817"
383,"7552"
384,"7608"
385,"7657"
386,"7632"
387,"7601"
388,"7539"
389,"7508"
390,"7420"
391,"7494"
392,"7703"
393,"7570"
394,"7700"
395,"8067"
396,"8008"
397,"8522"
398,"8839"
399,"8966"
400,"9225"
