Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PK-58954"
Duration Time,300.7
Ambient Temperature,"109.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"11505898"
Raw Accumulated Counts,"12758833"
Valid Count Last Packet,"35317"
Raw Count Last Packet,"39236"
Live Time,271.291962
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0022
Number of Channels,2048
Vacuum,681
Channel#,Intensity
0,"9329"
1,"7172"
2,"4598"
3,"2717"
4,"1303"
5,"347"
6,"44"
7,"16"
8,"6"
9,"5"
10,"3"
11,"4"
12,"7"
13,"3"
14,"2"
15,"0"
16,"2"
17,"1"
18,"3"
19,"1"
20,"0"
21,"2"
22,"1"
23,"0"
24,"0"
25,"0"
26,"1"
27,"1"
28,"2"
29,"3"
30,"3"
31,"31"
32,"246"
33,"866"
34,"1504"
35,"1918"
36,"2058"
37,"2035"
38,"2067"
39,"2021"
40,"2015"
41,"1967"
42,"2107"
43,"2066"
44,"2107"
45,"2085"
46,"2139"
47,"2184"
48,"2183"
49,"2091"
50,"2047"
51,"1957"
52,"1874"
53,"1925"
54,"2014"
55,"1921"
56,"1980"
57,"1912"
58,"1813"
59,"1943"
60,"1853"
61,"1887"
62,"1871"
63,"1854"
64,"1673"
65,"1695"
66,"1579"
67,"1663"
68,"1631"
69,"1632"
70,"1609"
71,"1766"
72,"1692"
73,"1851"
74,"1891"
75,"1853"
76,"1869"
77,"1819"
78,"1868"
79,"1784"
80,"1829"
81,"1842"
82,"1985"
83,"2339"
84,"2904"
85,"3721"
86,"4387"
87,"4549"
88,"4248"
89,"3514"
90,"2731"
91,"2236"
92,"1926"
93,"1743"
94,"1694"
95,"1613"
96,"1574"
97,"1714"
98,"1616"
99,"1596"
100,"1629"
101,"1634"
102,"1650"
103,"1596"
104,"1624"
105,"1550"
106,"1538"
107,"1648"
108,"1602"
109,"1628"
110,"1731"
111,"1852"
112,"2022"
113,"2276"
114,"2417"
115,"2649"
116,"2685"
117,"2566"
118,"2505"
119,"2333"
120,"2305"
121,"2238"
122,"2255"
123,"2309"
124,"2442"
125,"2467"
126,"2758"
127,"3222"
128,"4052"
129,"5430"
130,"7537"
131,"10637"
132,"14595"
133,"18016"
134,"20890"
135,"21572"
136,"20200"
137,"17972"
138,"15817"
139,"15055"
140,"15834"
141,"16816"
142,"17321"
143,"17721"
144,"17211"
145,"17749"
146,"18562"
147,"19215"
148,"18924"
149,"17021"
150,"13929"
151,"10806"
152,"7989"
153,"5627"
154,"4610"
155,"4059"
156,"4011"
157,"4237"
158,"4635"
159,"5087"
160,"6079"
161,"8314"
162,"11469"
163,"15614"
164,"20019"
165,"23486"
166,"23862"
167,"21542"
168,"17613"
169,"12565"
170,"8603"
171,"5654"
172,"4020"
173,"3245"
174,"3143"
175,"3367"
176,"4055"
177,"4834"
178,"5442"
179,"6455"
180,"6960"
181,"7551"
182,"8152"
183,"8487"
184,"8485"
185,"8383"
186,"7474"
187,"6355"
188,"5118"
189,"4215"
190,"3507"
191,"3186"
192,"2922"
193,"2882"
194,"2974"
195,"3114"
196,"3317"
197,"3411"
198,"3537"
199,"3632"
200,"3947"
201,"3998"
202,"3901"
203,"3889"
204,"3747"
205,"3525"
206,"3476"
207,"3350"
208,"3331"
209,"3354"
210,"3492"
211,"3511"
212,"3505"
213,"3648"
214,"3537"
215,"3778"
216,"3795"
217,"4052"
218,"4370"
219,"4892"
220,"5923"
221,"7503"
222,"9415"
223,"11824"
224,"13472"
225,"14771"
226,"14625"
227,"13572"
228,"11922"
229,"9917"
230,"8262"
231,"7147"
232,"6654"
233,"6144"
234,"5739"
235,"5392"
236,"5233"
237,"4999"
238,"5165"
239,"5241"
240,"5159"
241,"5655"
242,"5869"
243,"6261"
244,"6458"
245,"7004"
246,"7258"
247,"7209"
248,"7277"
249,"6982"
250,"6544"
