Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LA5"
Duration Time,300.155
Ambient Temperature,"105.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"31046294"
Raw Accumulated Counts,"45360229"
Valid Count Last Packet,"92405"
Raw Count Last Packet,"135815"
Live Time,203.997955
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0313
Number of Channels,2048
Vacuum,687
Channel#,Intensity
0,"6727"
1,"5390"
2,"3706"
3,"2705"
4,"1170"
5,"270"
6,"69"
7,"21"
8,"15"
9,"13"
10,"9"
11,"6"
12,"7"
13,"3"
14,"5"
15,"1"
16,"1"
17,"1"
18,"4"
19,"0"
20,"3"
21,"1"
22,"6"
23,"2"
24,"1"
25,"2"
26,"0"
27,"2"
28,"1"
29,"2"
30,"22"
31,"193"
32,"940"
33,"2295"
34,"3427"
35,"3692"
36,"4012"
37,"4022"
38,"3995"
39,"3923"
40,"3872"
41,"3880"
42,"3850"
43,"3889"
44,"3894"
45,"3865"
46,"3872"
47,"3953"
48,"3816"
49,"3640"
50,"3682"
51,"3740"
52,"3641"
53,"3680"
54,"3482"
55,"3467"
56,"3433"
57,"3495"
58,"3373"
59,"3351"
60,"3369"
61,"3434"
62,"3342"
63,"3261"
64,"3135"
65,"3141"
66,"3068"
67,"3152"
68,"3140"
69,"3187"
70,"3285"
71,"3366"
72,"3405"
73,"3590"
74,"3492"
75,"3455"
76,"3390"
77,"3275"
78,"3186"
79,"3356"
80,"3194"
81,"3313"
82,"3785"
83,"4486"
84,"5553"
85,"6498"
86,"7137"
87,"7175"
88,"6612"
89,"5591"
90,"4583"
91,"3895"
92,"3503"
93,"3457"
94,"3449"
95,"3505"
96,"3602"
97,"3760"
98,"3760"
99,"3883"
100,"3698"
101,"3610"
102,"3485"
103,"3458"
104,"3236"
105,"3149"
106,"3145"
107,"3202"
108,"3323"
109,"3383"
110,"3461"
111,"3627"
112,"4070"
113,"4304"
114,"4737"
115,"4910"
116,"4872"
117,"4609"
118,"4347"
119,"4172"
120,"3813"
121,"3820"
122,"3843"
123,"3971"
124,"3964"
125,"4142"
126,"4385"
127,"4699"
128,"5476"
129,"6632"
130,"8751"
131,"11367"
132,"14289"
133,"17144"
134,"19059"
135,"18624"
136,"17752"
137,"15593"
138,"14333"
139,"13876"
140,"14375"
141,"15067"
142,"15510"
143,"15386"
144,"15414"
145,"15712"
146,"16395"
147,"16501"
148,"16148"
149,"14661"
150,"12392"
151,"9837"
152,"7722"
153,"6265"
154,"5647"
155,"5167"
156,"5147"
157,"5290"
158,"5422"
159,"5701"
160,"6028"
161,"6696"
162,"7455"
163,"8518"
164,"9734"
165,"10556"
166,"10453"
167,"9463"
168,"7996"
169,"6765"
170,"5834"
171,"4962"
172,"4745"
173,"4747"
174,"4680"
175,"4915"
176,"5778"
177,"7001"
178,"9657"
179,"13775"
180,"20867"
181,"30128"
182,"40029"
183,"49165"
184,"53189"
185,"50743"
186,"43715"
187,"33722"
188,"23702"
189,"15550"
190,"10169"
191,"7294"
192,"6130"
193,"5556"
194,"5857"
195,"6405"
196,"7519"
197,"9074"
198,"10675"
199,"11869"
200,"12772"
201,"12936"
202,"11913"
203,"10533"
204,"9256"
205,"8615"
206,"7843"
207,"7272"
208,"6871"
209,"6584"
210,"6415"
211,"5933"
212,"5861"
213,"5591"
214,"5670"
215,"5899"
216,"5832"
217,"5959"
218,"6338"
219,"6978"
220,"7633"
221,"8872"
222,"10115"
223,"11242"
224,"12019"
225,"12804"
226,"12862"
227,"12980"
228,"12730"
229,"13320"
230,"13828"
231,"14427"
232,"14953"
233,"14759"
234,"13634"
235,"12360"
236,"10539"
237,"9750"
238,"9022"
239,"8674"
240,"8829"
241,"9350"
242,"9817"
243,"10395"
244,"11587"
245,"12418"
246,"12913"
247,"13259"
248,"13054"
249,"12274"
250,"11261"
251,"10297"
252,"9546"
253,"9132"
254,"8903"
255,"8724"
256,"9021"
257,"8858"
258,"9134"
259,"9483"
260,"9621"
261,"9694"
262,"9813"
263,"10140"
264,"10178"
265,"10361"
266,"10641"
267,"11035"
268,"11222"
269,"11390"
270,"11450"
271,"11794"
272,"11767"
273,"11770"
274,"11727"
275,"11489"
276,"11509"
277,"11641"
278,"11806"
279,"12112"
280,"12264"
281,"12800"
282,"12892"
283,"14060"
284,"15695"
285,"18800"
286,"25706"
287,"38950"
288,"62428"
289,"99679"
290,"151086"
291,"214266"
292,"280331"
293,"332567"
294,"361625"
295,"357196"
296,"320745"
297,"261172"
298,"196252"
299,"135665"
300,"88953"
301,"57103"
302,"37882"
303,"28186"
304,"23925"
305,"22914"
306,"23828"
307,"26311"
308,"30733"
309,"40170"
310,"60050"
311,"100029"
312,"175771"
313,"311047"
314,"522956"
315,"822816"
316,"1192304"
317,"1582295"
318,"1916216"
319,"2120945"
320,"2141885"
321,"1968657"
322,"1654998"
323,"1273031"
324,"899966"
325,"589616"
326,"361167"
327,"209015"
328,"117133"
329,"66529"
330,"38887"
331,"25504"
332,"18496"
333,"15055"
334,"13808"
335,"13066"
336,"12899"
337,"13219"
338,"13431"
339,"14348"
340,"14947"
341,"17053"
342,"19845"
343,"24540"
344,"32770"
345,"46480"
346,"67985"
347,"100173"
348,"141496"
349,"187689"
350,"233989"
351,"270032"
352,"287954"
353,"283373"
354,"256100"
355,"212207"
356,"163489"
357,"116323"
358,"77913"
359,"49503"
360,"31035"
361,"19850"
362,"14233"
363,"11485"
364,"10263"
365,"9919"
366,"9930"
367,"10186"
368,"10662"
369,"11168"
370,"11949"
371,"12837"
372,"13194"
373,"13175"
374,"12627"
375,"11485"
376,"10201"
377,"8709"
378,"7589"
379,"6453"
380,"5541"
381,"5316"
382,"4875"
383,"4584"
384,"4568"
385,"4526"
386,"4564"
387,"4505"
388,"4446"
389,"4626"
390,"4595"
391,"4641"
392,"4590"
393,"4900"
394,"5072"
395,"5416"
396,"5864"
397,"6636"
398,"7479"
399,"8092"
400,"8869"
401,"9250"
402,"9358"
403,"8850"
404,"8466"
405,"7807"
406,"7179"
407,"6409"
408,"5879"
409,"5833"
410,"5583"
411,"5449"
412,"5578"
413,"5463"
414,"5200"
415,"5105"
416,"4961"
417,"4781"
418,"4606"
419,"4413"
420,"4291"
421,"4337"
422,"4347"
423,"4375"
424,"4498"
425,"4728"
426,"4875"
427,"5208"
428,"5560"
429,"5892"
430,"6086"
431,"6271"
432,"6162"
433,"5971"
434,"5663"
435,"5490"
436,"5048"
437,"4805"
438,"4609"
439,"4631"
440,"4578"
441,"4612"
442,"4687"
443,"4809"
444,"4852"
445,"4865"
446,"4976"
447,"4840"
448,"4729"
449,"4616"
450,"4434"
451,"4396"
452,"4378"
453,"4350"
454,"4495"
455,"4448"
456,"4492"
457,"4544"
458,"4439"
459,"4488"
460,"4522"
461,"4549"
462,"4511"
463,"4610"
464,"4420"
465,"4443"
466,"4463"
467,"4517"
468,"4459"
469,"4621"
470,"4463"
471,"4531"
472,"4477"
473,"4460"
474,"4678"
475,"4580"
476,"4756"
477,"4721"
478,"4726"
479,"4813"
480,"4708"
481,"4721"
482,"4594"
483,"4559"
