Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WNW0101503"
Duration Time,300.63
Ambient Temperature,"107.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"28268127"
Raw Accumulated Counts,"39423736"
Valid Count Last Packet,"82038"
Raw Count Last Packet,"115343"
Live Time,214.539047
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0383
Number of Channels,2048
Vacuum,691
Channel#,Intensity
0,"6779"
1,"5387"
2,"4103"
3,"2754"
4,"1065"
5,"238"
6,"49"
7,"25"
8,"13"
9,"6"
10,"15"
11,"6"
12,"8"
13,"4"
14,"5"
15,"7"
16,"2"
17,"3"
18,"3"
19,"5"
20,"3"
21,"5"
22,"4"
23,"5"
24,"3"
25,"1"
26,"0"
27,"1"
28,"7"
29,"5"
30,"36"
31,"331"
32,"1183"
33,"2668"
34,"3519"
35,"3948"
36,"4105"
37,"4119"
38,"4115"
39,"4130"
40,"4084"
41,"4205"
42,"4404"
43,"4473"
44,"4306"
45,"4183"
46,"4056"
47,"3752"
48,"3643"
49,"3547"
50,"3485"
51,"3336"
52,"3572"
53,"3475"
54,"3499"
55,"3447"
56,"3474"
57,"3444"
58,"3444"
59,"3373"
60,"3497"
61,"3479"
62,"3440"
63,"3353"
64,"3349"
65,"3281"
66,"3239"
67,"3330"
68,"3297"
69,"3331"
70,"3654"
71,"3704"
72,"4051"
73,"4280"
74,"4427"
75,"4423"
76,"4182"
77,"3929"
78,"3720"
79,"3377"
80,"3418"
81,"3319"
82,"3451"
83,"3706"
84,"4099"
85,"4585"
86,"4835"
87,"4850"
88,"4503"
89,"4391"
90,"3995"
91,"3986"
92,"4060"
93,"4352"
94,"5027"
95,"5630"
96,"6033"
97,"6234"
98,"6137"
99,"5667"
100,"5187"
101,"4749"
102,"4555"
103,"4488"
104,"4489"
105,"4695"
106,"4960"
107,"5509"
108,"6767"
109,"9434"
110,"14774"
111,"23771"
112,"36579"
113,"51946"
114,"63892"
115,"67768"
116,"63103"
117,"50632"
118,"36132"
119,"23696"
120,"15786"
121,"12169"
122,"10638"
123,"10627"
124,"11104"
125,"12576"
126,"16799"
127,"24848"
128,"36584"
129,"48539"
130,"58595"
131,"62183"
132,"59214"
133,"51396"
134,"41478"
135,"31845"
136,"24706"
137,"20149"
138,"18045"
139,"17794"
140,"18596"
141,"18790"
142,"18410"
143,"17213"
144,"16131"
145,"15686"
146,"16105"
147,"16097"
148,"15285"
149,"13471"
150,"11583"
151,"9181"
152,"7156"
153,"5864"
154,"5158"
155,"4967"
156,"4966"
157,"5172"
158,"5506"
159,"5484"
160,"5807"
161,"6382"
162,"6996"
163,"8119"
164,"9232"
165,"9843"
166,"9712"
167,"9212"
168,"8008"
169,"7043"
170,"6089"
171,"5676"
172,"5491"
173,"5564"
174,"6378"
175,"7579"
176,"10534"
177,"17215"
178,"30497"
179,"54870"
180,"94799"
181,"147011"
182,"204400"
183,"253053"
184,"275108"
185,"264082"
186,"224493"
187,"167574"
188,"110864"
189,"66007"
190,"36230"
191,"19419"
192,"11730"
193,"9234"
194,"9995"
195,"13026"
196,"18686"
197,"26508"
198,"34863"
199,"42452"
200,"45674"
201,"45123"
202,"39545"
203,"31285"
204,"22189"
205,"15038"
206,"9508"
207,"6265"
208,"4423"
209,"3705"
210,"3360"
211,"3207"
212,"3239"
213,"3250"
214,"3207"
215,"3175"
216,"3131"
217,"3347"
218,"3304"
219,"3619"
220,"3599"
221,"3726"
222,"3856"
223,"4083"
224,"4084"
225,"4305"
226,"4030"
227,"3894"
228,"3982"
229,"3745"
230,"3477"
231,"3474"
232,"3451"
233,"3428"
234,"3485"
235,"3443"
236,"3545"
237,"3589"
238,"3661"
239,"3559"
240,"3655"
241,"3673"
242,"3816"
243,"3779"
244,"3771"
245,"3906"
246,"3733"
247,"3907"
248,"3857"
249,"3759"
250,"3935"
251,"3830"
252,"3887"
253,"3814"
254,"3926"
255,"3947"
256,"3975"
257,"4030"
258,"4140"
259,"4102"
260,"4106"
261,"4050"
262,"4146"
263,"4185"
264,"4191"
265,"4231"
266,"4261"
267,"4418"
268,"4388"
269,"4527"
270,"4460"
271,"4521"
272,"4590"
273,"4641"
274,"4659"
275,"4654"
