Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PM-374"
Duration Time,300.64
Ambient Temperature,"115.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"24179039"
Raw Accumulated Counts,"31171152"
Valid Count Last Packet,"73540"
Raw Count Last Packet,"94555"
Live Time,232.410950
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0154
Number of Channels,2048
Vacuum,684
Channel#,Intensity
0,"7970"
1,"5940"
2,"3878"
3,"2481"
4,"1204"
5,"284"
6,"53"
7,"27"
8,"13"
9,"11"
10,"8"
11,"9"
12,"6"
13,"2"
14,"1"
15,"4"
16,"2"
17,"2"
18,"4"
19,"3"
20,"4"
21,"4"
22,"6"
23,"2"
24,"0"
25,"2"
26,"0"
27,"0"
28,"2"
29,"7"
30,"6"
31,"48"
32,"394"
33,"1230"
34,"1903"
35,"2308"
36,"2542"
37,"2533"
38,"2593"
39,"2428"
40,"2393"
41,"2422"
42,"2368"
43,"2382"
44,"2441"
45,"2407"
46,"2440"
47,"2534"
48,"2524"
49,"2382"
50,"2300"
51,"2288"
52,"2295"
53,"2269"
54,"2282"
55,"2263"
56,"2210"
57,"2172"
58,"2227"
59,"2201"
60,"2290"
61,"2186"
62,"2085"
63,"2095"
64,"2060"
65,"1985"
66,"2031"
67,"2065"
68,"1953"
69,"1988"
70,"2042"
71,"2045"
72,"2085"
73,"2108"
74,"2270"
75,"2160"
76,"2151"
77,"2050"
78,"1992"
79,"2041"
80,"2022"
81,"2115"
82,"2433"
83,"2862"
84,"3597"
85,"4480"
86,"5038"
87,"5233"
88,"4712"
89,"3869"
90,"3214"
91,"2619"
92,"2314"
93,"2148"
94,"2040"
95,"2068"
96,"2122"
97,"2211"
98,"2148"
99,"2290"
100,"2350"
101,"2428"
102,"2334"
103,"2284"
104,"2270"
105,"2120"
106,"2251"
107,"2181"
108,"2226"
109,"2288"
110,"2463"
111,"2728"
112,"2995"
113,"3527"
114,"3937"
115,"4162"
116,"4047"
117,"3944"
118,"3537"
119,"3267"
120,"3031"
121,"2852"
122,"2877"
123,"2855"
124,"2961"
125,"3032"
126,"3252"
127,"3594"
128,"4251"
129,"5434"
130,"7277"
131,"10027"
132,"13318"
133,"16801"
134,"18808"
135,"19339"
136,"17958"
137,"15553"
138,"13739"
139,"12859"
140,"13186"
141,"13875"
142,"14085"
143,"14220"
144,"14393"
145,"15301"
146,"16045"
147,"16744"
148,"16383"
149,"14856"
150,"12392"
151,"9579"
152,"7093"
153,"5429"
154,"4352"
155,"3959"
156,"4062"
157,"4176"
158,"4254"
159,"4073"
160,"4022"
161,"3933"
162,"3573"
163,"3469"
164,"3344"
165,"3455"
166,"3417"
167,"3255"
168,"3237"
169,"3230"
170,"3011"
171,"2901"
172,"2858"
173,"2813"
174,"2835"
175,"2898"
176,"2829"
177,"2966"
178,"3113"
179,"3508"
180,"4063"
181,"4606"
182,"5325"
183,"5987"
184,"6355"
185,"6223"
186,"5878"
187,"5324"
188,"4585"
189,"4047"
190,"3699"
191,"3666"
192,"3447"
193,"3510"
194,"3640"
195,"3720"
196,"4101"
197,"4143"
198,"4343"
199,"4418"
200,"4318"
201,"4335"
202,"4117"
203,"3973"
204,"3744"
205,"3910"
206,"3620"
207,"3771"
208,"3692"
209,"3739"
210,"3717"
211,"3931"
212,"4061"
213,"4188"
214,"4521"
215,"4825"
216,"5405"
217,"6971"
218,"8953"
219,"12362"
220,"16860"
221,"21353"
222,"24918"
223,"27073"
224,"26427"
225,"23756"
226,"19459"
227,"14804"
228,"11152"
229,"8306"
230,"6273"
231,"5574"
232,"5074"
233,"5048"
234,"5359"
235,"6169"
236,"7612"
237,"9843"
238,"12664"
239,"15656"
240,"18804"
241,"20304"
242,"21178"
243,"20168"
244,"18120"
245,"15923"
246,"13379"
247,"11297"
248,"10089"
249,"8640"
250,"8030"
251,"7375"
252,"7471"
253,"8101"
254,"8972"
255,"10364"
256,"12036"
257,"13274"
258,"13788"
259,"13684"
260,"12350"
261,"11325"
262,"9649"
263,"8302"
264,"7304"
265,"6679"
266,"6272"
267,"6119"
268,"6161"
269,"6257"
270,"6236"
271,"6717"
272,"7059"
273,"7417"
274,"7968"
275,"8358"
276,"8558"
277,"8843"
278,"8294"
279,"8086"
280,"7563"
281,"7006"
282,"6618"
283,"6580"
284,"6599"
285,"6561"
286,"6867"
287,"6902"
288,"7479"
289,"7768"
290,"7779"
291,"8056"
292,"8047"
293,"7824"
294,"7698"
295,"7603"
296,"7576"
297,"7340"
298,"7366"
299,"7111"
300,"7073"
301,"7019"
302,"6997"
303,"6891"
304,"6993"
305,"6973"
306,"7000"
307,"7017"
308,"7178"
309,"7440"
310,"7633"
311,"7890"
312,"8374"
313,"8789"
314,"9556"
315,"10927"
316,"12380"
317,"14256"
318,"15764"
319,"16833"
320,"17270"
321,"16701"
322,"15877"
323,"14440"
324,"12963"
325,"11895"
326,"11143"
327,"10507"
328,"10762"
329,"10902"
330,"11444"
331,"11874"
332,"12669"
333,"13824"
334,"15539"
335,"18776"
336,"26323"
337,"40899"
338,"68956"
339,"120597"
340,"203360"
341,"328345"
342,"490552"
343,"675326"
344,"855739"
345,"995285"
346,"1054127"
347,"1025277"
348,"911869"
349,"741850"
350,"552266"
351,"378753"
352,"240458"
353,"141794"
354,"79546"
355,"44081"
356,"25864"
357,"17105"
358,"13484"
359,"11983"
360,"11478"
361,"11532"
362,"12075"
363,"12385"
364,"12632"
365,"13182"
366,"13500"
367,"14777"
368,"15890"
369,"17337"
370,"19062"
371,"21425"
372,"23758"
373,"27180"
374,"31821"
375,"38702"
376,"50222"
377,"66232"
378,"88071"
379,"111616"
380,"136344"
381,"153641"
382,"162750"
383,"159133"
384,"143882"
385,"119663"
386,"92851"
387,"67031"
388,"45669"
389,"29542"
390,"18796"
391,"12482"
392,"8880"
393,"7072"
394,"6329"
395,"5796"
396,"5797"
397,"5796"
398,"5863"
399,"6274"
400,"6393"
401,"6445"
402,"6600"
403,"6720"
404,"6877"
405,"6715"
406,"6938"
407,"6919"
408,"7194"
409,"7330"
410,"7590"
411,"7901"
412,"8148"
413,"8389"
414,"8791"
415,"9184"
416,"9567"
417,"10013"
418,"11248"
419,"13043"
420,"17395"
421,"25446"
422,"41410"
423,"69890"
424,"117378"
425,"190783"
426,"293546"
427,"423297"
428,"571221"
429,"713807"
430,"830848"
431,"895059"
432,"894947"
433,"827810"
434,"712190"
435,"569404"
436,"420613"
437,"288584"
438,"185988"
439,"112732"
440,"64489"
441,"35666"
442,"20319"
443,"12344"
444,"8557"
445,"6688"
446,"5924"
447,"5510"
448,"5187"
449,"4963"
450,"4954"
451,"4832"
452,"4871"
453,"4719"
454,"4779"
455,"4724"
456,"4931"
457,"5077"
458,"5039"
459,"5290"
460,"5272"
461,"5482"
462,"5834"
463,"6002"
464,"6437"
465,"6703"
466,"7564"
467,"8454"
468,"10038"
469,"13137"
470,"18159"
471,"26035"
472,"38336"
473,"53735"
474,"73016"
475,"94972"
476,"114717"
477,"131732"
478,"140917"
479,"140663"
480,"130736"
481,"113286"
482,"92676"
483,"70709"
484,"50379"
485,"34505"
486,"22148"
487,"14043"
488,"8889"
489,"6051"
490,"4319"
491,"3404"
492,"2949"
493,"2693"
494,"2594"
495,"2576"
496,"2594"
497,"2506"
498,"2524"
499,"2516"
500,"2494"
501,"2399"
502,"2370"
503,"2292"
504,"2213"
505,"2331"
506,"2229"
507,"2287"
508,"2286"
509,"2268"
510,"2303"
511,"2312"
512,"2291"
513,"2090"
514,"2267"
515,"2349"
516,"2245"
517,"2256"
518,"2309"
519,"2272"
520,"2282"
521,"2342"
522,"2154"
523,"2140"
524,"2249"
525,"2271"
526,"2278"
527,"2302"
528,"2187"
529,"2132"
530,"2195"
531,"2205"
532,"2152"
533,"2132"
534,"2235"
535,"2257"
536,"2138"
537,"2072"
538,"2060"
539,"2161"
540,"2150"
541,"2113"
542,"2096"
543,"2141"
544,"2119"
545,"2149"
546,"2023"
547,"2117"
548,"2176"
549,"2087"
550,"2038"
551,"2018"
552,"2097"
553,"2116"
554,"2124"
555,"2148"
556,"2131"
557,"2013"
558,"2117"
559,"2064"
560,"2105"
561,"2129"
562,"2125"
563,"2085"
564,"2206"
565,"2301"
566,"2288"
567,"2262"
568,"2241"
569,"2316"
570,"2121"
571,"2242"
572,"2233"
573,"2257"
574,"2220"
575,"2133"
576,"2112"
577,"2191"
578,"2167"
579,"2058"
580,"2072"
581,"2104"
582,"1983"
583,"1988"
584,"2046"
585,"1961"
586,"2180"
587,"2032"
588,"2125"
589,"2058"
590,"2095"
591,"2067"
592,"1989"
593,"1944"
594,"2030"
595,"1944"
596,"1945"
597,"1899"
598,"1928"
599,"1932"
600,"1894"
601,"1900"
602,"1937"
603,"1920"
604,"1922"
605,"1904"
606,"1932"
607,"1879"
608,"1862"
609,"1916"
610,"1921"
611,"1891"
612,"1951"
613,"1864"
614,"1850"
615,"1778"
616,"1890"
617,"1888"
618,"1859"
619,"1814"
620,"1827"
621,"1856"
622,"1841"
623,"1848"
624,"1888"
625,"1936"
626,"1792"
627,"1840"
628,"1776"
629,"1888"
630,"1795"
631,"1857"
632,"1811"
633,"1775"
634,"1745"
635,"1798"
636,"1699"
637,"1742"
638,"1806"
639,"1708"
640,"1836"
641,"1706"
642,"1735"
643,"1664"
644,"1684"
645,"1690"
646,"1709"
647,"1683"
648,"1812"
649,"1756"
650,"1683"
651,"1761"
652,"1721"
653,"1727"
654,"1736"
655,"1745"
656,"1802"
657,"1724"
658,"1735"
659,"1702"
660,"1755"
661,"1674"
662,"1752"
663,"1734"
664,"1713"
665,"1638"
666,"1569"
667,"1641"
668,"1666"
669,"1689"
670,"1661"
671,"1684"
672,"1738"
673,"1728"
674,"1703"
675,"1730"
676,"1690"
677,"1726"
678,"1625"
679,"1660"
680,"1621"
681,"1717"
682,"1728"
683,"1758"
684,"1904"
685,"2050"
686,"2370"
687,"2494"
688,"2957"
689,"3231"
690,"3702"
691,"4028"
692,"4142"
693,"4191"
694,"4324"
695,"3993"
696,"3639"
697,"3465"
698,"3176"
699,"2778"
700,"2380"
701,"2148"
702,"1967"
703,"1865"
704,"1871"
705,"1752"
706,"1749"
707,"1710"
708,"1673"
709,"1662"
710,"1668"
711,"1694"
712,"1658"
713,"1605"
714,"1602"
715,"1513"
716,"1564"
717,"1615"
718,"1627"
719,"1572"
720,"1644"
721,"1645"
722,"1656"
723,"1804"
724,"1894"
725,"1980"
726,"2116"
727,"2079"
728,"2144"
729,"2229"
730,"2224"
731,"2121"
732,"1971"
733,"1980"
734,"1859"
735,"1702"
736,"1651"
737,"1624"
738,"1475"
739,"1412"
740,"1399"
741,"1332"
742,"1352"
743,"1372"
744,"1384"
745,"1344"
746,"1371"
747,"1408"
748,"1366"
749,"1388"
750,"1364"
751,"1334"
752,"1296"
753,"1321"
754,"1349"
755,"1345"
756,"1369"
757,"1299"
758,"1380"
759,"1344"
760,"1381"
761,"1352"
762,"1403"
763,"1335"
764,"1396"
765,"1456"
766,"1486"
767,"1543"
768,"1711"
769,"1809"
770,"2213"
771,"2378"
772,"2927"
773,"3371"
774,"3926"
775,"4695"
776,"5167"
777,"5563"
778,"5747"
779,"5783"
780,"5593"
781,"5348"
782,"4898"
783,"4203"
784,"3645"
785,"3056"
786,"2578"
787,"2254"
788,"1838"
789,"1674"
790,"1558"
791,"1443"
792,"1422"
793,"1352"
794,"1280"
795,"1277"
796,"1258"
797,"1310"
798,"1196"
799,"1218"
800,"1268"
801,"1228"
802,"1236"
803,"1266"
804,"1203"
805,"1346"
806,"1403"
807,"1399"
808,"1451"
809,"1466"
810,"1620"
811,"1672"
812,"1736"
813,"1791"
814,"1874"
815,"1824"
816,"1823"
817,"1756"
818,"1766"
819,"1744"
820,"1814"
821,"1780"
822,"1745"
823,"1815"
824,"1874"
825,"1789"
826,"1765"
827,"1720"
828,"1694"
829,"1587"
830,"1502"
831,"1356"
832,"1291"
833,"1216"
834,"1170"
835,"1167"
836,"1105"
837,"1082"
838,"1049"
839,"1060"
840,"1021"
841,"1099"
842,"993"
843,"1063"
844,"991"
845,"988"
846,"1050"
847,"1097"
848,"1011"
849,"1078"
850,"1168"
851,"1046"
852,"1160"
853,"1223"
854,"1274"
855,"1403"
856,"1654"
857,"1769"
858,"1966"
859,"2162"
860,"2446"
861,"2744"
862,"2935"
863,"3091"
864,"3120"
865,"2975"
866,"2974"
867,"2757"
868,"2567"
869,"2415"
870,"2110"
871,"1903"
872,"1769"
873,"1622"
874,"1550"
875,"1401"
876,"1329"
877,"1222"
878,"1196"
879,"1087"
880,"1121"
881,"1068"
882,"1073"
883,"1026"
884,"1046"
885,"890"
886,"1043"
887,"976"
888,"961"
889,"1011"
890,"992"
891,"954"
892,"998"
893,"1020"
894,"987"
895,"983"
896,"978"
897,"1028"
898,"1070"
899,"1045"
900,"1102"
901,"1076"
902,"1163"
903,"1155"
904,"1289"
905,"1360"
906,"1338"
907,"1446"
908,"1503"
909,"1583"
910,"1686"
911,"1679"
912,"1593"
913,"1638"
914,"1521"
915,"1533"
916,"1477"
917,"1410"
918,"1353"
919,"1391"
920,"1313"
921,"1335"
922,"1251"
923,"1297"
924,"1276"
925,"1374"
926,"1409"
927,"1426"
928,"1424"
929,"1570"
930,"1627"
931,"1646"
932,"1715"
933,"1877"
934,"1861"
935,"2024"
936,"2139"
937,"2209"
938,"2170"
939,"2420"
940,"2455"
941,"2455"
942,"2601"
943,"2671"
944,"2770"
945,"2923"
946,"2943"
947,"2972"
948,"3003"
949,"3054"
950,"3096"
951,"3103"
952,"3028"
953,"3185"
954,"3091"
955,"2988"
956,"3042"
957,"2906"
