Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WN0301552"
Duration Time,300.436
Ambient Temperature,"114.3"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"18929521"
Raw Accumulated Counts,"22804200"
Valid Count Last Packet,"58246"
Raw Count Last Packet,"69694"
Live Time,248.724213
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.038
Number of Channels,2048
Vacuum,682
Channel#,Intensity
0,"8419"
1,"6681"
2,"4398"
3,"3145"
4,"1469"
5,"332"
6,"58"
7,"16"
8,"8"
9,"9"
10,"8"
11,"5"
12,"2"
13,"2"
14,"1"
15,"4"
16,"4"
17,"3"
18,"3"
19,"1"
20,"2"
21,"1"
22,"0"
23,"2"
24,"0"
25,"0"
26,"2"
27,"0"
28,"0"
29,"2"
30,"10"
31,"83"
32,"605"
33,"1803"
34,"2647"
35,"3106"
36,"3384"
37,"3498"
38,"3414"
39,"3462"
40,"3284"
41,"3399"
42,"3298"
43,"3384"
44,"3333"
45,"3373"
46,"3394"
47,"3507"
48,"3476"
49,"3421"
50,"3259"
51,"3229"
52,"3313"
53,"3124"
54,"3342"
55,"3200"
56,"3259"
57,"3061"
58,"3190"
59,"3112"
60,"3162"
61,"3197"
62,"3187"
63,"2983"
64,"2906"
65,"2857"
66,"2912"
67,"2772"
68,"2837"
69,"2897"
70,"2858"
71,"2875"
72,"2980"
73,"3001"
74,"2954"
75,"2955"
76,"2871"
77,"2880"
78,"2797"
79,"2729"
80,"2661"
81,"2737"
82,"2816"
83,"2941"
84,"3000"
85,"3230"
86,"3406"
87,"3456"
88,"3383"
89,"3220"
90,"3278"
91,"3387"
92,"3546"
93,"4374"
94,"5245"
95,"6398"
96,"7491"
97,"7776"
98,"7312"
99,"6337"
100,"5230"
101,"4259"
102,"3657"
103,"3264"
104,"3104"
105,"3140"
106,"3119"
107,"3171"
108,"3337"
109,"3514"
110,"3837"
111,"4160"
112,"4621"
113,"5148"
114,"5728"
115,"5601"
116,"5464"
117,"4989"
118,"4621"
119,"4367"
120,"3968"
121,"3906"
122,"3885"
123,"4131"
124,"4123"
125,"4323"
126,"4538"
127,"5046"
128,"6061"
129,"7719"
130,"9967"
131,"13400"
132,"17439"
133,"20733"
134,"23320"
135,"23028"
136,"21442"
137,"19070"
138,"17259"
139,"16922"
140,"17852"
141,"18566"
142,"19145"
143,"18999"
144,"18885"
145,"18789"
146,"19560"
147,"19953"
148,"19032"
149,"17470"
150,"14261"
151,"11578"
152,"9170"
153,"7326"
154,"6564"
155,"6467"
156,"6560"
157,"6613"
158,"6744"
159,"7027"
160,"7260"
161,"7499"
162,"8236"
163,"9249"
164,"10273"
165,"10705"
166,"11042"
167,"10403"
168,"9335"
169,"8387"
170,"7827"
171,"7576"
172,"7485"
173,"8033"
174,"8879"
175,"11159"
176,"15307"
177,"25813"
178,"47516"
179,"88253"
180,"155886"
181,"246794"
182,"350534"
183,"436709"
184,"478245"
185,"461020"
186,"391141"
187,"289978"
188,"190875"
189,"111262"
190,"59109"
191,"30492"
192,"17931"
193,"13828"
194,"15610"
195,"21627"
196,"32136"
197,"46045"
198,"61780"
199,"75161"
200,"83003"
201,"80822"
202,"70350"
203,"54346"
204,"38048"
205,"24551"
206,"15087"
207,"9311"
208,"6494"
209,"5196"
210,"4647"
211,"4402"
212,"4426"
213,"4233"
214,"4235"
215,"4175"
216,"4218"
217,"4266"
218,"4313"
219,"4430"
220,"4444"
221,"4682"
222,"4843"
223,"5151"
224,"5374"
225,"5609"
226,"5750"
227,"5692"
228,"5871"
229,"5956"
230,"6258"
231,"6467"
232,"6597"
233,"6497"
234,"6329"
235,"6031"
236,"5575"
237,"5253"
238,"5136"
239,"5044"
240,"5009"
241,"5102"
242,"4977"
243,"5049"
244,"5160"
245,"5191"
246,"5227"
247,"5245"
248,"5294"
249,"5225"
250,"5420"
251,"5531"
252,"5351"
253,"5440"
254,"5239"
255,"5467"
256,"5571"
257,"5595"
258,"5643"
259,"5809"
260,"5791"
261,"5814"
262,"5945"
263,"6058"
264,"6349"
265,"6527"
266,"6417"
267,"6486"
268,"6774"
269,"6649"
270,"6675"
271,"6660"
272,"6717"
273,"6634"
274,"6795"
275,"6535"
276,"6406"
277,"6613"
278,"6642"
279,"6565"
280,"6626"
281,"6547"
282,"6825"
283,"6757"
284,"7002"
285,"7029"
286,"7032"
287,"7351"
288,"7401"
289,"7712"
290,"8167"
291,"8646"
292,"8861"
293,"9427"
294,"9720"
295,"9847"
296,"9722"
297,"9439"
298,"9354"
299,"9013"
300,"9040"
301,"9095"
302,"8995"
303,"9230"
304,"9592"
305,"10194"
306,"10582"
307,"11495"
308,"12710"
309,"15469"
310,"20688"
311,"31662"
312,"52619"
313,"89532"
314,"148550"
315,"230676"
316,"333444"
317,"439714"
318,"530629"
319,"583450"
320,"584218"
321,"531359"
322,"440655"
323,"332681"
324,"230204"
325,"147489"
326,"87000"
327,"49830"
328,"28647"
329,"17577"
330,"12384"
331,"10048"
332,"9171"
333,"9013"
334,"8960"
335,"9024"
336,"8922"
337,"9226"
338,"9509"
339,"9668"
340,"10039"
341,"10591"
342,"11888"
343,"13268"
344,"15844"
345,"20509"
346,"28071"
347,"38452"
348,"51959"
349,"67598"
350,"82895"
351,"94517"
352,"101322"
353,"98705"
354,"89220"
355,"75484"
356,"59352"
357,"44488"
358,"32189"
359,"23830"
360,"18448"
361,"16077"
362,"15064"
363,"14723"
364,"15112"
365,"15381"
366,"16025"
367,"17061"
368,"17873"
369,"19107"
370,"20270"
371,"21650"
372,"22200"
373,"21677"
374,"20573"
375,"18819"
376,"16483"
377,"13689"
378,"11706"
379,"9838"
380,"8747"
381,"7782"
382,"7408"
383,"7319"
384,"7060"
385,"7152"
386,"6935"
387,"6916"
388,"6943"
389,"7055"
390,"7024"
391,"7008"
392,"7120"
393,"7108"
394,"7297"
395,"7219"
396,"7488"
397,"7636"
398,"7903"
399,"8229"
400,"8287"
401,"8515"
402,"8537"
403,"8318"
404,"8303"
405,"8319"
406,"8025"
407,"8186"
408,"8058"
409,"8187"
410,"8308"
411,"8406"
412,"8327"
413,"8333"
414,"8017"
415,"7782"
416,"7647"
417,"7119"
418,"6949"
419,"6787"
420,"6705"
421,"6569"
422,"6430"
423,"6376"
424,"6600"
425,"6666"
426,"6585"
427,"6630"
428,"6640"
429,"6728"
430,"6946"
431,"6906"
432,"6806"
433,"6938"
434,"6724"
435,"6837"
436,"6730"
437,"6561"
438,"6588"
439,"6532"
440,"6715"
441,"6606"
442,"6742"
443,"6764"
444,"6672"
445,"6757"
446,"6844"
447,"6748"
448,"6736"
449,"6687"
450,"6890"
451,"6975"
452,"6941"
453,"6879"
454,"6848"
455,"6935"
456,"7067"
457,"7099"
458,"7017"
459,"6966"
460,"7027"
461,"7012"
462,"6916"
463,"7061"
464,"7137"
465,"7038"
466,"7079"
467,"7170"
468,"7128"
469,"7144"
470,"6886"
471,"7100"
472,"7256"
473,"7141"
474,"6923"
475,"7210"
476,"7069"
477,"7296"
478,"7128"
479,"7211"
480,"7146"
481,"7228"
482,"7221"
483,"7207"
484,"7066"
485,"7200"
486,"7199"
487,"7281"
488,"7299"
489,"7367"
490,"7190"
491,"7121"
492,"7041"
493,"7202"
494,"7325"
495,"7361"
496,"7419"
497,"7511"
498,"7569"
499,"7724"
500,"7978"
501,"8213"
502,"8363"
503,"8569"
504,"8689"
505,"8757"
506,"8595"
507,"8383"
508,"8051"
509,"7879"
510,"7896"
511,"7670"
512,"7601"
513,"7459"
514,"7316"
515,"7486"
516,"7650"
517,"7403"
518,"7623"
519,"7703"
520,"7591"
521,"7587"
522,"7640"
523,"7654"
524,"7397"
525,"7495"
526,"7398"
527,"7350"
528,"7534"
529,"7262"
530,"7504"
531,"7455"
532,"7461"
533,"7403"
534,"7493"
535,"7454"
536,"7519"
537,"7393"
538,"7561"
539,"7448"
540,"7485"
541,"7334"
542,"7240"
543,"7356"
544,"7400"
545,"7259"
546,"7393"
547,"7364"
548,"7379"
549,"7386"
550,"7160"
551,"7350"
552,"7377"
553,"7403"
554,"7380"
555,"7352"
556,"7236"
557,"7398"
558,"7342"
559,"7419"
560,"7380"
561,"7417"
562,"7338"
563,"7468"
564,"7384"
565,"7325"
566,"7388"
567,"7463"
568,"7439"
569,"7389"
570,"7363"
571,"7410"
572,"7516"
573,"7453"
574,"7516"
575,"7388"
576,"7466"
577,"7679"
578,"7428"
579,"7405"
580,"7801"
581,"7505"
582,"7749"
583,"8091"
584,"8494"
585,"9141"
586,"10326"
587,"11812"
588,"13925"
589,"16371"
590,"19567"
591,"23043"
592,"25991"
