Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"WN0301327"
Duration Time,300.717
Ambient Temperature,"108.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"16878025"
Raw Accumulated Counts,"19868790"
Valid Count Last Packet,"51542"
Raw Count Last Packet,"60813"
Live Time,255.120010
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0472
Number of Channels,2048
Vacuum,692
Channel#,Intensity
0,"8682"
1,"6795"
2,"4538"
3,"3097"
4,"1348"
5,"308"
6,"50"
7,"18"
8,"8"
9,"6"
10,"9"
11,"1"
12,"5"
13,"4"
14,"3"
15,"2"
16,"2"
17,"2"
18,"3"
19,"7"
20,"3"
21,"6"
22,"2"
23,"3"
24,"1"
25,"6"
26,"1"
27,"0"
28,"1"
29,"1"
30,"9"
31,"100"
32,"652"
33,"1706"
34,"2448"
35,"3004"
36,"3222"
37,"3169"
38,"3100"
39,"3113"
40,"3119"
41,"3257"
42,"3091"
43,"3131"
44,"3087"
45,"3100"
46,"3181"
47,"3121"
48,"3136"
49,"3083"
50,"2985"
51,"3015"
52,"2947"
53,"2908"
54,"2941"
55,"2794"
56,"2907"
57,"2904"
58,"2849"
59,"2859"
60,"2825"
61,"2743"
62,"2692"
63,"2639"
64,"2587"
65,"2500"
66,"2563"
67,"2509"
68,"2542"
69,"2489"
70,"2497"
71,"2587"
72,"2610"
73,"2594"
74,"2593"
75,"2557"
76,"2554"
77,"2497"
78,"2437"
79,"2361"
80,"2357"
81,"2403"
82,"2434"
83,"2722"
84,"3106"
85,"3482"
86,"3782"
87,"3766"
88,"3543"
89,"3155"
90,"2732"
91,"2506"
92,"2425"
93,"2312"
94,"2389"
95,"2347"
96,"2480"
97,"2577"
98,"2641"
99,"2639"
100,"2632"
101,"2613"
102,"2591"
103,"2552"
104,"2481"
105,"2347"
106,"2403"
107,"2406"
108,"2469"
109,"2595"
110,"2833"
111,"3425"
112,"4020"
113,"4675"
114,"5437"
115,"5778"
116,"5554"
117,"5082"
118,"4411"
119,"3677"
120,"3428"
121,"3210"
122,"3273"
123,"3225"
124,"3378"
125,"3386"
126,"3544"
127,"4174"
128,"5267"
129,"6639"
130,"9357"
131,"12557"
132,"16555"
133,"19716"
134,"21899"
135,"22120"
136,"20264"
137,"17708"
138,"16095"
139,"15773"
140,"16407"
141,"16985"
142,"17539"
143,"17421"
144,"17384"
145,"17896"
146,"18362"
147,"18584"
148,"17931"
149,"15724"
150,"13211"
151,"10251"
152,"8011"
153,"6276"
154,"5441"
155,"4975"
156,"4979"
157,"4846"
158,"5047"
159,"5089"
160,"5174"
161,"5365"
162,"6182"
163,"7066"
164,"7993"
165,"8412"
166,"8421"
167,"7777"
168,"6584"
169,"5488"
170,"4685"
171,"3758"
172,"3574"
