Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PM-417"
Duration Time,300.481
Ambient Temperature,"106.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"6846487"
Raw Accumulated Counts,"7262350"
Valid Count Last Packet,"21325"
Raw Count Last Packet,"22516"
Live Time,283.856140
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0094
Number of Channels,2048
Vacuum,683
Channel#,Intensity
0,"9823"
1,"7723"
2,"4815"
3,"2659"
4,"1133"
5,"273"
6,"45"
7,"3"
8,"3"
9,"2"
10,"0"
11,"1"
12,"1"
13,"1"
14,"0"
15,"0"
16,"0"
17,"1"
18,"0"
19,"2"
20,"0"
21,"2"
22,"0"
23,"0"
24,"0"
25,"0"
26,"1"
27,"1"
28,"2"
29,"0"
30,"0"
31,"5"
32,"123"
33,"487"
34,"921"
35,"1210"
36,"1309"
37,"1341"
38,"1318"
39,"1356"
40,"1320"
41,"1334"
42,"1417"
43,"1441"
44,"1397"
45,"1484"
46,"1529"
47,"1562"
48,"1522"
49,"1539"
50,"1401"
51,"1344"
52,"1355"
53,"1400"
54,"1368"
55,"1399"
56,"1439"
57,"1335"
58,"1371"
59,"1381"
60,"1379"
61,"1433"
62,"1408"
63,"1322"
64,"1315"
65,"1262"
66,"1227"
67,"1190"
68,"1254"
69,"1313"
70,"1262"
71,"1309"
72,"1439"
73,"1536"
74,"1567"
75,"1526"
76,"1464"
77,"1371"
78,"1315"
79,"1325"
80,"1379"
81,"1494"
82,"1786"
83,"2049"
84,"2567"
85,"3017"
86,"3267"
87,"3157"
88,"2896"
89,"2359"
90,"1967"
91,"1754"
92,"1621"
93,"1667"
94,"1791"
95,"1791"
96,"1961"
97,"2022"
98,"2055"
99,"2089"
100,"2066"
101,"2135"
102,"1971"
103,"1836"
104,"1788"
105,"1775"
106,"1756"
107,"1696"
108,"1819"
109,"1918"
110,"2078"
111,"2455"
112,"3031"
113,"3847"
114,"4574"
115,"4939"
116,"4984"
117,"4470"
118,"3840"
119,"3172"
120,"2721"
121,"2566"
122,"2422"
123,"2488"
124,"2405"
125,"2444"
126,"2708"
127,"3111"
128,"3847"
129,"5099"
130,"7352"
131,"10639"
132,"14822"
133,"19179"
134,"22306"
135,"22934"
136,"21015"
137,"18112"
138,"15126"
139,"13666"
140,"13974"
141,"14723"
142,"14961"
143,"15455"
144,"15966"
145,"17089"
146,"18562"
147,"20197"
148,"20253"
149,"18575"
150,"15604"
151,"12180"
152,"9246"
153,"7161"
154,"5701"
155,"4871"
156,"4603"
157,"4578"
158,"4817"
159,"4868"
160,"4700"
161,"4605"
162,"4616"
163,"4717"
164,"5193"
165,"6259"
166,"8707"
167,"13599"
168,"21931"
169,"33594"
170,"46634"
171,"57755"
172,"62049"
173,"59482"
174,"50282"
175,"37333"
176,"25777"
177,"18013"
178,"15241"
179,"17527"
180,"24030"
181,"33003"
182,"41155"
183,"47203"
184,"48466"
185,"45425"
186,"39645"
187,"32054"
188,"24693"
189,"18865"
190,"14710"
191,"12442"
192,"11874"
193,"12513"
194,"13676"
195,"14856"
196,"14808"
197,"13407"
198,"11398"
199,"9208"
200,"7365"
201,"6277"
202,"5705"
203,"5786"
204,"6354"
205,"6841"
206,"7168"
207,"7211"
208,"6628"
209,"5889"
210,"5137"
211,"4299"
212,"4069"
213,"4101"
214,"4481"
215,"5254"
216,"6655"
217,"8635"
218,"11926"
219,"16166"
220,"21407"
221,"27462"
222,"32369"
223,"33945"
224,"33149"
225,"29253"
226,"22955"
227,"16732"
228,"11579"
229,"7656"
230,"5472"
231,"4303"
232,"3801"
233,"3839"
234,"4126"
235,"5259"
236,"6730"
237,"9531"
238,"12990"
239,"17041"
240,"20994"
241,"23199"
242,"24263"
243,"22930"
244,"20372"
245,"17051"
246,"13907"
247,"11237"
248,"9010"
249,"7200"
250,"6179"
251,"5409"
252,"5331"
253,"5646"
254,"6481"
255,"7791"
256,"9284"
257,"9911"
258,"10023"
259,"10045"
260,"9031"
261,"7926"
262,"6752"
263,"6069"
264,"5748"
265,"6545"
266,"7971"
267,"10065"
268,"12066"
269,"14365"
270,"15907"
271,"16646"
272,"15425"
273,"13926"
274,"11966"
275,"10651"
276,"9527"
277,"8342"
278,"7389"
279,"6619"
280,"5966"
281,"5312"
282,"4708"
283,"4541"
284,"4609"
285,"4547"
286,"4831"
287,"5183"
288,"5580"
289,"5810"
290,"5984"
291,"5925"
292,"6093"
293,"6201"
294,"6297"
295,"6427"
296,"6575"
297,"6529"
298,"6584"
299,"6425"
300,"5838"
301,"5448"
302,"5179"
303,"4869"
304,"4779"
305,"4605"
306,"4598"
307,"4711"
308,"4867"
309,"4922"
310,"5001"
311,"5100"
312,"5359"
313,"5599"
314,"5828"
315,"6236"
316,"6676"
317,"7357"
318,"7849"
319,"8133"
320,"8187"
321,"8088"
322,"7403"
323,"6914"
324,"6276"
325,"5539"
326,"5163"
327,"5043"
328,"4837"
329,"4942"
330,"4758"
331,"4747"
332,"4956"
333,"5027"
334,"5423"
335,"5723"
336,"6635"
337,"8187"
338,"11498"
339,"17459"
340,"27612"
341,"41883"
342,"62236"
343,"84641"
344,"106368"
345,"123893"
346,"131774"
347,"128446"
348,"114939"
349,"94210"
350,"71044"
351,"50203"
352,"33162"
353,"21273"
354,"13571"
355,"9485"
356,"7513"
357,"6731"
358,"6565"
359,"6723"
360,"6993"
361,"7519"
362,"7630"
363,"8121"
364,"8813"
365,"9241"
366,"9247"
367,"9807"
368,"10386"
369,"11144"
370,"12300"
371,"13376"
372,"14089"
373,"14784"
374,"15173"
375,"15102"
376,"15361"
377,"15947"
378,"17029"
379,"19262"
380,"21338"
381,"22997"
382,"24186"
383,"23422"
384,"21384"
385,"18540"
386,"14753"
387,"11730"
388,"9209"
389,"7039"
390,"5881"
391,"5009"
392,"4571"
393,"4438"
394,"4162"
395,"4379"
396,"4363"
397,"4463"
398,"4610"
399,"4938"
400,"4908"
401,"5028"
402,"5119"
403,"5105"
404,"5040"
405,"4861"
406,"4804"
407,"4841"
408,"4820"
409,"4786"
410,"4961"
411,"4910"
412,"5089"
413,"4951"
414,"5063"
415,"4881"
416,"4608"
417,"4421"
418,"4262"
419,"4237"
420,"4037"
421,"4122"
422,"4605"
423,"5503"
424,"6840"
425,"8844"
426,"11722"
427,"15561"
428,"19863"
429,"24103"
430,"27650"
431,"29211"
432,"29826"
433,"27606"
434,"24023"
435,"19707"
436,"15464"
437,"11662"
438,"8766"
439,"6614"
440,"5288"
441,"4348"
442,"4107"
443,"3784"
444,"3806"
445,"3750"
446,"3568"
447,"3459"
448,"3604"
449,"3598"
450,"3486"
451,"3531"
452,"3617"
453,"3473"
454,"3629"
455,"3566"
456,"3655"
457,"3438"
458,"3477"
459,"3550"
460,"3635"
461,"3654"
462,"3614"
463,"3501"
464,"3616"
465,"3676"
466,"3716"
467,"3678"
468,"3718"
469,"3805"
470,"4011"
471,"4201"
472,"4626"
473,"4970"
474,"5497"
475,"6219"
476,"6798"
477,"7395"
478,"7460"
479,"7490"
480,"7165"
481,"6574"
482,"5996"
483,"5504"
484,"4925"
485,"4325"
486,"4001"
487,"3807"
488,"3618"
489,"3491"
490,"3501"
491,"3445"
492,"3462"
493,"3427"
494,"3351"
495,"3464"
496,"3479"
497,"3344"
498,"3371"
499,"3314"
500,"3368"
501,"3307"
502,"3289"
503,"3267"
504,"3358"
505,"3397"
506,"3263"
507,"3321"
508,"3332"
509,"3382"
510,"3302"
511,"3401"
512,"3237"
513,"3378"
514,"3251"
515,"3308"
516,"3190"
517,"3386"
518,"3385"
519,"3400"
520,"3232"
521,"3312"
522,"3315"
523,"3153"
524,"3289"
525,"3389"
526,"3327"
527,"3426"
528,"3255"
529,"3243"
530,"3265"
531,"3131"
532,"3205"
533,"3165"
534,"3129"
535,"3178"
536,"3245"
537,"3175"
538,"3250"
539,"3160"
540,"3119"
541,"3096"
542,"3091"
543,"3156"
544,"3088"
545,"3009"
546,"3006"
547,"3064"
548,"3030"
549,"3048"
550,"3066"
551,"3053"
552,"2975"
553,"3114"
554,"2991"
555,"3038"
556,"3095"
557,"2908"
558,"3029"
559,"2894"
560,"3065"
561,"2967"
562,"2996"
563,"2939"
564,"2984"
565,"2861"
566,"2931"
567,"2947"
568,"3051"
569,"2990"
570,"2887"
571,"2978"
572,"2901"
573,"2996"
574,"2915"
575,"2903"
576,"3043"
577,"2841"
578,"2757"
579,"2919"
580,"2887"
581,"2947"
582,"2860"
583,"2899"
584,"2898"
585,"2892"
586,"2851"
587,"3020"
588,"2897"
589,"2813"
590,"2800"
591,"2861"
592,"2802"
593,"2834"
594,"2846"
595,"2699"
596,"2843"
597,"2770"
598,"2722"
599,"2764"
600,"2758"
601,"2753"
602,"2657"
603,"2799"
604,"2730"
605,"2696"
606,"2634"
607,"2634"
608,"2576"
609,"2628"
610,"2647"
611,"2644"
612,"2664"
613,"2637"
614,"2576"
615,"2642"
616,"2598"
617,"2509"
618,"2549"
619,"2562"
620,"2528"
621,"2514"
622,"2527"
623,"2483"
624,"2483"
625,"2429"
626,"2535"
627,"2485"
628,"2474"
629,"2544"
630,"2559"
631,"2492"
632,"2431"
633,"2400"
634,"2512"
635,"2431"
636,"2353"
637,"2343"
638,"2391"
639,"2444"
640,"2460"
641,"2480"
642,"2381"
643,"2401"
644,"2354"
645,"2340"
646,"2351"
647,"2308"
648,"2286"
649,"2391"
650,"2363"
651,"2286"
652,"2341"
653,"2371"
654,"2222"
